index,split,timestamp,keyframe_index,group,confidence_path,confidence_size,confidence_sha256,shape,dtype,byte_order,unique_values,count_0,count_1,count_2,timestamp_basename_match,shape_match,repeated_load_equal,readable_without_fallback,allowed_values,raw_asset_all_zero
36,TRAIN,653425.199,36,1,confidence/48018874_653425.199.png,1894,e44f27296706e0875d9e39d177b649ee5cde2975fd1a3ed41c15588d75a03fd3,192x256,uint8,|,0;1;2,3025,4205,41922,True,True,True,True,True,False
37,TRAIN,653425.499,37,1,confidence/48018874_653425.499.png,1884,5d302fd72edad886f07538d4aa5a026a021e247554fe3c8c168c9b0e81a671d4,192x256,uint8,|,0;1;2,2542,3784,42826,True,True,True,True,True,False
38,TRAIN,653425.699,38,1,confidence/48018874_653425.699.png,2366,a95545fc3f488ecbebb28b6aee795bf4e986dd7e1670ce8a1f2830b815633b85,192x256,uint8,|,0;1;2,4240,5993,38919,True,True,True,True,True,False
39,TRAIN,653425.899,39,1,confidence/48018874_653425.899.png,1894,8885eab1fa11b02797ef9bfb1554aa812ede305de0883e8e99db4e070895b1b8,192x256,uint8,|,0;1;2,7455,5542,36155,True,True,True,True,True,False
40,TRAIN,653426.099,40,1,confidence/48018874_653426.099.png,1513,dd3f2f2b7ab66fcc54ebe78e0737e6e7626f9a14d1d83b0236f20f6d808b2f0d,192x256,uint8,|,0;1;2,4091,2511,42550,True,True,True,True,True,False
41,TRAIN,653426.299,41,1,confidence/48018874_653426.299.png,1789,833549b9df364d43f1e2284ed43b5bbcd6799dd3f84efcdbd1bd02c9a9e99b3a,192x256,uint8,|,0;1;2,7956,6183,35013,True,True,True,True,True,False
42,TRAIN,653426.499,42,2,confidence/48018874_653426.499.png,2515,9b06bbf62f4f7b89d970713b2dc2f4b357574d03cd4f3ad6b66ec2459a592f3d,192x256,uint8,|,0;1;2,8470,5697,34985,True,True,True,True,True,False
43,TRAIN,653426.598,43,2,confidence/48018874_653426.598.png,2632,a48e46eacf242b66abd1914896246a8f11da51a435e81fdd6d03dac71d220445,192x256,uint8,|,0;1;2,9864,7548,31740,True,True,True,True,True,False
44,TRAIN,653426.798,44,2,confidence/48018874_653426.798.png,2797,de1be8a9d367babff537372d8a07236f1048585cebe7a8c012bf7802bfe86564,192x256,uint8,|,0;1;2,8879,8663,31610,True,True,True,True,True,False
45,TRAIN,653426.998,45,2,confidence/48018874_653426.998.png,2713,014a29bde0f338daf52f2c6ccd6ec93e18d9248f7f5dc76eeb1385a56ee607a9,192x256,uint8,|,0;1;2,6343,8212,34597,True,True,True,True,True,False
46,TRAIN,653427.198,46,2,confidence/48018874_653427.198.png,2159,b657eb95cd2458f44f6fea3408b2e6a87f686681ebe44c69d190ccc7c1571e50,192x256,uint8,|,0;1;2,6043,6852,36257,True,True,True,True,True,False
47,TRAIN,653427.398,47,2,confidence/48018874_653427.398.png,1634,e529962acbc273b16bd6742c4d802953ad9527012d99f3a9c143fbf810340f22,192x256,uint8,|,0;1;2,4176,3365,41611,True,True,True,True,True,False
48,TRAIN,653427.598,48,2,confidence/48018874_653427.598.png,1174,5267a1971cafd552e7ff05a8662d732c5b21d76dd8dd82e464d3282b0e667ccc,192x256,uint8,|,0;1;2,4249,1543,43360,True,True,True,True,True,False
49,TRAIN,653427.798,49,2,confidence/48018874_653427.798.png,1147,c90e81b1987c68d2e6f959c186080e42781fa65da00f5985578eac091a0d1861,192x256,uint8,|,0;1;2,1796,1448,45908,True,True,True,True,True,False
50,TRAIN,653427.998,50,2,confidence/48018874_653427.998.png,2585,d61a548140726884554848e1cd202e229eedcd0113fb7a2f4fcaf8025b15247c,192x256,uint8,|,0;1;2,3268,6622,39262,True,True,True,True,True,False
51,TRAIN,653428.198,51,2,confidence/48018874_653428.198.png,1940,cdb2b447e63b39942a033af801330c7e78238540d57b6ea8cbec5beb9f2bbec2,192x256,uint8,|,0;1;2,1212,3171,44769,True,True,True,True,True,False
52,TRAIN,653428.498,52,2,confidence/48018874_653428.498.png,1966,5f9880478d0bd2b19113682817b7c6681185cb9e613f84ab01560a769a6baaee,192x256,uint8,|,0;1;2,626,2650,45876,True,True,True,True,True,False
53,TRAIN,653428.898,53,2,confidence/48018874_653428.898.png,2026,77d64e0d79ee089afb258b28d93966d1f958c9bbdd1e269a796dbcc659573533,192x256,uint8,|,0;1;2,239,3064,45849,True,True,True,True,True,False
54,TRAIN,653429.097,54,2,confidence/48018874_653429.097.png,2387,e33cfd8570238c55e0ffc03c8aca325a7558401be168bcbbe171e6117d26d1b3,192x256,uint8,|,0;1;2,2967,4413,41772,True,True,True,True,True,False
55,TRAIN,653429.397,55,2,confidence/48018874_653429.397.png,2759,df1bc1d830229f000f216a86798e99f68310de4d4e8c137b0113dd83c6c725fb,192x256,uint8,|,0;1;2,3441,6094,39617,True,True,True,True,True,False
56,TRAIN,653429.897,56,2,confidence/48018874_653429.897.png,2199,7eb1907cdd1413e694e58fc1bd8acce6e7b59defac0b2b84c4c4ec8ae9ac80d0,192x256,uint8,|,0;1;2,3300,6225,39627,True,True,True,True,True,False
57,TRAIN,653430.097,57,2,confidence/48018874_653430.097.png,1899,4981532aecbc97f3701c4d168bda210d8e0da84b60fe2b9d15112c528af14614,192x256,uint8,|,0;1;2,3909,4799,40444,True,True,True,True,True,False
58,TRAIN,653430.497,58,2,confidence/48018874_653430.497.png,1855,05120f1892e9542c482e4ada5dbecce4e807e94e7483725f880f74e1b5e6d0a1,192x256,uint8,|,0;1;2,4755,5442,38955,True,True,True,True,True,False
59,TRAIN,653431.097,59,2,confidence/48018874_653431.097.png,2332,1ebd315ddfb2b26b0c66be9221e96f4f9af95e17854e5b8384721e0d83704895,192x256,uint8,|,0;1;2,8868,8428,31856,True,True,True,True,True,False
60,TRAIN,653431.297,60,2,confidence/48018874_653431.297.png,2394,0580b2101515cedaf6dc0a09dc033d77f1f05bfb300e7b5486ff8f7d2a45c828,192x256,uint8,|,0;1;2,5808,7067,36277,True,True,True,True,True,False
61,TRAIN,653431.496,61,2,confidence/48018874_653431.496.png,2432,5a7aa8b743d9cdccb4a188bf8afde2706b9a239140c83bda62b8790bb62ab93b,192x256,uint8,|,0;1;2,11170,7971,30011,True,True,True,True,True,False
62,TRAIN,653431.796,62,2,confidence/48018874_653431.796.png,2177,7e056bbc84e92bef1b34dba052db3f6c9092c90f9a6624821c62ba7c51c3a011,192x256,uint8,|,0;1;2,8025,6495,34632,True,True,True,True,True,False
63,TRAIN,653432.096,63,2,confidence/48018874_653432.096.png,1956,ed3a338b5007834c31fb850cbb96a36991358c5b4908e2dd346c7f2bfe29f80f,192x256,uint8,|,0;1;2,10885,4838,33429,True,True,True,True,True,False
64,TRAIN,653432.496,64,2,confidence/48018874_653432.496.png,2261,9a207eef71c3d67e29857fbab9670cb04e86626f44757044cf7a918bc5026d1a,192x256,uint8,|,0;1;2,10184,5523,33445,True,True,True,True,True,False
65,TRAIN,653432.696,65,2,confidence/48018874_653432.696.png,2826,f123d09feb2739bd0217282d8e69dd4dd95988836a6e015bc3d931c2c5fe2587,192x256,uint8,|,0;1;2,12783,8852,27517,True,True,True,True,True,False
66,TRAIN,653432.896,66,2,confidence/48018874_653432.896.png,2765,bfd345cc351269eef584491a5bd0e2ecdebd6d4277b12176418d4da988b00e7c,192x256,uint8,|,0;1;2,11432,7874,29846,True,True,True,True,True,False
67,TRAIN,653432.996,67,2,confidence/48018874_653432.996.png,2256,958d60244145f6fb8b2014224adfd4b210b389d8894e95ca80b94a7cea3dd726,192x256,uint8,|,0;1;2,8178,5291,35683,True,True,True,True,True,False
68,TRAIN,653433.196,68,2,confidence/48018874_653433.196.png,2015,f818885f66982237dba4455a31973dbed8d4335cf8fcb25f5167ab99de8cb199,192x256,uint8,|,0;1;2,5055,4808,39289,True,True,True,True,True,False
69,TRAIN,653433.396,69,2,confidence/48018874_653433.396.png,2461,fc3f8b121043bec77ed936f93b2cb8850e85697e76a737ed5efb7580f267a73b,192x256,uint8,|,0;1;2,4866,7043,37243,True,True,True,True,True,False
70,TRAIN,653433.596,70,2,confidence/48018874_653433.596.png,2473,f6e79f3782cc88d68863bccc8115ef54b51c6fe4a65ff91ba6bc862ee4f52a88,192x256,uint8,|,0;1;2,10982,7362,30808,True,True,True,True,True,False
71,TRAIN,653433.796,71,2,confidence/48018874_653433.796.png,2112,2f5f3e0b7f129562749082504c0d884ec915326c380c892b153d9ca80281da81,192x256,uint8,|,0;1;2,2468,4209,42475,True,True,True,True,True,False
72,TRAIN,653434.295,72,2,confidence/48018874_653434.295.png,1639,802abf9bbeb9ecc87a25f709f40e92b7f38edc45b0a4e8c0068f71b9fd848a9a,192x256,uint8,|,0;1;2,2017,3603,43532,True,True,True,True,True,False
73,TRAIN,653434.495,73,2,confidence/48018874_653434.495.png,2004,157a9a801e01e9c506f9008cf8e1b1515fc4c7f604ba373cb3191f2c835b62f8,192x256,uint8,|,0;1;2,2983,5090,41079,True,True,True,True,True,False
74,TRAIN,653434.695,74,2,confidence/48018874_653434.695.png,2447,dd7396033b33ff61c7d43799ea5f0223c2519ede2c833407bac2e1491757ddd1,192x256,uint8,|,0;1;2,4686,7432,37034,True,True,True,True,True,False
75,TRAIN,653434.895,75,2,confidence/48018874_653434.895.png,2407,5140287dde8d9eeb58db1eb4eb186e542ba2403f558bd7610d37f2df2eff8b4c,192x256,uint8,|,0;1;2,4356,9414,35382,True,True,True,True,True,False
76,TRAIN,653435.095,76,2,confidence/48018874_653435.095.png,365,4234f72ae5ad1339acfc875518e2c9611390b875cffb5192bb804e5039552dcc,192x256,uint8,|,0,49152,0,0,True,True,True,True,True,True
77,TRAIN,653435.295,77,2,confidence/48018874_653435.295.png,402,ce92cb655169e85d86b6e788f68f28956c5eee3385dadbe9ca74143f027d3459,192x256,uint8,|,0;1,48984,168,0,True,True,True,True,True,False
78,TRAIN,653435.595,78,2,confidence/48018874_653435.595.png,382,2afead383b2c0a69724d52564ccaa666b472c5f4e28d67d556a87b9b7d52a8f3,192x256,uint8,|,0;1,49108,44,0,True,True,True,True,True,False
79,TRAIN,653435.795,79,2,confidence/48018874_653435.795.png,365,4234f72ae5ad1339acfc875518e2c9611390b875cffb5192bb804e5039552dcc,192x256,uint8,|,0,49152,0,0,True,True,True,True,True,True
80,TRAIN,653435.995,80,2,confidence/48018874_653435.995.png,1732,29e9a4092877b2af3fb355ea271f26fdf2079d783a69e7ac813480cfc3c9b092,192x256,uint8,|,0;1;2,9749,5627,33776,True,True,True,True,True,False
81,TRAIN,653436.195,81,2,confidence/48018874_653436.195.png,1581,b07e4234bb7a0985870fe3986fd41135b4b574d86951b3681d5c0c67147daa40,192x256,uint8,|,0;1;2,5713,6036,37403,True,True,True,True,True,False
82,TRAIN,653436.494,82,2,confidence/48018874_653436.494.png,1630,d0c760141f1cd2acdcbede1151243550febe81e725cbdfd71d2d8721de9b3072,192x256,uint8,|,0;1;2,3949,5551,39652,True,True,True,True,True,False
83,TRAIN,653436.694,83,2,confidence/48018874_653436.694.png,1592,d3162f714bef1fee5b63688a3b8e01acbdfcb5658f065efa32b8eae4f3f5b49b,192x256,uint8,|,0;1;2,4216,5571,39365,True,True,True,True,True,False
84,TRAIN,653436.911,84,3,confidence/48018874_653436.911.png,1961,0206a73d24e24433396a329619b3e90e5b39f689a1fea35c551e9f6ddc55657f,192x256,uint8,|,0;1;2,5701,7465,35986,True,True,True,True,True,False
85,TRAIN,653440.210,102,6,confidence/48018874_653440.210.png,2098,5030144a214aa987ca95256b707db27f5e6234c75415503e76f8f8237c257fc8,192x256,uint8,|,0;1;2,5738,13177,30237,True,True,True,True,True,False
86,TRAIN,653440.310,103,6,confidence/48018874_653440.310.png,2248,daada1260f6b22feb0a501dd3ebd2deaf07996373ac77b582bf829c05059020c,192x256,uint8,|,0;1;2,4425,15204,29523,True,True,True,True,True,False
87,TRAIN,653444.708,129,9,confidence/48018874_653444.708.png,2036,84a8600ce39a507cc6bb72b164a4028d136c5c327e02b90c824e75554853ddf0,192x256,uint8,|,0;1;2,8788,7038,33326,True,True,True,True,True,False
88,TRAIN,653444.808,130,9,confidence/48018874_653444.808.png,1995,d38f616b0177e32d64e366293e51eed8bd4ee37bf4787096273bbcb6c480ebc1,192x256,uint8,|,0;1;2,14262,6764,28126,True,True,True,True,True,False
89,TRAIN,653445.008,131,9,confidence/48018874_653445.008.png,1879,739b8a3d17ba41971ec705dcc441d624cd1d0a50488285ff51838ce8c55b5640,192x256,uint8,|,0;1;2,15528,9314,24310,True,True,True,True,True,False
90,TRAIN,653445.208,132,9,confidence/48018874_653445.208.png,2297,d549929a211d220536d5d8cebdd665d68fd5420f794f0d5df9b1e037dd0b9f4e,192x256,uint8,|,0;1;2,14772,10047,24333,True,True,True,True,True,False
91,TRAIN,653445.408,133,9,confidence/48018874_653445.408.png,2463,f324055c4f43aa2c6864144329fcbcdb933c050d5f718ed340a2f380c0ef0164,192x256,uint8,|,0;1;2,9348,11492,28312,True,True,True,True,True,False
92,TRAIN,653445.707,134,9,confidence/48018874_653445.707.png,1665,fbf8de808d9a11d0b5dd60a5f95e4dd03d5817533e24fbb1fc1f50543a696d8f,192x256,uint8,|,0;1;2,2613,6150,40389,True,True,True,True,True,False
93,TRAIN,653446.207,135,9,confidence/48018874_653446.207.png,2044,9773d0b9e1b6d1bcbae29640462c7a031471e5c1d570e51e9d938ee18ad4dbcf,192x256,uint8,|,0;1;2,2697,6204,40251,True,True,True,True,True,False
94,TRAIN,653446.407,136,9,confidence/48018874_653446.407.png,2335,fbe64dee402841dcfc92b0d0165193e7f30259e64b8dfda3d5cdf34908f8ca9b,192x256,uint8,|,0;1;2,3131,8583,37438,True,True,True,True,True,False
95,TRAIN,653446.607,137,9,confidence/48018874_653446.607.png,2982,7b48afb272ef9090f97b782d0329a921ef7492ed87272d3ff5fce16f8939dbd9,192x256,uint8,|,0;1;2,5651,15679,27822,True,True,True,True,True,False
96,TRAIN,653446.807,138,9,confidence/48018874_653446.807.png,3036,7d726873b99f686616c6a3188a1d6a7c48d00d8f22f67b4cc8a4740ae004f6ad,192x256,uint8,|,0;1;2,5437,10011,33704,True,True,True,True,True,False
97,TRAIN,653447.007,139,9,confidence/48018874_653447.007.png,2735,b5fa4598f5a7aff637014b3d4608314408483c150dc1bdf94dd489f7c87e4c48,192x256,uint8,|,0;1;2,4824,9395,34933,True,True,True,True,True,False
98,TRAIN,653447.207,140,9,confidence/48018874_653447.207.png,2438,833434b7a3d8b21d4654cb8948407d154a9df8e2009d808cdcbc931c92cc85dd,192x256,uint8,|,0;1;2,3440,8030,37682,True,True,True,True,True,False
99,TRAIN,653447.407,141,9,confidence/48018874_653447.407.png,1813,f7dfab3649f45ed519b4eef2fc527b31cb154818fa02718d528b880f6bd39911,192x256,uint8,|,0;1;2,1584,5050,42518,True,True,True,True,True,False
100,TRAIN,653447.707,142,9,confidence/48018874_653447.707.png,1098,8869fc5dbc48e382a53209d9ba1a703b531476e3a07bcd232336a0de1c3b9026,192x256,uint8,|,0;1;2,162,2928,46062,True,True,True,True,True,False
101,TRAIN,653448.106,143,9,confidence/48018874_653448.106.png,1621,90df34c40ab9104d926e9449f8bf45f51b4c6f458fc8136ca02879631de0d2ef,192x256,uint8,|,0;1;2,3391,5028,40733,True,True,True,True,True,False
102,TRAIN,653448.306,144,9,confidence/48018874_653448.306.png,2172,6cc8c2c9617100196e99c8407b21dd984d95676629f3cf238656f491222a9528,192x256,uint8,|,0;1;2,4609,7651,36892,True,True,True,True,True,False
103,TRAIN,653448.506,145,9,confidence/48018874_653448.506.png,2930,42f4af91a3d4a4783735cf098651fcc3ccc47ae1d0ff7ec1d2010cdd1c62de70,192x256,uint8,|,0;1;2,4857,12900,31395,True,True,True,True,True,False
104,TRAIN,653448.606,146,9,confidence/48018874_653448.606.png,2778,0576f9a4f97590749cf930e10b2167f07b7d208b99e70ff2556437e44b4a5e9f,192x256,uint8,|,0;1;2,3087,11978,34087,True,True,True,True,True,False
105,TRAIN,653448.706,147,9,confidence/48018874_653448.706.png,2785,b3837663cc59639c7fda23528d020a1dd31300be16d191ad3165d5d8d85d1456,192x256,uint8,|,0;1;2,4623,13457,31072,True,True,True,True,True,False
106,TRAIN,653448.906,148,9,confidence/48018874_653448.906.png,2526,4d58ceab7a18e063ab5bd471ef9260041b98e09b26f25e383865bf6704a7a5a4,192x256,uint8,|,0;1;2,4375,8971,35806,True,True,True,True,True,False
107,TRAIN,653449.106,149,9,confidence/48018874_653449.106.png,1940,5b7cb331818a6fd88135e8c2f22478a5493e09cc99f1e191b4e9f6cb11d5d553,192x256,uint8,|,0;1;2,4097,5397,39658,True,True,True,True,True,False
108,TRAIN,653449.406,150,9,confidence/48018874_653449.406.png,1078,6da50264a0b37c397ac1391d10c1b992c8e787e0941e92fa1c423dc7f2cf0987,192x256,uint8,|,0;1;2,51,2081,47020,True,True,True,True,True,False
109,TRAIN,653450.106,151,9,confidence/48018874_653450.106.png,1989,8e275e70f7834b79753575f990e879f5407e2c22006471089560b2b21a1c5b86,192x256,uint8,|,0;1;2,2745,5042,41365,True,True,True,True,True,False
110,TRAIN,653450.206,152,9,confidence/48018874_653450.206.png,2108,37ec4a2713c0cacd83d98c72d8ca63aebec3f42e36299f73e0a6f6cc58469c22,192x256,uint8,|,0;1;2,4946,4090,40116,True,True,True,True,True,False
111,TRAIN,653452.205,164,11,confidence/48018874_653452.205.png,2123,9477f37c060d95f3d9020df2476a04b15b1eb11ae7c617d4bd384b463e392ad5,192x256,uint8,|,0;1;2,9420,6912,32820,True,True,True,True,True,False
112,TRAIN,653452.305,165,11,confidence/48018874_653452.305.png,1965,e52aefdd883d845219efb8761ebfd5d250fdb1da70918c4540f4d243270160b9,192x256,uint8,|,0;1;2,14241,7013,27898,True,True,True,True,True,False
113,TRAIN,653452.505,166,11,confidence/48018874_653452.505.png,2339,2b2b37c6bf40b41d034aee8b5d7f65b8003474a0335eb3ff672ee7a2add019f2,192x256,uint8,|,0;1;2,15309,7574,26269,True,True,True,True,True,False
114,TRAIN,653452.705,167,11,confidence/48018874_653452.705.png,3125,6ade87f79ad09ebb0300c283ef909c2b52fd36d8b3acc4c2108fa8d9951511b0,192x256,uint8,|,0;1;2,9813,11729,27610,True,True,True,True,True,False
115,TRAIN,653453.004,168,11,confidence/48018874_653453.004.png,2704,f982fb8448144370fdade3458aba1dd59817ca88d2e3baf08cdb5e56c199e140,192x256,uint8,|,0;1;2,7335,9051,32766,True,True,True,True,True,False
116,TRAIN,653453.204,169,11,confidence/48018874_653453.204.png,1945,fbb033579ff316ad9c0689464fcaa1d8d05315f85f144da1ac3f9c7421ded713,192x256,uint8,|,0;1;2,10021,5868,33263,True,True,True,True,True,False
117,TRAIN,653453.404,170,11,confidence/48018874_653453.404.png,2319,8378be7801bfd22e268bc6a077332fecadfd3f3cc05c51da7c7ece4d9a6b697a,192x256,uint8,|,0;1;2,7864,6147,35141,True,True,True,True,True,False
118,TRAIN,653453.804,171,11,confidence/48018874_653453.804.png,2219,7e83e75cc6cd8a1d0440ea5fd5edb6c2ae8fc23f0f0c071db0686a311828ce5c,192x256,uint8,|,0;1;2,12896,8181,28075,True,True,True,True,True,False
119,TRAIN,653454.004,172,11,confidence/48018874_653454.004.png,3067,cd1de78e81ab81bee26f21a86fd813bc38052a3286354ddd788abadd18bce5a5,192x256,uint8,|,0;1;2,15838,11222,22092,True,True,True,True,True,False
