environment,state_id,cohort,group,immediate_min_distance_m,immediate_swept_collision
E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,REPRESENTATIVE_HOLDOUT,,0.5503168034847429,False
E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,REPRESENTATIVE_HOLDOUT,,0.37274710271771794,False
E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,REPRESENTATIVE_HOLDOUT,,0.41809315598028424,False
E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,REPRESENTATIVE_HOLDOUT,,0.620286200611137,False
E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,REPRESENTATIVE_HOLDOUT,,0.4338423140832032,False
E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,REPRESENTATIVE_HOLDOUT,,0.6052278481613278,False
E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,REPRESENTATIVE_HOLDOUT,,0.17890097714916253,False
E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,REPRESENTATIVE_HOLDOUT,,0.23222442990526657,False
E1_REPLICA_GT_FINE,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,REPRESENTATIVE_HOLDOUT,,0.7149503733668018,False
E1_REPLICA_GT_FINE,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,REPRESENTATIVE_HOLDOUT,,0.5855965207431605,False
E1_REPLICA_GT_FINE,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,REPRESENTATIVE_HOLDOUT,,0.7310132574249625,False
E1_REPLICA_GT_FINE,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,REPRESENTATIVE_HOLDOUT,,0.5117674645357079,False
E1_REPLICA_GT_FINE,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,REPRESENTATIVE_HOLDOUT,,0.49558470945343774,False
E1_REPLICA_GT_FINE,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,REPRESENTATIVE_HOLDOUT,,0.4546590268549763,False
E1_REPLICA_GT_FINE,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,REPRESENTATIVE_HOLDOUT,,0.1815626508251342,False
E1_REPLICA_GT_FINE,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,REPRESENTATIVE_HOLDOUT,,0.1666598450246401,False
E1_REPLICA_GT_FINE,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,REPRESENTATIVE_HOLDOUT,,0.5506341622531978,False
E1_REPLICA_GT_FINE,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,REPRESENTATIVE_HOLDOUT,,0.5072046364367186,False
E1_REPLICA_GT_FINE,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,REPRESENTATIVE_HOLDOUT,,0.3481335213097326,False
E1_REPLICA_GT_FINE,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,REPRESENTATIVE_HOLDOUT,,1.0974698853629425,False
E1_REPLICA_GT_FINE,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,REPRESENTATIVE_HOLDOUT,,0.5341666274716697,False
E1_REPLICA_GT_FINE,29702195a427c3d65a779f114fa21f600b79230903124132242ea0e0ff96c145,REPRESENTATIVE_HOLDOUT,,0.561447668146366,False
E1_REPLICA_GT_FINE,2a7752537df742a3101b8637ff7674291cb37d0327b12780632a5498d04aaaa2,REPRESENTATIVE_HOLDOUT,,0.25374647585528426,False
E1_REPLICA_GT_FINE,2aa83be94e2eec221dc8350049349c668020f0343eef7270ad6cec9eb0355b9d,REPRESENTATIVE_HOLDOUT,,0.7402639099720892,False
E1_REPLICA_GT_FINE,2cc3321a1b80b9ddf1373cbeb1b7aeeeda1d16896d422ab67107ee95ada3d0c6,REPRESENTATIVE_HOLDOUT,,0.4488298399503463,False
E1_REPLICA_GT_FINE,2d377b75bfb770dbd1e51a6df68421d4d7258c6b3a17c7c0674ad0b108631129,REPRESENTATIVE_HOLDOUT,,0.7962713804967696,False
E1_REPLICA_GT_FINE,2f4ac4a2d90f2e482e616dc56028afc4d0e33bc32bd1b294ee61be67c9b5470b,REPRESENTATIVE_HOLDOUT,,0.32770991027685886,False
E1_REPLICA_GT_FINE,335f65bf9144071002dc3f1013ea047f3d60ee67790941294ebc8fe671ab8410,REPRESENTATIVE_HOLDOUT,,1.4442938231276334,False
E1_REPLICA_GT_FINE,33fb1aa673c9e34836e4fa921353c35316f525bc61d20a670c981bfc6c512c77,REPRESENTATIVE_HOLDOUT,,0.6430114558131453,False
E1_REPLICA_GT_FINE,360514be785617468ec5f627d1ee4169ca692bfb93ef970672b784a7d3800be1,REPRESENTATIVE_HOLDOUT,,0.5534555163870591,False
E1_REPLICA_GT_FINE,3836c97635fd76445ce91a4f0f6b0675cc79bebdded4c011eb13febf75e48b89,REPRESENTATIVE_HOLDOUT,,0.42481955942897365,False
E1_REPLICA_GT_FINE,384f698221bfd95abf7809647f9af059593692e01323c99be12688aa8a7369f7,REPRESENTATIVE_HOLDOUT,,0.5133658337078257,False
E1_REPLICA_GT_FINE,3897a95d3397d8f814095b3e53a31ba2896de2f87d8f9bc5c88bc5b8fdbc8f86,REPRESENTATIVE_HOLDOUT,,0.3347711633152122,False
E1_REPLICA_GT_FINE,3a00121189d4237a83cc0b825ec3fedae43705d0b0fc620e0f5b4df73d3a2742,REPRESENTATIVE_HOLDOUT,,0.48964256492148006,False
E1_REPLICA_GT_FINE,3a070c6e900eab3adcf9eedd1f543aa20f9be30d28c7ef938a1808ef98cadcd3,REPRESENTATIVE_HOLDOUT,,0.7187654104655103,False
E1_REPLICA_GT_FINE,3bc29522101f21d9eb27c4ef0870ea39eb11002cd4da0cbfafd8a38c2fd35fc8,REPRESENTATIVE_HOLDOUT,,0.34921120609836304,False
E1_REPLICA_GT_FINE,3cfeae91ed6572004e76d6fba726a35a3d6a8d48d5e131e809993e781fd277d2,REPRESENTATIVE_HOLDOUT,,0.44309187199390515,False
E1_REPLICA_GT_FINE,3f0ae49f67739aa508d7b7891f8200f17489303e36e3b7c1d1ffb62ab00f4eba,REPRESENTATIVE_HOLDOUT,,0.5744225350631951,False
E1_REPLICA_GT_FINE,404e9b51e12d42dec15caa60d2944c759ab091696e5cbd240fbd1b243a0f23a4,REPRESENTATIVE_HOLDOUT,,1.613428141689733,False
E1_REPLICA_GT_FINE,42943f603fd47daaed71c6e166d227c4ac377b64eedf9c8d8b8a7efe6190ef68,REPRESENTATIVE_HOLDOUT,,0.29054425709284865,False
E1_REPLICA_GT_FINE,4694bc0fd3a181d43e8c59b70fa5deb320ff3149609d2f0d8311e53f55524087,REPRESENTATIVE_HOLDOUT,,0.30444504209855816,False
E1_REPLICA_GT_FINE,47f0d8ed5c98e5cea69960c1b30c6b805296461e7fefa41c3076864bee586811,REPRESENTATIVE_HOLDOUT,,1.1537150845767998,False
E1_REPLICA_GT_FINE,4968625f8301a7ef3715d6f4012b6d33fd7bb683a2bc2578f313758d161b2dfc,REPRESENTATIVE_HOLDOUT,,0.37274710271771794,False
E1_REPLICA_GT_FINE,4a968f7dcc3e71b95ea76a55192207200b337eeb266a25462313c3ff6480c6de,REPRESENTATIVE_HOLDOUT,,0.4881940809108006,False
E1_REPLICA_GT_FINE,4b44ab7beec09f1b6a0aff7840602db3f3f9d73069041b72969a90ad68611fc9,REPRESENTATIVE_HOLDOUT,,0.32675129740136233,False
E1_REPLICA_GT_FINE,4c2be3320444871cbcf00b92e0fb3794473e4e7a631f60dfff9465b99f5e9713,REPRESENTATIVE_HOLDOUT,,0.4912221536426002,False
E1_REPLICA_GT_FINE,4c41478b3e9caa74ffcf553fadb10fa68354176bb1fcacf585d52e5711ac1f85,REPRESENTATIVE_HOLDOUT,,0.5015897176392197,False
E1_REPLICA_GT_FINE,4f4a6a5b04b729af1e44ecb497e8ea16bdb3041fc7a8503783fc23d38f201709,REPRESENTATIVE_HOLDOUT,,0.3255137292972823,False
E1_REPLICA_GT_FINE,4f8493fd890064bef32029677a254723ccba9383aed01981ce69df51b517af7b,REPRESENTATIVE_HOLDOUT,,1.2725882891634566,False
E1_REPLICA_GT_FINE,50ce4559a50824bcadf22821b09817828f463d54ece9b16aaf9efa4994601f5d,REPRESENTATIVE_HOLDOUT,,0.21479914485083754,False
E1_REPLICA_GT_FINE,5110700a12f95f83c0f24d90602ab082baf6e173da9057e0db77cc11520be466,REPRESENTATIVE_HOLDOUT,,0.47208171189283227,False
E1_REPLICA_GT_FINE,5219b56e1e79adce342af442e4e7a5693f889d9991e47685bf9c9faa4454ccfb,REPRESENTATIVE_HOLDOUT,,0.18173771501655317,False
E1_REPLICA_GT_FINE,535eefa47566f65f0636b29eff2b662375408e555381e27cd6ca5a38251412f2,REPRESENTATIVE_HOLDOUT,,0.49887771526629543,False
E1_REPLICA_GT_FINE,5762860bef840504acefb56765f6bd7c8fb9d747c47fac0cd70de13aef864464,REPRESENTATIVE_HOLDOUT,,0.5760707514937379,False
E1_REPLICA_GT_FINE,5955840c212b4074ad46d065de442f1d835a0cd5be2975bee15ed83cf50eb0d0,REPRESENTATIVE_HOLDOUT,,0.26359585986594275,False
E1_REPLICA_GT_FINE,5a458c889e9d40d98b421cd4b08dac9b9c062d421015930e2a72016a66d311c9,REPRESENTATIVE_HOLDOUT,,0.5011020235115927,False
E1_REPLICA_GT_FINE,5aed8f1b0f82a40e77ab8f41bc83e06dde14f92d201c13930e879ab07102c28c,REPRESENTATIVE_HOLDOUT,,0.2461627248381756,False
E1_REPLICA_GT_FINE,5baaf5a73c3b984563b7592dd57b5f940e5f4924f53695780ae5439abd53df08,REPRESENTATIVE_HOLDOUT,,0.177352267731563,False
E1_REPLICA_GT_FINE,5c56537b879c342ad41dab6c2dc65d895e2cf9d9dbd2bf29d824a0ee182230b0,REPRESENTATIVE_HOLDOUT,,0.44007135981869855,False
E1_REPLICA_GT_FINE,5c878ecdda7b012dd24e54485b144f94e11c39db316a9d4d0e26143328a740bd,REPRESENTATIVE_HOLDOUT,,0.5837553403038263,False
E1_REPLICA_GT_FINE,60607231e268a66923b08bc18e21f9f0b92bc304ef4b0fbab956fcbd7a29f8ce,REPRESENTATIVE_HOLDOUT,,0.5515118947475791,False
E1_REPLICA_GT_FINE,60de3754fe99ad2f0c31d03c6b4cc57fac8271539b2aeb0b3800386855b65316,REPRESENTATIVE_HOLDOUT,,0.4910128030036307,False
E1_REPLICA_GT_FINE,60edb15eac223899d8fb646483b0681cded2f432cd0971f36adeabbc60dbeebd,REPRESENTATIVE_HOLDOUT,,0.7197304736452005,False
E1_REPLICA_GT_FINE,638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,REPRESENTATIVE_HOLDOUT,,0.4148091547470536,False
E1_REPLICA_GT_FINE,64b4963271f6a989f3d3206d05cd8abe55b3556b39ca9d82425aff9d781b55e6,REPRESENTATIVE_HOLDOUT,,0.43971935551258623,False
E1_REPLICA_GT_FINE,64fdfa10687ac4d7c596a8b9e6b47f14488049f0dbaef5ca38788596ae485e84,REPRESENTATIVE_HOLDOUT,,0.41889676576743856,False
E1_REPLICA_GT_FINE,65b0231a2034e83f6481eb28084cf52acaff3f3f7d3ac06186c577fa0144c67c,REPRESENTATIVE_HOLDOUT,,0.3413860722208002,False
E1_REPLICA_GT_FINE,6744df98e967559ee47ca4363ff88ff22f355dceb39ca6bd10b666aa66c16d86,REPRESENTATIVE_HOLDOUT,,0.4957286436792605,False
E1_REPLICA_GT_FINE,698fb32b7adeab8475d7f2fd439e4a45fd4ecae17975c41d70bc092ef46f6a6f,REPRESENTATIVE_HOLDOUT,,0.3073395506816036,False
E1_REPLICA_GT_FINE,6b3fd059ec979411b2865df21ceb893657cdd43d62abb65642a44f09ff0906eb,REPRESENTATIVE_HOLDOUT,,0.8270060366313431,False
E1_REPLICA_GT_FINE,6e12f66332b7dea58c36ca96dab7fa3c9fa51c7308be51c262b0d8af7e1bc1ca,REPRESENTATIVE_HOLDOUT,,0.6215746450282459,False
E1_REPLICA_GT_FINE,6f3667e0d18e4e0699456e2118b78c4efb5674a79d3c988580c3826416b2c5d2,REPRESENTATIVE_HOLDOUT,,0.4899371802722335,False
E1_REPLICA_GT_FINE,755381ed6670f7e512b6c62c246b8068ea08eca9273a2c5d83e137db9395da5d,REPRESENTATIVE_HOLDOUT,,0.4174338363537454,False
E1_REPLICA_GT_FINE,772d20f6978d45c31f53f9f6b62e09c3b086ea2cbdc957d938b2aef52746854b,REPRESENTATIVE_HOLDOUT,,0.25038314983416793,False
E1_REPLICA_GT_FINE,788b4d57f92623c65b14341200992ffaef996177a43ef2913ecd32eb3c62f8e6,REPRESENTATIVE_HOLDOUT,,0.4942948921541288,False
E1_REPLICA_GT_FINE,7de36db92b65e8b5a55842fe785c077c2dcc36bc063b6c78a4d3e8e3b97295a7,REPRESENTATIVE_HOLDOUT,,1.3820336028941305,False
E1_REPLICA_GT_FINE,81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,REPRESENTATIVE_HOLDOUT,,0.9836889607753178,False
E1_REPLICA_GT_FINE,84021e8bbe632e99563456bdc99a262f1b67a19baf2c0351be31740d5d1d9672,REPRESENTATIVE_HOLDOUT,,0.66975873309368,False
E1_REPLICA_GT_FINE,84a0a576fc67cde3ffe6200ac6a834baf6997ae0a4aedddc478e735065956ec4,REPRESENTATIVE_HOLDOUT,,0.41324350372758134,False
E1_REPLICA_GT_FINE,84da14cbb6a85f57891e737098cd6bbaa527730c78df060706962b92f2e41077,REPRESENTATIVE_HOLDOUT,,0.403102842739035,False
E1_REPLICA_GT_FINE,86eefb69d0150d1c44331941c164e72984e4ec120cc98752b31c9366d71461c7,REPRESENTATIVE_HOLDOUT,,0.46698611084924907,False
E1_REPLICA_GT_FINE,87bd0b6a1b0a63bc11ad1030f9b2234c654101ded7bc5e69e15037304e805218,REPRESENTATIVE_HOLDOUT,,0.30803738008069875,False
E1_REPLICA_GT_FINE,88087befaa968419af5898ae1e9756dcc729c5bf8bcc2111dab2d9440d699bdf,REPRESENTATIVE_HOLDOUT,,0.2850080499946721,False
E1_REPLICA_GT_FINE,8b78e6cdf5bcaf0a606078743c6a1617245b8dda376be2c9b360456d7aa5c150,REPRESENTATIVE_HOLDOUT,,0.5961689089409956,False
E1_REPLICA_GT_FINE,8cc12b133e65bd951a13af6caf997eb0b7f67c04bad5ded6097777f7f8435a4f,REPRESENTATIVE_HOLDOUT,,0.705261697252236,False
E1_REPLICA_GT_FINE,8ce653829b112a02c4a96a9006348675cb389dc74c3e7f383926ce153620b0e2,REPRESENTATIVE_HOLDOUT,,1.1542896729500043,False
E1_REPLICA_GT_FINE,8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,REPRESENTATIVE_HOLDOUT,,0.26961597639716356,False
E1_REPLICA_GT_FINE,93362caa2883f77e4fca88ba1ae09af837a1445d92f6739edfaab6c44259cbe4,REPRESENTATIVE_HOLDOUT,,0.4719358039584791,False
E1_REPLICA_GT_FINE,9bf128bb6bcad00e343981de7391b5d60e6d4d6ff29a8a07617a76803ac99282,REPRESENTATIVE_HOLDOUT,,0.2914761475543614,False
E1_REPLICA_GT_FINE,9c75d9c390ceba06164709eb47179480623514a41935f545bf2cf3693a6d5112,REPRESENTATIVE_HOLDOUT,,0.6636437682796887,False
E1_REPLICA_GT_FINE,9e3be875581b0cfffa451e9283682b85d00672662d29e6d4707adcc6449d1fc1,REPRESENTATIVE_HOLDOUT,,0.5515118947475791,False
E1_REPLICA_GT_FINE,9fb2c4c8330aecc71d499269313b5a9886a43e4b62c7ad3cb26e84322c8a97e3,REPRESENTATIVE_HOLDOUT,,0.5943374240691413,False
E1_REPLICA_GT_FINE,a0537d3c50a7cd859dfb5711004012012b1630d10d5d4032f4c5aef8d2ba0239,REPRESENTATIVE_HOLDOUT,,0.5266762156875855,False
E1_REPLICA_GT_FINE,a223d3c31fad3fbe0154e09e44360b1193f1b1ec4d2d46e99a593c30d1b6b66a,REPRESENTATIVE_HOLDOUT,,0.18130677721585273,False
E1_REPLICA_GT_FINE,a25e5434f9cc60deb536be62f58fb898e6c5c814e86c9329c885a7f116ec00d8,REPRESENTATIVE_HOLDOUT,,0.7186127662718099,False
E1_REPLICA_GT_FINE,a29b5142439a6a9c0031fb2046ed014f9e6b71e43e7e7841debd1e277eb33a44,REPRESENTATIVE_HOLDOUT,,0.434342960829313,False
E1_REPLICA_GT_FINE,a7df3b5438dff60930c714bb4b54a2d5b4de76774b4d21b858efb7fb7c1840c5,REPRESENTATIVE_HOLDOUT,,0.6901156753233036,False
E1_REPLICA_GT_FINE,a8f4ae301144c24c65db575a71aa847e1e70670021207cc9b3720481301d602b,REPRESENTATIVE_HOLDOUT,,0.705261697252236,False
E1_REPLICA_GT_FINE,abb01918f27dc023b7a28af6d95986ee4014bb2166a89ace8c76ef306bf7964a,REPRESENTATIVE_HOLDOUT,,0.6745996453909378,False
E1_REPLICA_GT_FINE,abd2dd5f61daff9a7a786908c2aea7645fb32a9474d2ac7dd43bca7fea3aff43,REPRESENTATIVE_HOLDOUT,,0.73668720812381,False
E1_REPLICA_GT_FINE,ac57bc099a807f2f1acc12331311123894f546438bb2822e2072f27d20cab25a,REPRESENTATIVE_HOLDOUT,,0.614879586653713,False
E1_REPLICA_GT_FINE,afe0ef7d1ac06219da358be8ce40832ddc931778fcf66bb884a2bdcc312603f9,REPRESENTATIVE_HOLDOUT,,0.531546725833606,False
E1_REPLICA_GT_FINE,b35b8f0ea0ab24934edc4ae336151b86e19c831e24c8c690dd60d59905a4f6fc,REPRESENTATIVE_HOLDOUT,,0.7197304736452005,False
E1_REPLICA_GT_FINE,b5c07aab369263b942a7fd708fa7f61bc5052c3d1c249418425bec259955a627,REPRESENTATIVE_HOLDOUT,,1.6847882168248978,False
E1_REPLICA_GT_FINE,b8adff73d1d975a974057fab49759c0f2e5dfba0be635b2826e5385378d6c4be,REPRESENTATIVE_HOLDOUT,,0.490349586618914,False
E1_REPLICA_GT_FINE,babb47d8bf135ffa9d3970cc87219bc9369d6bf1176f228325068e40b6803e0a,REPRESENTATIVE_HOLDOUT,,0.4520535750167391,False
E1_REPLICA_GT_FINE,bcdeba7946824f4dcea8aa5ff3ad313f830ff5d897e569db9e8fdcbd957d39f1,REPRESENTATIVE_HOLDOUT,,0.5700367565866603,False
E1_REPLICA_GT_FINE,bd6f2c0ec4551cc7f126735aa9723fe1eac4bd169699cc3d769304e66d61f373,REPRESENTATIVE_HOLDOUT,,0.26359585986594275,False
E1_REPLICA_GT_FINE,bda1efb81730b5280acba71d8090dbf8797e230d25fdc73f05c23404efff4270,REPRESENTATIVE_HOLDOUT,,0.2503753884918698,False
E1_REPLICA_GT_FINE,c297a9ed23a4245b1f69f465fccb53bd72dfcf384f49b1f2b3b18832cefc43bb,REPRESENTATIVE_HOLDOUT,,0.22160364989923223,False
E1_REPLICA_GT_FINE,c56fb664bfb2e9bffdafc07c17a2e9e2099527cc997ade9e7cee6b8f9b7cbb29,REPRESENTATIVE_HOLDOUT,,0.771314887297591,False
E1_REPLICA_GT_FINE,c6d7f046df0f18347dd70eca0cf02afdecd35da91985a24a737060541ed29dc1,REPRESENTATIVE_HOLDOUT,,0.4903056299268567,False
E1_REPLICA_GT_FINE,c765eedfba4dedbd65fed56528c1767e8f1ae7562e7e570e5c55655a2747e762,REPRESENTATIVE_HOLDOUT,,0.5456779970358058,False
E1_REPLICA_GT_FINE,c7c9eb787ea117a8872c6e719c1635de692966c7171ff9df4151ef38c745d4b1,REPRESENTATIVE_HOLDOUT,,0.6052278481613278,False
E1_REPLICA_GT_FINE,c8776589f78f38c3118be749cd68401cb4677ecc1aaf3a8484fedfa59dbfc4b5,REPRESENTATIVE_HOLDOUT,,0.48664472725657065,False
E1_REPLICA_GT_FINE,cb694b71989c990c7dea284e0cbf914302dd80f760fdc1afd4db4d79483cef02,REPRESENTATIVE_HOLDOUT,,0.34376341424581236,False
E1_REPLICA_GT_FINE,cb84994047b97c5afb96e6256fcb1966c4b69c3e9cca26ef2417bbb90bf42f38,REPRESENTATIVE_HOLDOUT,,0.3413860722208002,False
E1_REPLICA_GT_FINE,cc2b4eefcbfcc32163ead1ba19732dafef119b9982095c2e83244d1d392356be,REPRESENTATIVE_HOLDOUT,,0.6174644747097626,False
E1_REPLICA_GT_FINE,cd2289a1bf6a81154f65308750f3473e98d69709f48ef8f4055ab136c4a47b71,REPRESENTATIVE_HOLDOUT,,0.42300819668236106,False
E1_REPLICA_GT_FINE,cf99fcdb02a28a816a9aa8ba88a2976f96d10b5ebd3278230ef761ec9cd80c12,REPRESENTATIVE_HOLDOUT,,0.9800923651958148,False
E1_REPLICA_GT_FINE,d16700419d954ff77322ffc54097507ff24f92a2150fca11642652d73ca42754,REPRESENTATIVE_HOLDOUT,,0.5515118947475791,False
E1_REPLICA_GT_FINE,d35a07742088056db84cbe1e766a4d3d8e26bef108b6afbc4eb461a6149610b0,REPRESENTATIVE_HOLDOUT,,0.7195831527588576,False
E1_REPLICA_GT_FINE,d423f84053e20a28fa28c02c0695c9e21cb9084349ded01aed00059190333d24,REPRESENTATIVE_HOLDOUT,,0.22148070203971876,False
E1_REPLICA_GT_FINE,d550974b781b5cdc5f25d9fc93263bc36a05e7d08824bac463bbd6f23e6b9bb4,REPRESENTATIVE_HOLDOUT,,0.6354162184898259,False
E1_REPLICA_GT_FINE,d736b3fe7b42f6af6f898bf96b10e412d5ea677e294baf80a3a1968beb99368d,REPRESENTATIVE_HOLDOUT,,0.33625969965658564,False
E1_REPLICA_GT_FINE,d73848087c18733f887bb72089596f171895084cef467e8b437e68281bc48ce2,REPRESENTATIVE_HOLDOUT,,0.6109291427910888,False
E1_REPLICA_GT_FINE,d963e34c7b4e4923d9770f9181d9d7edae82ba5f07f55e0dc9ea086a1add7bda,REPRESENTATIVE_HOLDOUT,,0.47516852500698253,False
E1_REPLICA_GT_FINE,dbb13c701a3135469d7b7dcaff5ca0c1e80c3c5c76b5e4c74567428e1626ab16,REPRESENTATIVE_HOLDOUT,,0.432200314855134,False
E1_REPLICA_GT_FINE,dd266b4f4e93d7245832e12ca7150e1b277406aafdec54b9a5e12bc26713d146,REPRESENTATIVE_HOLDOUT,,0.33632869424858824,False
E1_REPLICA_GT_FINE,dd90183f6c86b99b2413bc0d1313ad6ee865eb8b34c1cd1ff700a9e25e36a33f,REPRESENTATIVE_HOLDOUT,,1.270382299989582,False
E1_REPLICA_GT_FINE,e00c9a68fd389e3f58e1d442afa9acbd1e5596e22a6a1fb4f2b80d836acdb081,REPRESENTATIVE_HOLDOUT,,0.6026436928473019,False
E1_REPLICA_GT_FINE,e1f1e32b39b7cc4bdf0ac52b9310925259f283a2f428b6cfc307573e88912498,REPRESENTATIVE_HOLDOUT,,0.3857944869380328,False
E1_REPLICA_GT_FINE,e2e599a26797533489645a555110a5e793f989c950ee1e5eff1e6b11d6ea5dc8,REPRESENTATIVE_HOLDOUT,,0.18856127651321297,False
E1_REPLICA_GT_FINE,e48fe8cf558e8c0cdd9a0f08c28bf0bf1f6f3e72719c35a127976351e704f2ef,REPRESENTATIVE_HOLDOUT,,0.35285014266288234,False
E1_REPLICA_GT_FINE,e5d76d0be3ceef59610d9b6b2a5da34fe2d724b95e8484721b2797b2b458c7e3,REPRESENTATIVE_HOLDOUT,,0.576133481186593,False
E1_REPLICA_GT_FINE,e647b36323404f8ae0b3dd9d2148f1e3ad14a1e11bc37f5e652d0a4425b4b4ad,REPRESENTATIVE_HOLDOUT,,0.27145751575924837,False
E1_REPLICA_GT_FINE,e694a787437be0c0d9680d4cb549412123d35e2072ea84885321e5db3bc061e1,REPRESENTATIVE_HOLDOUT,,1.2720367872443898,False
E1_REPLICA_GT_FINE,e8e29ada3d95a190f9c2b4a8f1e2d8c5758a16280e32bd58c1428e26a1fd590e,REPRESENTATIVE_HOLDOUT,,0.29285103502218096,False
E1_REPLICA_GT_FINE,ea1db817fdad70be222a63d4ee790f7e983c9d9c1c357da1eb7ae0d6b1d5bc48,REPRESENTATIVE_HOLDOUT,,1.578520570863253,False
E1_REPLICA_GT_FINE,eddc6828734721b6989455f10a436ca2dcfea4b2bf577d061969ba10140feedd,REPRESENTATIVE_HOLDOUT,,0.4881940809108006,False
E1_REPLICA_GT_FINE,f1c38273b769e72dc0d931f077a68b1b7253969b3ef21e3768785566392b1f0d,REPRESENTATIVE_HOLDOUT,,0.41560803425659487,False
E1_REPLICA_GT_FINE,f2816e6e2705d3bf752c79e7370a806683936b55e09247da1dce47132fefcb7c,REPRESENTATIVE_HOLDOUT,,0.7126772451187797,False
E1_REPLICA_GT_FINE,f28b10bc4f631474219d79c43b3b2d87f940dddcc2679cf16ac7919be8fa408b,REPRESENTATIVE_HOLDOUT,,0.5118554288228679,False
E1_REPLICA_GT_FINE,f66efb4650383c6c5da37f5fbc6e6dda31b649ee9e4ca853939d10ae6f55bb33,REPRESENTATIVE_HOLDOUT,,1.384119501586453,False
