capture_group,group_identity_sha256,center_x_m,center_y_m,center_z_m
1477843919692967523,7eb9b6e118e833183b34173cbbccdbc322e8977ff770b50c187a3a65d41496cc,0.6926674040220551,8.24157953389099,-3.2916705297553204
1477843919766695523,d685b36f7dd613c0315bc82b00f2d40d59007c1f4b1774dfdcfc1d8d02c0272e,0.6538950062082272,8.243298221435012,-3.2850630538952856
1477843919840423523,cacb58428cf30b6e724c62e830a021099356d079fa7367efa4c23a7c34afde32,0.6139030335523336,8.24781995722378,-3.278834915578846
1477843919914151523,e86b92902c21b86fa095d341c667cfa4d8ed629e1c3d35622196369887f226be,0.5724143762403113,8.250498096813729,-3.2721002998759525
1477843919987879523,3defdc38bff83d042bdbf4d88557fc96e91884d9ab2a1d3673e6936dec4506d0,0.5307270736303262,8.250434600751941,-3.2670010140500665
1477843920061607523,ea83b1ea6dee55fd730e1e62a39573d6022afafb25e0cdb94cffe6155aeaf583,0.48931715817607907,8.250754261820628,-3.2656564810267077
1477843920135335523,0a646cc966f81f5146c98cbea87bc9613effcc5caddf29abf0abd8aec00d1f41,0.44766619145062675,8.247356441966286,-3.2651329401721036
1477843920209063523,74cfa2fbafa9d0a73fd575a31a3b7fc6184095f7824c858101c1810d24d8fd7b,0.40577093835178824,8.240809995799477,-3.2647379820423783
1477843920282791523,813e412bc3fa956664d5710ebde42a358228f267ca0b48e1faf30a449f4eaefe,0.3636029492740708,8.232648087523321,-3.2645087491179696
1477843920356519523,20c537950faa2e18a02ed513808d91d8ea48004ead064d41c8dda3dce11b41f4,0.3214813456787399,8.221802780957644,-3.2647949122580973
1477843920430247523,ce1834c7a9abe5019b0113e9f0befea6474affb971dbc0c5b4817ebaa1d764df,0.2778168590653406,8.213064696571788,-3.265443122499027
1477843920503975523,e0de00dcf4d49715712709792870d0826ae39e465cfe5e5b7c14c835588daa3f,0.23661677676383058,8.19926425292195,-3.263801526772184
1477843920577703523,8cca3e29c5b967708232f9cae9ecaad511008865d7ea85334cdd5f046acac068,0.19513614274291236,8.190355278018158,-3.264137692553311
1477843920651431523,b331239a1523eba280babc2276c06e5fa1da8a18827392c0162c0ca2f8e24778,0.1560270841429574,8.18399467922168,-3.2654714084054346
1477843920725159523,b7e1d26eb4a2b6a22429fbd89b1aeba419307c29c6982da98ed75125320b622a,0.11646788933600821,8.177668864126359,-3.2652159079791923
1477843920798887523,5a369333a3dcc0e25eb5c1c4100409abd1bae73ccc43160d3da1dcca27e07f2d,0.07503782777402057,8.172643072360287,-3.266406494449805
1477843920872615523,0e056be2dfc5b7cbcfef51dd4d375674544b9250077e91350f1109c22393cf36,0.034919481070791236,8.169764451450728,-3.2690176270236777
1477843920946343523,9fce178d4ab977db55e5e2553289b878c747928aeff378a19e29f5c4b432825f,-0.007933122430585998,8.16642092422208,-3.2716367621898215
1477843921020071523,1f21cf9dfacc0ee9496a5a2a811b7c36a39b273048dfc06eb6e0b5a0a4184b18,-0.05385322648706985,8.1623972361494,-3.2744753336155843
1477843921093799523,d28017ac83ac0a7a66f4d170c28f4c3d3d3700a01661714ad42c0847084f68ca,-0.10190926022141568,8.15974632089377,-3.279151820439959
1477843921167527523,9ea7c322ab75f50bc62af267b92f7a95e1507b65e6eb826d9d33fd59955e20c3,-0.15094557006933176,8.158458796443151,-3.2858465845646565
1477843921241255523,a4e9335c0b618e1e77070126b9d34a344f7f957b90cc621dfc89039ec853afab,-0.19921555218736547,8.158045821076879,-3.289759403709467
1477843921314983523,ea0d09863e2505b901b80cf141acd436de6a004298e44c8074e4e3ab2a1638e9,-0.24995664855795593,8.153946046800069,-3.293653362735826
1477843921388711523,a09f2121bca186688242c23bbb2be3614400f30f6c9069a3d3bf8d6908cbecd7,-0.2982266906961778,8.154195895721264,-3.2947113014063394
1477843921462439523,c6590c024cc34f0f75490b4bf318035445dd70425991f4e68c6599e61379d05b,-0.34296863715889686,8.145991585209748,-3.2918503874125946
1477843921536167523,8948760fb65e2bf67a557d41ddb92ab8c1e30da61086e227fb26626127372a04,-0.3922337281359219,8.141196642896357,-3.2882458360652613
1477843921609895523,366f8e208fd1b9cd26685c9a5cc74cd5d703946f14603ac23bb9d6d923066b2a,-0.43579112530033326,8.132740723752093,-3.282641492207429
1477843921683623523,e2d2e44400911bc2c1cb2d216278d2291cb4651f2e716e0a9fdedba9257507ba,-0.4848373532496794,8.118214765139236,-3.276581223099918
1477843921757351523,4a6ce9eb0b789acd306cad6e6cd821e71ce1e46c34b2f12b07791671f9dd990c,-0.532157890918225,8.10620263176937,-3.2762316848656607
1477843921831079523,e00c5ed1bfd2a50f275ab42d304534e202c56a000c6aaf56befd4e6ca0582716,-0.5815429511558029,8.091681136218885,-3.2784308995323466
1477843921904807523,9c26a083a87c6eecfcb826566192064bcce0b0eee8d897134980a424ec2a1fc2,-0.6323893868663665,8.072931688273023,-3.2796021473183536
1477843921978535523,7978b8f7aede05da902445e40867112c2e6a6b28f4f9b3ead523cb26d2df4e4d,-0.6856528358367059,8.05206738032706,-3.280645789392013
1477843922789543523,0df9330ac84199619c58a77febd297938839ba97e77ec6070770f807a7ba7138,-1.2098943128018746,7.807832086118026,-3.301071523548437
1477843922863271523,42769874fb26ce81bab62a0b3e7367e679d73117f4f352a4eea6d0049ca08663,-1.2409635898559381,7.781671282318559,-3.3009789366587405
1477843922936999523,0cd13e18f95ef56e618847b4182abef2b2b5f6baea0862b31937a660a9369dba,-1.2699221740800706,7.753082293347501,-3.299158691205988
1477843923010727523,6d4e078741a12c95077d61c05a2acf42cca59f964e8aa566594ecd6c5b95401e,-1.293448443437598,7.722260314188968,-3.2982354523875603
1477843923084455523,2b4dbfba51c764af55623ac3297cda89208691e398ed97667434cd45dfac0c05,-1.3107129362533267,7.68757961206736,-3.2981702798933386
1477843923158183523,cfd2cbcde16afaa777f374563cc09c9fe778058f3f7f725b1ad90ba9982b7b19,-1.320091524787212,7.65155973542965,-3.2983854117434093
1477843923231911523,947a003ce456f2c660e98c56de660a65c68b536a153a8b0a4e56488ef908ec92,-1.3247940708848627,7.61067051464606,-3.2986430102697577
1477843923305639523,b3af7187949c16df6e05d9aaddb194adfd524b3768acf44c72e25e95ca1880e1,-1.3250873941877002,7.565096423283116,-3.2984077841079307
1477843923379367523,d7d06bb2b81bbcbb5c629cdb04ee7e4a20770b0857b4c28b37e45108569a95db,-1.3247655625369426,7.520704258095465,-3.30039056761222
1477843923453095523,d6aae395bb6c9ea1b28821ee5416333614709ff4dbb2be199f5a813504900af9,-1.326234943156443,7.476498631108747,-3.3071196695399676
1477843923526823523,e7fa8da4126f35a79a44f37764b72de2f2a6501bce4393ddbd85b17f59587f02,-1.3271543059066377,7.430144472971566,-3.309769896158441
1477843923600551523,04910d750a0d481151aa903fef47fcd08fc982dd728479e589faf679fe79adc8,-1.3274049460741613,7.386038129382784,-3.3127303760919062
1477843923674279523,8505318a185c25897b1778f4b48725f2180702a4429418a62c0d7f500581c851,-1.3310631511915423,7.3459325161559335,-3.3162719875678044
1477843923748007523,743f9767bb444b4b8316824fb0141b80cb3161665d0422e4f0da3651afb2276d,-1.3363822249851873,7.307121462500405,-3.3194386165212375
1477843923821735523,9a65c10a09286e61d55f1dc25167df497c893639d637f693f00ed6776435f712,-1.3448852224611598,7.2664727311302135,-3.3252489709360025
1477843923895463523,46748377d07575870aae1d1cb0fe69952e8b0f88ec58af31ff39d5c7f0f077f3,-1.3545223693279747,7.22325911399793,-3.3286399013937817
1477843923969191523,98340586cf8e6e0397a4e5dd93307a2e8f81ffe54363edc04acf900e756150ae,-1.363850451950638,7.179500959553222,-3.3319874006687806
1477843924042919523,86cb15f15eb122fbdc353da167cd4b3db512ddfad345eecba69b0a3cec8e6309,-1.3749055572858278,7.133174699149665,-3.338286668135618
1477843924116647523,e60af85375fe954d93c91329d8e073396310c7cd7380f71582cc8eab9b4e53eb,-1.3853031544621013,7.089482381589842,-3.343469641012133
1477843924190375523,1cc9b1fafcf5cfd0a65e50b8da61aad522e7463b572dd495dcafe17a29028572,-1.3957087566693405,7.0449896440947395,-3.3503814715477205
1477843924264103523,c4701925bbbcec4f0bd497dcda4da5d66cbe9118ab677cd3592d3e8726ebd7f0,-1.4056050619465683,6.994814150177252,-3.3515764805037844
1477843924337831523,269804101a6b3f794c801c95967ae854c86047f1d53fd01521a5abb8aac66725,-1.417862391664697,6.946562010424653,-3.351925137750116
1477843924411559523,679eb7d195d4270ab77319d841a841e313a9d0431bc149241d806284cefc9af2,-1.4287062837208777,6.900994240249256,-3.3531301058924807
1477843924485287523,3e47cf5eab90b19daaac686f94a3a518eb6e7eeba927a1c2621188e4f20e4a82,-1.4392719765934157,6.853470628308555,-3.351936719167595
1477843924559015523,716929be6366716e62c206904aa044898972696b798d859889e13ad520f97639,-1.4477528327031393,6.810947676506234,-3.349078263494575
1477843924632743523,3066615331b18167ef717a81d74736d4ba4b2f57729f2c11b77149c2dcb74e90,-1.453872461421465,6.765344081428602,-3.3447768847323927
1477843924706471523,e8c1f720f6b9c322caf488909459f224233878780448930abc9daa360c7acbe2,-1.4589864447688132,6.722008708405292,-3.3440399866699653
1477843924780199523,e4a060cdbde13e6af74dbc14b20669b074eae55c50d25610635ce4dfa504d8f4,-1.4621296335488991,6.674510728358829,-3.342940623626943
1477843924853927523,e46fad77f3e1011bb1c3430912fff4169e36b6598c65e37ee0179920d6638fc1,-1.461104593090608,6.630068149861544,-3.341326786569816
1477843924927655523,11735e116af110390092ab2a54c12e81ce3e768842634709c4156c31fa0894c8,-1.456899628792112,6.582858329317244,-3.3404382124567134
1477843925001383523,0d6c92644f8df726f3f388324f9f45d4510a8e7158d02b2e205146a9ba5f4eb0,-1.4478465327048782,6.532437283112314,-3.336737463418807
1477843925075111523,a34f16636946d0e6cae423441b09bdc08a1891860d2ed5946c7ad7c7b914b13b,-1.4351645217456297,6.475344376772156,-3.3330037914858446
1477843925148839523,7c71dccdd75bb8bed856892329aa7b4811e24e051a8e34286bcfed432ac11446,-1.4213362220058152,6.418419591086951,-3.3291300138548463
1477843925222567523,0ef7514e0031d8187a2e194ba19ac20f42dcbae4c2e3aba27bae5315fa80d079,-1.4031413292950923,6.355872259370147,-3.3203222096756626
1477843925296295523,cd7a4a52a787dbfc643ca35c52b5c989932eb11821d8c91d0d62895211a68580,-1.3866249302722884,6.298473589813269,-3.3137406106478404
1477843925370023523,e748f95083113d47264434d5bfa4bcca68869aeb13b8efb5e9f651abfd7a89b0,-1.372644447229845,6.247109978562833,-3.3053611978210107
1477843925443751523,c8350042fea563d091a5266f20a0ea9cf7aac914d594ac2385b30ce7360df969,-1.3609519372782724,6.192281598572794,-3.2985499729552057
1477843925517479523,4910c866c38c4688d16e39e6c50315843c674c52fed4bb59a5f71d5bc8ed775c,-1.3507973932260928,6.145683244308743,-3.295437431750305
1477843925591207523,5630c7398c47e44044ea1ad6cf0c43112d28c832836fd8dce32e32987e0fa7c7,-1.3417313460649058,6.09912831734137,-3.2970178806633528
1477843925664935523,b116621d8cb8f30466b19c92c3e8e12b7d44c90f460e48de8b7db85bd3213411,-1.3369734405991092,6.045955056513524,-3.299044541872287
1477843925738663523,eca3b969c83e760ebed7509f6f86b5808d51057ff28da1412bfe32c21dedfea1,-1.3264844378082508,5.996681859490037,-3.2983168407006485
1477843925812391523,827ca24109f876648d72f538e7b9c6328c1793222c969541ae52508a15986d72,-1.3228915377311887,5.9368759182718795,-3.3051365693014993
1477843925886119523,746ca0133a836366637c2177bf8df6e20dcbcb8f708dce9658f38fb0758b258d,-1.318518912379889,5.880702637716732,-3.306724316411964
1477843925959847523,fb51bbcb12c47bb42af26703e1b2847a05088125f36db857120fa377bb515683,-1.3091022849961178,5.825006933726152,-3.3088007675987323
1477843926033575523,452e59595b9e082ee4110223f8358605a095283506cdd809287a68247cc365f1,-1.3072593057124944,5.768113501700581,-3.3095428426183906
1477843926107303523,107c29474740d27158c621cebbee98b584f584bcdab9938fb33cb25f88f10237,-1.298454362077757,5.71925106706801,-3.3047586477896047
1477843926181031523,31552064c20538c553281042c7e55ce651c3176e3e459865574ceeae9ce9603d,-1.2893876666938062,5.664174945356372,-3.300506990193095
1477843926254759523,4317d3a8978639294a7adb63202a0a0f83ae9952706d8530932c7be0aff6007e,-1.2789553318644595,5.612903185025439,-3.2931713342892386
1477843926328487523,9629cde8ac3362293888dd82a9349550f2c3d95378bd36306a54587b3c4a1c50,-1.2642892649243818,5.5615053580703755,-3.289155457433879
1477843926402215523,4e6100e66f721c46c56422868ba3f79a9111f0326ad681c04563e05d8490ac2d,-1.2522288857382988,5.511444878198487,-3.2861362378794494
1477843926475943523,a62b512b5585c8e6e399822055ce11d9d485d78c35c1959435de14b362bd40e3,-1.2371231113220302,5.460110462020185,-3.2842963413250774
1477843927286951523,49a203d4fd3616286ab67b1619342eb2819529fb6718e0bd4d185c5cf927ee07,-1.0592270313859862,4.906389481955506,-3.273204032889625
1477843927360679523,f437effbc63f5f08c67a49454238b2f65566a98a4c1aa55e2333a8a589d31d6a,-1.054581902290855,4.8598002660366735,-3.2746057869600658
1477843927434407523,6e52f503ea4c5a2b2afa732d9439cb75e0e6d00ee6bb146ae42387a4628d528f,-1.0509471574885951,4.813748074896062,-3.275588073214302
1477843927508135523,caa6a4b706146324c690b496913efbb438840a1e7a112a78497b7dbaa5c51870,-1.0502166808903868,4.7665722055054776,-3.281173291699881
1477843927581863523,92cdba6f3beb3901ab3cee09bcf7ffa888d8b844f0915de9936ad8bbc13f4c41,-1.0530396876263932,4.7175429569516805,-3.283145475075533
1477843927655591523,609256d63709c3a39246130d8638abd6321da5b8c7e0ee1dbe7a8cdd25e13397,-1.0482577099905104,4.672561843537035,-3.2809538373991267
1477843927729319523,5aab00e0bb82eda00e3fc3d5ee0b8087064bd49dca435bd2453740b50f34d990,-1.0464460908293836,4.620288367776368,-3.2813298182418933
1477843927803047523,aaab01a4371227186514bdb82ea5717c8dc3a5d4c855940ea7943dddfc7d9506,-1.0434851920963928,4.5755345692597835,-3.276750257589929
1477843927876775523,75d4518325927d648c2cb7c12a7068094f9ea5091b91f0bcf44b24744698608b,-1.036409392095074,4.527979982105565,-3.272328799763147
1477843927950503523,53b930bce760b25e3c131866173c6b69b7a7d59599d483cff342cdccf39ff17e,-1.0268350813461595,4.478808423402623,-3.269181715195576
1477843928024231523,1c7811dfa509c0afa34cad56157fd33349bfb0abd293e446c5ba4c0a2699d9ca,-1.0173834277396945,4.428756110293019,-3.2710003837350703
1477843928097959523,de6d88eccbe5cc857366dc4910a1bba0864777d49d1e7196e94ba0c2cac0ec8e,-1.005319696766632,4.376549155775203,-3.2740172681209816
1477843928171687523,7e245ba1bb129c4e172d6b7a0690e568e680d569d48beb0e2a759b3fb5c237fc,-0.9897644267834778,4.326097720673644,-3.2744325216236585
1477843928245415523,d2e400c89692014e3a1f709399721d4da111ea8d284690270764ae63726a5436,-0.9764358192789351,4.275075842709853,-3.27302131413948
1477843928319143523,7662f161c0cf610861e427f891f4328950a8332d68b234e98d4cd92d730e2def,-0.9613183779827335,4.2288464316064855,-3.2687393728313907
1477843928392871523,0af8da485b64595b768c3fd9f29e1486edf7a3630717a6172b96449462574084,-0.9490162111229542,4.185046333222857,-3.2675279867505385
1477843928466599523,1cc13e3847624d75f8337d250400afc04070c652523bd852fc57b5a3861797e1,-0.9411749477113325,4.140948703584111,-3.2683021558891463
1477843928540327523,5c106df567c83c65b23be8205511b064a2f2a0cff3547bd1def2724d8f54db7b,-0.9343914213656916,4.100015921962662,-3.2671350805968418
1477843928614055523,56b86a8b2139bffbac8866c7a80aab9ae8d6553d283d52ab59051b72df62af14,-0.929791101641516,4.058297982901944,-3.265794609643436
1477843928687783523,739b2d307f41a40bce3504f298bafa36701669f76da8b8ea23afec50220430e2,-0.9276386712411024,4.015829026240817,-3.2674641097954717
1477843928761511523,19baec000e6986120b082172e22d6eaf245976a5bd22f40fc36051f27909a3b3,-0.9252713811053055,3.970166554263735,-3.2714117120365
1477843928835239523,5fae4389861d55c96f26bcf7eb830f67199f7d8815ea25e2d4b33b5ff42a0205,-0.9247910134499545,3.9243936981865915,-3.277503101321518
1477843928908967523,303f621a8af5eea7d64fdc405291d7f1918ddd7b347895c50df2c21fd3399b64,-0.9270011666759744,3.8774272801145484,-3.2829789383390455
1477843928982695523,f3acabec5c10cd94614e320aa5a269b3652a8e37e4e3f20fdf6cea40e008a8a8,-0.9291497544953821,3.8278498210048357,-3.287233529816019
1477843929056423523,139fb20020c1db33ab66b2ad0cc3ec1dacd3b0cf4e3d0993c73cd07280503ab0,-0.9345245595036046,3.7773427018296655,-3.288204441552573
1477843929130151523,ddc0da0ca9c0a37492a77f83c3d452326a6b34900f4bdbc3a667bf4447990a27,-0.9362704378815438,3.733639683616964,-3.2832253591920644
1477843929203879523,20340d2d4cd83e31810625bb22621f02072d942341cc13e0f9b5eede08738f9c,-0.9396629511568296,3.684838336772805,-3.280321090584419
1477843929277607523,d292cc7f01818f0922a7b0c0aaabb8a1336c306d6cc87f26ebe955a5982081f7,-0.9390605824895528,3.640901717190893,-3.27310035628918
1477843929351335523,fe9f1146057ea849d7a86eeba98d69dfe807b398fda1b62068488d7d11f26844,-0.9359006692441266,3.591309029470531,-3.271173183045774
1477843929425063523,23b2adccd1ed65b39842b7a26a3927ff0e7373fa56f9052fa82c46c1122d1610,-0.931498410337757,3.5405257860157766,-3.2739543618604916
1477843929498791523,640a14a36b2c3214fea3f699b1975caa65e3a79c17243baac388891ca3517a7c,-0.924414360988936,3.490632583411073,-3.2777972569636917
1477843929572519523,2ab5e4d268666ac33082cd6ff82f5ed0cd87d8654997ff75578ef1e9285d632b,-0.9149354863974004,3.4385764551331413,-3.28375615291485
1477843929646247523,7ce382647e0e0e671320c20f635815392bdacf2b3eda53aa33b431d519d003e6,-0.902587981263791,3.389049976350794,-3.288520841191881
1477843929719975523,df7928f07aba04e7a9b6bbf4f623666d99d3cd837d9b01cdcba0be65425cfd05,-0.8902176709512714,3.3412358283208476,-3.292225997783954
1477843929793703523,b35636ac9235602808d38f68015ecd3249c8199884843f2d02a904b85f729cd7,-0.883230772200712,3.2973925677051246,-3.2946150709838045
1477843929867431523,bcc0a412e6cfc69fcb3d1055bf2991b6093410f685bb60947e2bce18e74ea726,-0.872775167577048,3.2494713181428234,-3.2927041889534845
1477843929941159523,07c843a78ad805c4af3b990904838becf42c317e5738c43cbfe64fa08dad6bca,-0.8677499911046008,3.1960929368013016,-3.2945620226863945
1477843930014887523,037966af3cf02ddbf1ce42feffbfeece5ed046f4f5fedf1c4f284c6adfe0a98f,-0.8629133034022726,3.146661456253641,-3.29205138750224
1477843930088615523,7ce55231cafe44a0fe5d849a0c08b16875ea6361c5f8707fbffcdec846f6f5d7,-0.8596813140411681,3.091761756188606,-3.292226561110534
1477843930162343523,9c1e90073109318540ff2e39c80cdf17bd9c3de7bf9d0c6eed9652aa5d1a0e1f,-0.8598634744210314,3.037718700107888,-3.2950275931749475
1477843930236071523,eae44b35a282cc8fd054bcc39c3969a13f0269de9feca022801ae52bce28fc94,-0.8623699552626236,2.981364211387052,-3.3005688013020493
1477843930309799523,67c0cac2cf258851943715b7f3a159a748e6a4baf19c42fa0277b39dbb283029,-0.8658861543100173,2.9226435059793943,-3.304599817836574
1477843930383527523,6e3850631b935faf8390dd0ce8a9d4dcdaa7590bcdc547a136c0f6d2cf144c4f,-0.8729971192008601,2.8650803481016482,-3.302909275362416
1477843930457255523,c35fb3c1d3e912491a9b304dd121d5bf8e9096e2b408dac0dc9bd6bcda04a024,-0.8777214873423627,2.807244951162434,-3.300474307506797
1477843930530983523,6ed218ba50327452735ab4063df3aedd48b1f0eab8b10f535a6cd7424ea2a133,-0.8832896122811055,2.7513648884477684,-3.2943342866096783
1477843930604711523,1d2cbd1294bfb79b14a48ae864c022d3d3bd93326848257af09f1b81848d94af,-0.8875223733079277,2.699197935245884,-3.2878887824434857
1477843930678439523,8684b7c16da2ab0491fbfca7bf4cb854de459dde3342efa445e15ad300e52157,-0.8901522228178829,2.6460770925031687,-3.2794968082656357
1477843931415719523,b9dfa461ccc1f93e0664e5ac521c2a74ffa1565d67297b59fccfef1a38bedf61,-0.8436433365222338,2.0964317628090705,-3.2644206116224135
1477843931489447523,91908fbac1bc1b5e5bc78640ef0af5359df4584f79fd6aa541bd66a0d2a04928,-0.8414918446231052,2.0394932497924834,-3.263991934120836
1477843931563175523,7fc0fbd2328e56ef71db8bd3f2b7a8f6edf4b87649b0c53978aff2ce9b80ca22,-0.8422057162143657,1.9794239655905836,-3.269527178407527
1477843931636903523,f4b36f5ee513509c85c5cb9fd8c71ddfcbcd72ff8cf308d9b1add088c7c6b842,-0.844862643931993,1.921374608891611,-3.2770919720631015
1477843931710631523,12be212d392b9c64aa11c6d7c3a12e382e21258dce2d3c66f36ab8d3ad0b0a3b,-0.846186796076443,1.8595142967116938,-3.2836386577649397
1477843931784359523,e2b9969cd603c497349e1832fdbe299f7427ee3fd34e060f7f63c70b587c03fd,-0.8458639864479558,1.7955383645482512,-3.288053505822993
1477843931858087523,e83310e3b89e74996303ef8a0074ea47dc640201dc9b9a279b5080c5197ccc44,-0.8477562057173123,1.7369661505116891,-3.2890314512049477
1477843931931815523,65ea204cfb7b9bbda5a63a1c543f7aabcf054d00a3f22bc143544fadf7d5a995,-0.8517473950747491,1.6794923692601817,-3.2906567206075055
1477843932005543523,216e662b8772b977e5182f8ad9c2b2abd6a8e409a7de5fae83fc82e358effe04,-0.8556119233177859,1.62323156493049,-3.2881785594969806
1477843932079271523,bf6f26caf6bbdfc95f13708cd1848ab0d4dfeb221753fb6b8ae084af63eb46f7,-0.8576866861541224,1.5667554201365153,-3.2819822843750153
1477843932152999523,309af4cb00058063c091fa191072de9be79739ddb91aab06044ec82d95d47a4d,-0.8594358102890145,1.51376130403735,-3.274715907472693
1477843932226727523,f3b9115a08a19af608dc67f2eef370d2ba920dab824761c7ebb0b6286f26701c,-0.8580947140780986,1.4601451444345512,-3.2681325963666956
1477843932300455523,958880ddd644377ab42d7c5e240987691ad217d2b2c3a77c97953ac37a232adc,-0.8545310621566433,1.4037359888701322,-3.263735790853963
1477843932374183523,df8010fc276c359a0e9ca48e55e9512e6f75033f523a778ca68a634ee9182866,-0.8477638949515818,1.3484440947915965,-3.261279309620403
1477843932447911523,b9e4b7d495b0f49d1756537d1a77ac577f4b32d947e1530427a0c4333009747b,-0.8388345618765621,1.2897607038517673,-3.2611989622445616
1477843932521639523,ac582e1593c9ccb05c9188e942a36c5156d1425a51e28a195a9743e490f467a2,-0.8254929298723895,1.2313831590409137,-3.2592912172701918
1477843932595367523,bce56ba47655f6664e2fbb31a864e758be11ca34a9b2d3b8315695c0c6945364,-0.8136825232367817,1.1745967823797148,-3.256651517460633
1477843932669095523,f14b0b8820c600f49dcf9938d07d3be2a6f096104a81953b5412e54378de7a0a,-0.8037860596974905,1.1238183239304074,-3.251900349495102
1477843932742823523,137e44fbc3cee6a8b2da722c35fe4a943b53a33b77da82261da2f696b4b2dbfd,-0.7928214631700491,1.065947805642486,-3.2467146002048377
1477843932816551523,9be68c2c2cf8c1920dcc08d6d7362107f78e7d15ba99e33d70403f83cc1b275b,-0.7877594476018772,1.013233730343065,-3.24500212688452
1477843932890279523,1fee07a48f702c79e305b94f4a488bf186daa5ccfa131f0c58ef04b43bb4cdaa,-0.7809783638610772,0.9604301936230147,-3.2406452185670243
1477843932964007523,e198b282decd64e974cb8f007630c253945e7bdf2a6918e7ba855d82e7efd7e0,-0.7786890587063195,0.9080565081171917,-3.239916604794645
1477843933037735523,1db9960241f26a514ad34f3983c1ee79e23a74a5bd1b8942ec5af35908f64280,-0.7757541309470406,0.8532489488301255,-3.2373281142320582
1477843933111463523,f59f152f966524cc4cb805ad7bc8ca4b201b882c8ec1f7f37937d4a11707e1b6,-0.7765900060907428,0.8014442699721528,-3.2406351446333623
1477843933185191523,5387a5ddb99b94706dfe4acbb02d3fecdc9cc37db20f9ecb938a08d13bee497f,-0.7727345561686803,0.7434612197643308,-3.239091925521661
1477843933258919523,50dae7d178a98298d1fecb2a5a10d5d1f10c27c1ee6f191dcf24365d57feb2a3,-0.7726602085978241,0.6891102654481523,-3.236583487403868
1477843933332647523,7c578e9d74c38c17c2efdd7bb402b0eb448c2e52a9ed8dcea333ca9099dd171f,-0.7740426055894438,0.6359534931498436,-3.234790079543779
1477843933406375523,4abaa2636cd69d7136c567c28ea152d513c7b6bd40382caa4706feed5ed5bf51,-0.7731196424623765,0.5851475224765096,-3.229997053658915
1477843933480103523,3b8c8b1a804c7fbc643e84a54360e39ed5d008f22e48cd75c2c8e94445069f78,-0.7707867285084915,0.5357247585409844,-3.2224307978883564
