frame_index,file_path,exists,regular_file,decodable,width,height,channels,dtype,finite,min,max,mean,std,zero_pixel_ratio,all_zero,sha256,duplicate_content,near_black_descriptive
41,images/0041.png,True,True,True,640,480,3,uint8,True,1.0,254.0,112.25856119791666,67.8133895187127,0.0,False,c5a88106e943d82682910281fa4fcbb40dc5c0df0513be386a3f414e1549e483,False,not_thresholded
42,images/0042.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.58504557291667,67.25130071783082,0.0,False,bfccafd55d231c180eafe5bdf58f2db1b31a4d831eacf24ffde307e9ecbd7b2c,False,not_thresholded
43,images/0043.png,True,True,True,640,480,3,uint8,True,1.0,254.0,120.98044813368055,70.82900754786728,0.0,False,cec916d3045a645df743f14dc3458501499b1d5bbae9390c2334ee1e570f0d65,False,not_thresholded
44,images/0044.png,True,True,True,640,480,3,uint8,True,1.0,254.0,119.71220920138889,71.76839630464276,0.0,False,495b209150cdbe10bd1de95af2ae6a0c5c85a94596cc7275d16abeaa644183b6,False,not_thresholded
45,images/0045.png,True,True,True,640,480,3,uint8,True,1.0,254.0,92.736416015625,64.27763842824346,0.0,False,3b4ab9de8518ef3a9d4f7e926201a307fd8d02ca0b9df2fa4c5464c79029cf24,False,not_thresholded
46,images/0046.png,True,True,True,640,480,3,uint8,True,1.0,254.0,76.54342339409722,61.84487294611693,0.0,False,eec60d5aef07904ecafc86e03fad77bc5912e944eb3d375cfc6822e57f99ba04,False,not_thresholded
47,images/0047.png,True,True,True,640,480,3,uint8,True,1.0,254.0,86.67938151041666,69.47330459252935,0.0,False,45d0b358f0fe77e475c47ee767f3fd71a6e103389bdf4205235ca39659391916,False,not_thresholded
48,images/0048.png,True,True,True,640,480,3,uint8,True,1.0,254.0,112.52151475694444,75.06970501696394,0.0,False,738f9c48a91f531d5fc0581408abd3c20e3a911cc29e59e2a879df4e678a3cb2,False,not_thresholded
49,images/0049.png,True,True,True,640,480,3,uint8,True,1.0,254.0,120.12394856770834,72.45262348590566,0.0,False,ad3cee90537fd33aedc3e103fea6b9c8c6911786ebb9e92411652fa7ba85df1a,False,not_thresholded
50,images/0050.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.09726019965277,78.94076248180511,0.0,False,4b0a1722f29ae412e5691f9c03f049d38e567d759c7329c7dd70d84f44aeb491,False,not_thresholded
51,images/0051.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.58525282118056,85.7880913822863,0.0,False,8cee41836eaee7b567ad0d76a9a5c0849c15d04e63249e5cc5ef5c517d96b4f4,False,not_thresholded
52,images/0052.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.32585286458334,88.80371538352205,0.0,False,856860564961e899a522b81261aea8fa2e7da21e90cae4fed13da956d956025b,False,not_thresholded
53,images/0053.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.68618706597222,88.43309454919353,0.0,False,a1e1998e456c3316520ead6dfd00c80c0847667b242a344e9b856aa170deb00f,False,not_thresholded
54,images/0054.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.28344184027777,89.2135757117645,0.0,False,3d8b6ec47d3b9be125e6a4a89ea4c7ca9475fe5fa359777446a7ef1172b022f5,False,not_thresholded
55,images/0055.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.21149739583333,89.9972940117748,0.0,False,22b3eecc7319cd22a83eb833a5c775004ceb891afbaa8e37c4b0da94bf839672,False,not_thresholded
56,images/0056.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.1896213107639,88.74722958635552,0.0,False,a492470b6fe82c7574ab0944c242542653c5f503dc432f3e1e0db0b60c0ce7bc,False,not_thresholded
57,images/0057.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.44912000868055,88.76331579358069,0.0,False,fe6cdc3e51bd452a5b5df1055eece627ac7b7d6d6c9fe5084839d60fbc54dbf7,False,not_thresholded
58,images/0058.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.74937282986112,89.02666438308154,0.0,False,c1ce334dd2cd9ff488e6d31112380d31d5bb1d42ac589c2062ccf3d7809856cc,False,not_thresholded
59,images/0059.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.74076497395833,87.7481466379234,0.0,False,c04b33e56fa1305ae9cec2cc32059e82c59660b30d361f1906576512fa7e83e5,False,not_thresholded
60,images/0060.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.34766059027778,85.29777578316411,0.0,False,d18441e145e3a552e6f305e288bce17bac6319185081e52cc83b6620719d0fe2,False,not_thresholded
61,images/0061.png,True,True,True,640,480,3,uint8,True,1.0,254.0,118.99251302083333,81.43237430266996,0.0,False,52a90922cd5f2249eab912d9f359a289fde25a9b46d3fa820af1bee26cb55ba1,False,not_thresholded
62,images/0062.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.10610894097222,79.77292262165766,0.0,False,06bd143ea27e642817ec43774fff26425f91478c195d13cea7d918c32b85e19a,False,not_thresholded
63,images/0063.png,True,True,True,640,480,3,uint8,True,1.0,254.0,121.55956922743056,78.10819641309386,0.0,False,b621173cd8287c8e48a91696f600e19deb48b023c07a228b5c913a345836b0c0,False,not_thresholded
64,images/0064.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.312880859375,77.66569340560696,0.0,False,3f196a6835f8d032cee97e6aa4614f1ed7016a1b948c9010e1319e69efbde094,False,not_thresholded
65,images/0065.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.81334309895834,83.9244848261931,0.0,False,15311c3cfd94123049ab6b3e062965b4ac5dc8f75ff7448f09128ab2bf19cf7b,False,not_thresholded
66,images/0066.png,True,True,True,640,480,3,uint8,True,1.0,254.0,150.06358832465278,88.06199543299758,0.0,False,be9b4f0417609789820e42823adee9be15dc9fd5f3c23c621f3c44bd32fd6fc4,False,not_thresholded
67,images/0067.png,True,True,True,640,480,3,uint8,True,1.0,254.0,148.11400282118055,89.15154147474834,0.0,False,de523a9286fc9aecfd7e3c35bbd5f107c9b9c0bde1e290fd2c3ce9d8a920ffff,False,not_thresholded
68,images/0068.png,True,True,True,640,480,3,uint8,True,1.0,254.0,147.27542751736112,91.70661304759787,0.0,False,98966c96ec7be978fb3f2c3eba38e9e69d7f3fc4055cb47bdb21f6a9f7e6da2e,False,not_thresholded
69,images/0069.png,True,True,True,640,480,3,uint8,True,1.0,254.0,147.46762803819445,88.89668000518905,0.0,False,46ec4722eaa4e758fd78caf113271de22afe92123941ffde3ee48ede9cd04db5,False,not_thresholded
70,images/0070.png,True,True,True,640,480,3,uint8,True,1.0,254.0,157.24948893229165,86.81198119157484,0.0,False,b0808876a7abe036da11cacb98820d700e02ffd0b4cf91c22cb7a782d407c3d0,False,not_thresholded
71,images/0071.png,True,True,True,640,480,3,uint8,True,1.0,254.0,156.41705946180556,79.83924038818853,0.0,False,49cd0a64b5eef1ccdb791b1499169410ac9abfe26b84112d34bbc8b2f6b2b83c,False,not_thresholded
72,images/0072.png,True,True,True,640,480,3,uint8,True,1.0,254.0,170.036103515625,74.46152978624158,0.0,False,8b0e4985296e177c9d88db5b43cb0c400061c286ea50cfe65f83a5ad7be12dd7,False,not_thresholded
73,images/0073.png,True,True,True,640,480,3,uint8,True,1.0,254.0,153.72968858506945,73.1286710653377,0.0,False,e4b6347764bd94d93a652e37ff271a5dedebc794c59ebf2d4e05690b0dcbc2fd,False,not_thresholded
74,images/0074.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.299765625,73.64718791149771,0.0,False,ef6ce2fb712887eaf1ecab43163ecd737f76e87bec47407bc28b373bca841b52,False,not_thresholded
75,images/0075.png,True,True,True,640,480,3,uint8,True,1.0,254.0,110.93438585069444,73.87075385481421,0.0,False,6a8aeaa72c271b0acd89c96fa04560ae37aedf7fd8bbf5e110e3cfcbb8da0f14,False,not_thresholded
76,images/0076.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.14839409722222,79.23793207948816,0.0,False,6115dbd724060a4358dddc536835003a39258c0b8bd933d751eeee36c75248b7,False,not_thresholded
77,images/0077.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.20060980902778,83.92397632985194,0.0,False,9e9ed45de8b1ddbd7cdcb36171b48c373de817e5766eac464670059797142ad2,False,not_thresholded
78,images/0078.png,True,True,True,640,480,3,uint8,True,1.0,254.0,109.55121744791667,81.46993711598624,0.0,False,bd7204c4837e5051db5e0d9d5e8d2c5d706342bcb9b69726fb1f1013f236ab95,False,not_thresholded
79,images/0079.png,True,True,True,640,480,3,uint8,True,1.0,254.0,120.48212673611111,87.37407289927745,0.0,False,e475237f3b0cd576345e0d081fd2e5544840aa483a6fd90be554d9cfbe331159,False,not_thresholded
80,images/0080.png,True,True,True,640,480,3,uint8,True,1.0,254.0,115.65256184895833,84.60718611005866,0.0,False,ff0c001fc19fc7b4b1ea0d74e09ef87b4042fa444adae9358ac4de74680f9cdb,False,not_thresholded
81,images/0081.png,True,True,True,640,480,3,uint8,True,1.0,254.0,121.25657877604166,86.61472860037979,0.0,False,a43aabacfbb71aad2c2e3c42e2360ce4ecaedebb5761cd3cd04d392ed4e44743,False,not_thresholded
82,images/0082.png,True,True,True,640,480,3,uint8,True,1.0,254.0,121.96230360243055,83.93209109235944,0.0,False,8bf06a188f2303bc4591d33214d2a3520ae1a1a2c225369c63269f7c32bdcd8e,False,not_thresholded
83,images/0083.png,True,True,True,640,480,3,uint8,True,1.0,254.0,113.53580403645833,79.3056538351696,0.0,False,749dea50da1235688213fb8836d0e2d7645ab337ddb77ab488a5e24163b20c96,False,not_thresholded
84,images/0084.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.15897243923612,76.71579706997296,0.0,False,1f682de0531854cddf41d48240b647a7b7fba8501a77d1d542213c265cb1ff29,False,not_thresholded
85,images/0085.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.74450629340278,73.46333731128796,0.0,False,4ab6457ad6674855a23430c01e626776b71a001763dda1bbb6f8bb5bacda1829,False,not_thresholded
86,images/0086.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.62808376736112,69.49133572479306,0.0,False,afdb38a3cce35baa08a9a3e4fae9238bfbe9022fb6a08ced6062ae5c0d114c17,False,not_thresholded
87,images/0087.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.25281141493056,66.26365382930794,0.0,False,f4d9c54dd3178e12a2cfb5e939ec1e2e309133c23ccfea22599cc42cc8747fc2,False,not_thresholded
88,images/0088.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.61455946180556,62.294957645796,0.0,False,f57bb53ef7b5f5339921f677af0a9f1bb7ddf8a2f1ee741426a309524c2690e2,False,not_thresholded
89,images/0089.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.27560329861112,61.53989012916734,0.0,False,a1cdaf10bf2c90b9f96193e57e832005ac40a5d0c14f293ab50b91012fb3e430,False,not_thresholded
90,images/0090.png,True,True,True,640,480,3,uint8,True,1.0,254.0,133.51705620659723,62.57827201131893,0.0,False,ed3652451eee4eb163472db764abb2d85b965a5dea18ca8c070cf9436bc511b6,False,not_thresholded
91,images/0091.png,True,True,True,640,480,3,uint8,True,1.0,254.0,138.5472992621528,64.09495380676708,0.0,False,5ed481c447e781d6ba53f66cc92841de34512211ea7fccfb9e23e299aaeba46e,False,not_thresholded
92,images/0092.png,True,True,True,640,480,3,uint8,True,1.0,254.0,145.70419704861112,69.23405211287374,0.0,False,eec89ed4e9a4dcf55d6041e551885d793c750778c3943b22756c00f2da9aeafc,False,not_thresholded
93,images/0093.png,True,True,True,640,480,3,uint8,True,1.0,254.0,146.96032335069444,68.5971636804293,0.0,False,6f161309aa0c507b80641b8f1f85fd63ba7d0cb877e6b740fd1e89d643fa2e8c,False,not_thresholded
94,images/0094.png,True,True,True,640,480,3,uint8,True,1.0,254.0,143.5868044704861,70.51014822215517,0.0,False,6811aeb389a8bfa3ad425a8563c294066585468eab273b69ddc78859d4ab9d37,False,not_thresholded
95,images/0095.png,True,True,True,640,480,3,uint8,True,1.0,254.0,143.22594401041667,70.52180582846437,0.0,False,5b994bd86c694bdf25b998192a2e156db8a2ab3e16b8156160ace367efa4c7c6,False,not_thresholded
96,images/0096.png,True,True,True,640,480,3,uint8,True,1.0,254.0,141.148828125,70.42281128219126,0.0,False,bb9116fd298c4cc7f409bf3ea6514cdbccbfa4c7f81d442a919b900308d124a2,False,not_thresholded
97,images/0097.png,True,True,True,640,480,3,uint8,True,1.0,254.0,139.81421006944444,69.64367132189388,0.0,False,cfe6d6b1b8f8b131ea1b166fd11c81d91f4339b3c24987a5af15d3eabf87e115,False,not_thresholded
98,images/0098.png,True,True,True,640,480,3,uint8,True,1.0,254.0,142.78215711805555,67.94601691183708,0.0,False,a0ff91a3eb8478c1deaa454bc73d0e3d76c4560d2dc7e3554d200ab33ff4b49d,False,not_thresholded
99,images/0099.png,True,True,True,640,480,3,uint8,True,1.0,254.0,138.20147894965277,67.04813073981505,0.0,False,9cf8d7e928ac14238808d977f7ae624259213a9e5c32f6864200065f5aba4fad,False,not_thresholded
100,images/0100.png,True,True,True,640,480,3,uint8,True,1.0,254.0,132.68824327256945,67.02912251072021,0.0,False,91c1df5fa01c73360524213b9e0a5d3d83a7e6663db2a44105f450f8703001c0,False,not_thresholded
101,images/0101.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.48388237847222,71.75777979524183,0.0,False,2bab77d26e69d9650a2f7ca4f773cef30820b45d03377021060538dbe1732818,False,not_thresholded
102,images/0102.png,True,True,True,640,480,3,uint8,True,1.0,254.0,125.80650390625,75.5767882839517,0.0,False,bacbdd2929e9e1ed2377b7fde3c95ef034baa97d7f57c9ec0af6affa77fcd169,False,not_thresholded
103,images/0103.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.36183051215278,77.71929403480848,0.0,False,98c5a68b4e590a872d97e7dc35dfcb726ef5901297c555b8145f19430b390b2b,False,not_thresholded
104,images/0104.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.48281032986111,74.79518683453142,0.0,False,1effdc40258c0eeefa26b5091f157328f2b1bfac6080355476b271c7b91fe81e,False,not_thresholded
105,images/0105.png,True,True,True,640,480,3,uint8,True,1.0,254.0,130.09231228298611,74.9043230985395,0.0,False,fd9fbc72630742cee60d70b69da1488e80b89448f1a8e40e2b8a97e8ce63386e,False,not_thresholded
106,images/0106.png,True,True,True,640,480,3,uint8,True,1.0,254.0,127.57753797743055,74.45680575760652,0.0,False,50c0afed0ed7761662b20608c5cb82342fbbf2a35fe357ae6e8aed96465e6054,False,not_thresholded
107,images/0107.png,True,True,True,640,480,3,uint8,True,1.0,254.0,122.591767578125,76.21221846117656,0.0,False,08378193265aafdf13bb87ef34b84c62166fc47acb71b97409db94c9cb40fc38,False,not_thresholded
108,images/0108.png,True,True,True,640,480,3,uint8,True,1.0,254.0,134.48039713541667,70.8217009279283,0.0,False,0b2f1e6e9e7e510591befad0a2c457b34633f5b740c7c829c4c943c3603d3325,False,not_thresholded
109,images/0109.png,True,True,True,640,480,3,uint8,True,1.0,254.0,116.568212890625,56.924152045953726,0.0,False,9ea621aa070b6785965b2f2d70a1fe802b9ab42afd66e6aff0ce16ba065dcaba,False,not_thresholded
110,images/0110.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.87578559027777,48.45306052065868,0.0,False,13b37a082813dab3ab289763f7a25107f61cc4633b87088747db4acc6e054c69,False,not_thresholded
111,images/0111.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.04320421006945,46.54370324291607,0.0,False,27285c086e9e53865e2ac6f6867dc4578e04324feb9787ef4ee197b9322ecaca,False,not_thresholded
112,images/0112.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.76775824652778,48.529555248371594,0.0,False,889b1f47ed01625a03d79bb55a59778d7f8243528b2bcf0dbfda28984009ec97,False,not_thresholded
113,images/0113.png,True,True,True,640,480,3,uint8,True,1.0,254.0,123.88996744791666,49.42843972101637,0.0,False,96d4965c096f2b4f15b427f21020a4976450bd80d4f5201eb013400328e8bd8f,False,not_thresholded
114,images/0114.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.69047309027778,48.11671174968811,0.0,False,fe92ea33e5775243b9746a445ba5fd0970b2321f35e05bb44737ba546af90f94,False,not_thresholded
115,images/0115.png,True,True,True,640,480,3,uint8,True,1.0,254.0,124.22398980034723,47.21671091598667,0.0,False,f4dadbd33ea137de99cf34f73f963e8272fd4695adf60a8e00ead67d6a01e2ac,False,not_thresholded
116,images/0116.png,True,True,True,640,480,3,uint8,True,1.0,254.0,119.31382052951389,46.63075714251203,0.0,False,bb4fbf35194dc52e78fa478c8cf8ec6d28e9c8ea4e632f785da324a6c3ed15b2,False,not_thresholded
117,images/0117.png,True,True,True,640,480,3,uint8,True,1.0,254.0,111.91440104166666,49.47686809649309,0.0,False,6f5b767abf6facbd74fcf2663df0ccb15afe898a432dcbac26fb806d02be9471,False,not_thresholded
118,images/0118.png,True,True,True,640,480,3,uint8,True,1.0,254.0,106.92902126736111,57.42013576350525,0.0,False,a851a629f5ff2c095d337082cdd20783a417681bd23ec1ac389bcda928c11355,False,not_thresholded
119,images/0119.png,True,True,True,640,480,3,uint8,True,1.0,254.0,114.43045247395834,70.05034850974025,0.0,False,9d151b679921441d16694505807247f333844baedf488c23ab95cd8a4a7674c8,False,not_thresholded
120,images/0120.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.13241536458332,75.0598740232985,0.0,False,9f823da64556bf0afaa1dc60228bc75a0f54b0c03457d959db964c39c74547e2,False,not_thresholded
121,images/0121.png,True,True,True,640,480,3,uint8,True,1.0,254.0,131.52969509548612,68.67850061526046,0.0,False,f9dfb16bf822ef7eb63936f3049c0a8bb7480cfd06ba6a217a6efed0aa96e102,False,not_thresholded
122,images/0122.png,True,True,True,640,480,3,uint8,True,1.0,254.0,128.57553819444445,61.55762948983872,0.0,False,c1f4835eab6019f4dd2d671f09642cc2e6ebca6d71ab284b3f08e3f0f2c179d5,False,not_thresholded
123,images/0123.png,True,True,True,640,480,3,uint8,True,1.0,254.0,129.5019769965278,58.5781636713914,0.0,False,dfda738482f04fd887857bcfb4f84b2c9d5ba2ae04338d6d6d377d29fdb2660a,False,not_thresholded
124,images/0124.png,True,True,True,640,480,3,uint8,True,1.0,254.0,126.00178602430556,58.229599441782135,0.0,False,edb5a27f58e7447ec25b69e770c98a59ad206de1dceca320dc019f440d53b63a,False,not_thresholded
125,images/0125.png,True,True,True,640,480,3,uint8,True,1.0,254.0,135.40673068576388,60.569779465634326,0.0,False,5dd06a686c3a719f3059287fc55c9ae71cb8b8bb7a43de6e3b01e308003d73a9,False,not_thresholded
