source_run_id,trial_id,step_id,map_snapshot_id,candidate_count,candidate_ids,candidate_roles,distinct_H1_endpoint_count,L2_statuses,has_L2_status_disagreement,has_PASS_and_FAIL,has_PASS_and_UNKNOWN,all_same_status
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:7c56b6586f783c1d7aeb172e595eebb0270c90a369cedef4bcf54a2dc6ebf8cc,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-06-BRAKE-BIASED-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:82a2aa2df6a37104f411ef6be80bbe8f7743c15975edc16f4661b1c8dc48bc12,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:97df0eb1377ece2a4b5cfea6cce2aeb4eb7da02735ac6fad7ad0a59fb30dedd6,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:a5e88a2990b0516c668ffe7c1a80ad05a324a6c77c3fcc5ea2873690b8ec9a59,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-06-BRAKE-BIASED-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:a74667ba81c1edd9d480bc2b1f993eafc102d9c2c15b630fb984eb6731e659c8,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-06-BRAKE-BIASED-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:b332b530e424ea4c9257af6a74719793223b910c91ea5e3a3cdcbdee80e79fbb,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:c74a038af3b8274d76e24337d0e102af72c1956279c2b94ed8fa5c275a215e84,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:c84fd054dd4d1aba9c83cea797db8e42d7619a350bb20529b0b5217a9aee6ef4,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:cb774c833377da2918acbff4ac6c151849ee0e5e585802aadc861ca0c97abef2,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:e0e82c1541d35cbd4aae599b105e6ed9108c03ab76f45f6c4eb93c45cd8331b2,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
