row_id,source_kind,source_run_id,trial_id,step_id,environment,cohort,method,candidate_id,candidate_role,stored_l1_status,l2_reached,l2_status,reason_code,p_k1,p_k2,formal_value_or_bound,formal_backend_status,formal_backend_reason,backend_identity,backend_class,map_snapshot_id,controller_authority,controller_intervention
39090d54f45f39b2ccc9a351a5abbfcbb94a0051f9eb8ebad5b96bae7bd36a11,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.089127380368456,0.16641571467595256,1.8364021694894894]","[1.087403347525233,0.1633959980393235,1.838339564868457]",0.0005265324177932459,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
3bffee92fb64a92c187cab5b5c1ef507600793f9b8cf84ccf565466e6d126ea7,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.089127380368456,0.16641571467595256,1.8364021694894894]","[1.087403347525233,0.1633959980393235,1.838339564868457]",0.0005265324177932459,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
6b26299804396e4edabbcc40050b3d0edcdaff1153dc700b86ceffa539976047,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B1_PLUS_SWEPT_SEGMENT,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0953893445185914,0.16827517704402198,1.831806850472975]","[1.0959757719890384,0.16578777897776145,1.8321162254888002]",0.0005571623117081159,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
ba1cd39da7d6108299c981466fb4807812fb1778b833e22556e2a98d60716f22,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0953893445185914,0.16827517704402198,1.831806850472975]","[1.0959757719890384,0.16578777897776145,1.8321162254888002]",0.0005571623117081159,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
e69d78144cb724fc64e685d70b3cfe04ac296cc9e71a96d4941f99e24de5ffcd,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0953893445185914,0.16827517704402198,1.831806850472975]","[1.0959757719890384,0.16578777897776145,1.8321162254888002]",0.0005571623117081159,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
c280de827b69033b3fe8dc6b3d3dbfdeab9615f89929f610aaba8a6fa13ba58e,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:32f4caf77583594bc044ae2fe8b8b401a09dde6f0221d49bd7245dbee47e498c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B1_PLUS_SWEPT_SEGMENT,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16938033292548943,1.8317443484998848]","[1.094303172327797,0.16794283305758104,1.831994238509078]",0.00026015849269521614,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
aaa4360100326018d7a174c52e9365f75170b2bb3a31d142f24c84888597c92f,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:32f4caf77583594bc044ae2fe8b8b401a09dde6f0221d49bd7245dbee47e498c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16938033292548943,1.8317443484998848]","[1.094303172327797,0.16794283305758104,1.831994238509078]",0.00026015849269521614,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
169551c8e1953f529dfa9a2d4b88a1292e88a07de0ced344257eeb57c07399dc,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:32f4caf77583594bc044ae2fe8b8b401a09dde6f0221d49bd7245dbee47e498c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16938033292548943,1.8317443484998848]","[1.094303172327797,0.16794283305758104,1.831994238509078]",0.00026015849269521614,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
8f5c1a40a1f18d23b83e2612b21af672384a98cd3d45e203f84ce970f8de00af,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:3c75d7c13ee7223b0cb69a33268c796fb521a713545c13849f4836c0cbe1ef9c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B1_PLUS_SWEPT_SEGMENT,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.17063033292548943,1.8342443484998847]","[1.094303088505798,0.17038040323346182,1.8368693484899945]",1.3921083642049956e-05,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
ac22d328014e48d613a066acbf865899fb1fdde0c2f1f77ff4e6ea2787aa4da3,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:3c75d7c13ee7223b0cb69a33268c796fb521a713545c13849f4836c0cbe1ef9c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.17063033292548943,1.8342443484998847]","[1.094303088505798,0.17038040323346182,1.8368693484899945]",1.3921083642049956e-05,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
0363757ac6328954efee95a6eb84a50e254e74960bc33bd857a925c28b7ce334,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:3c75d7c13ee7223b0cb69a33268c796fb521a713545c13849f4836c0cbe1ef9c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.17063033292548943,1.8342443484998847]","[1.094303088505798,0.17038040323346182,1.8368693484899945]",1.3921083642049956e-05,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
e987190a353bf37a006b8949b5b1b5db7497f0cc8c611a3b378e90116e2f57b8,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:3e4db02c9f634aaf69d33ddd33cbaa76acad1e73ffda432a23a30547cae8792c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B1_PLUS_SWEPT_SEGMENT,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16813033292548943,1.8317443484998848]","[1.094303149812267,0.1655053329258719,1.8319942809853647]",0.0005223952212318229,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
ebe4c1cceddf81d1b04a4dbb56c44716f1175834c428d9df29eb43e2575c306b,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:3e4db02c9f634aaf69d33ddd33cbaa76acad1e73ffda432a23a30547cae8792c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16813033292548943,1.8317443484998848]","[1.094303149812267,0.1655053329258719,1.8319942809853647]",0.0005223952212318229,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
cf777364c11973ded3ed9dc8bfb355044e80d2041dd3f660ab111b3cd4eb5b93,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:3e4db02c9f634aaf69d33ddd33cbaa76acad1e73ffda432a23a30547cae8792c,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16813033292548943,1.8317443484998848]","[1.094303149812267,0.1655053329258719,1.8319942809853647]",0.0005223952212318229,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
59f4a57fe43322c2f9b34c03273c5903b3c31d21081a5cbc4378b2dc941496f4,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:40e848a70950a9b08c6039a12d53b71dadd89815d0bdc4d81621dcec92c82558,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B1_PLUS_SWEPT_SEGMENT,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16563033292548943,1.8317443484998848]","[1.0943030942089598,0.16063039171648702,1.8319942770212818]",0.001056096417415841,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
8b21422024d9b3a749678ecca1a0a24b350a9c6299435cedadd4119144767078,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:40e848a70950a9b08c6039a12d53b71dadd89815d0bdc4d81621dcec92c82558,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B2_PLUS_TERMINAL_BACKUP,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16563033292548943,1.8317443484998848]","[1.0943030942089598,0.16063039171648702,1.8319942770212818]",0.001056096417415841,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
d06578c6886f038afc04e55a630dafdcfe54c49969bb12406262233a21093284,PR87_ACTIVATED_ONE_STEP,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:40e848a70950a9b08c6039a12d53b71dadd89815d0bdc4d81621dcec92c82558,ONE_STEP:0,E1_REPLICA_GT_FINE,ACTIVATED,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,PASS,True,PASS,FORMAL_SEGMENT_SAFE,"[1.0945530824320724,0.16563033292548943,1.8317443484998848]","[1.0943030942089598,0.16063039171648702,1.8319942770212818]",0.001056096417415841,CERTIFIED_SAFE,SEGMENT_EXACT_SAFE,EXACT_ANALYTIC_SPHERE_SEGMENT_MINIMUM,EXACT_ANALYTIC,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,False,False
