row_id,source_kind,environment,trial_id,candidate_id,candidate_role,replayability_class,replayability_reasons,l2_reached,l2_reachability_evidence,primary_analysis_eligible
1178f25fad2d23938f2434755f91e19a292e009017016f289702f3917e2ce719,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,STORED_HISTORICAL_SEGMENT_NOT_EVALUATED,False
a1397f35ef73f64dfe7301ba292f09828393291a6e08b85fa93d3b60ac1cee41,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
b00fda5f038211ca8c8931073c709b8cf720fa5d21935d9446041e5ad1bdf351,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
2334fe49275b1eb1f2f74e751272f876f28ed7d41a92927284b216914b17af83,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-01-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
adb11b0e690640112826368db97bf7df67f0b66279cf598a8c886f01ac4528e3,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-02-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
453651af29f1917ef03686b4a01d22999cd1aeaba822533c942f8d7d4ef1731b,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-03-AUX-TANGENT-POS,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
c9e2c69cf06b99cf27f80ec9f994335b2689c95712354482d9f03601efd3faa4,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-04-AUX-TANGENT-NEG,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
fff518bfc637bc0034953c7347aada84391feb6c4c5c65223273af9d03c08599,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-05-BRAKE-BIASED-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
10076d98b78ad0d9d3b1f92775fbbbee894a5b611f1c82a406bd6ebb3f47895c,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,ALT-06-BRAKE-BIASED-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
b363db58d8a55219957bc5ebf6480cf0d17b867a98da05f467ed176cb8987ef4,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:268bfa7aff7902e7c03489a2ef13d2cd844a637d02376c677b5405b93fd40600,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
02fbab6d5b4cc53a23221730b33dfb4a6b6d68428ff988de494adebaea9b4f6e,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,STORED_HISTORICAL_SEGMENT_NOT_EVALUATED,False
c46a406de3e7dfd6891f49b3ce28c65842b88fe71ac8a233deed87f6c09cf633,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
39090d54f45f39b2ccc9a351a5abbfcbb94a0051f9eb8ebad5b96bae7bd36a11,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
e9d0caa4453fcace4b5f6971f45ec0bc2df0f51e316fca0b45e01ea6f004934b,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-01-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
7c934dd2ca634638111adb18b1280ec9e6b60c87d45eb3ba56b05a17d12e0178,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-02-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
d6233be7d0c6a1e70c7746fef086415db5231702c3b7c824772a8b499e4f68e5,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-03-AUX-TANGENT-POS,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
4a26caecd11bf407f7cd138d6618b5cbdf9347569199b7945f7adda2b913c6bb,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-04-AUX-TANGENT-NEG,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
0869a6ff8b038e770fe10a21c8153042757832894b47dea8410eaaba2519e95d,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-05-BRAKE-BIASED-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
591e5da775c150c57fcd1dd80737522bd00b42a9e66adc80f13ee082476f84b9,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,ALT-06-BRAKE-BIASED-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
3bffee92fb64a92c187cab5b5c1ef507600793f9b8cf84ccf565466e6d126ea7,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:27516cd9f03702e7e24f3433449198d5bd7f637a2b86a8733264955cfeaf1715,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
1a85748fd2a3112dfd0a944ba0e6879accd8873c101d34b8474fa4aa4380b0fd,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,STORED_HISTORICAL_SEGMENT_NOT_EVALUATED,False
6b26299804396e4edabbcc40050b3d0edcdaff1153dc700b86ceffa539976047,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
ba1cd39da7d6108299c981466fb4807812fb1778b833e22556e2a98d60716f22,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B2_PLUS_TERMINAL_BACKUP:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
ffcf29ea6dcce145d4f356b8d99081da05dff774cfda303859b2ddff9db61f1a,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-01-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
7a172cd4d14b87f457eb3bcc5b9a1942c2e81b559c292063258d0394763c0453,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-02-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
e93b92d2a63e241a2df48f68ea8811e4ad32208f8d600463fbc6bdce665c2b09,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-03-AUX-TANGENT-POS,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
c6d3d92de70f8a47d916ad670108654d5c99476bd33d8d794c85ca6392e879a5,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-04-AUX-TANGENT-NEG,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
37706a2485ed667bf1fe5627415199e5f276bb4494105a4a219a97483a571ac1,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-05-BRAKE-BIASED-GOAL-TANGENT,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
8dff65f33938a46ba4dc107c092001d384ebe8d115305a4f396bfd50dec9b842,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,ALT-06-BRAKE-BIASED-OUTWARD,LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,CANDIDATE_LOGGED_NOT_EVALUATED,False
e69d78144cb724fc64e685d70b3cfe04ac296cc9e71a96d4941f99e24de5ffcd,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:2af4f2a33860b33a6132bc23e926b8743956994fd88327e2bb5a7a918d4ccfdb,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
d14875ab06cdb095054c8c52f0b64d789f9f481f62cc97c905581e4b64c91cbc,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B0_CURRENT_CBF_ONLY:32f4caf77583594bc044ae2fe8b8b401a09dde6f0221d49bd7245dbee47e498c,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,,STORED_HISTORICAL_SEGMENT_NOT_EVALUATED,False
c280de827b69033b3fe8dc6b3d3dbfdeab9615f89929f610aaba8a6fa13ba58e,PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE,E1_REPLICA_GT_FINE:B1_PLUS_SWEPT_SEGMENT:32f4caf77583594bc044ae2fe8b8b401a09dde6f0221d49bd7245dbee47e498c,PRIMARY-CBF-FILTERED,EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE,FORMAL_REPLAYABLE,,True,STORED_HISTORICAL_SEGMENT_LOWER_BOUND,True
