frame_index,processed_rgb_path,processed_depth_path,historical_raw_rgb_path,historical_raw_depth_path,rgb_timestamp,depth_timestamp,rgb_depth_offset_s,rgb_exists,depth_exists,path_unique,pose_record_present,association_policy,association_tolerance_s
14,images/0014.png,depth/0014.png,rgb/1305031912.897198.png,depth/1305031912.908080.png,1305031912.897198,1305031912.90808,0.010882139205932617,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
15,images/0015.png,depth/0015.png,rgb/1305031913.033133.png,depth/1305031913.040171.png,1305031913.033133,1305031913.040171,0.0070378780364990234,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
16,images/0016.png,depth/0016.png,rgb/1305031913.197113.png,depth/1305031913.208546.png,1305031913.197113,1305031913.208546,0.011432886123657227,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
17,images/0017.png,depth/0017.png,rgb/1305031913.333122.png,depth/1305031913.340047.png,1305031913.333122,1305031913.340047,0.006924867630004883,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
18,images/0018.png,depth/0018.png,rgb/1305031913.497227.png,depth/1305031913.508406.png,1305031913.497227,1305031913.508406,0.011178970336914062,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
19,images/0019.png,depth/0019.png,rgb/1305031913.633293.png,depth/1305031913.637112.png,1305031913.633293,1305031913.637112,0.003818988800048828,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
20,images/0020.png,depth/0020.png,rgb/1305031913.797106.png,depth/1305031913.809508.png,1305031913.797106,1305031913.809508,0.012402057647705078,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
21,images/0021.png,depth/0021.png,rgb/1305031913.965134.png,depth/1305031913.977474.png,1305031913.965134,1305031913.977474,0.012340068817138672,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
22,images/0022.png,depth/0022.png,rgb/1305031914.097126.png,depth/1305031914.108031.png,1305031914.097126,1305031914.108031,0.010905027389526367,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
23,images/0023.png,depth/0023.png,rgb/1305031914.265074.png,depth/1305031914.275498.png,1305031914.265074,1305031914.275498,0.010423898696899414,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
24,images/0024.png,depth/0024.png,rgb/1305031914.397215.png,depth/1305031914.407339.png,1305031914.397215,1305031914.407339,0.01012420654296875,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
25,images/0025.png,depth/0025.png,rgb/1305031914.565001.png,depth/1305031914.575638.png,1305031914.565001,1305031914.575638,0.010637044906616211,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
26,images/0026.png,depth/0026.png,rgb/1305031914.697129.png,depth/1305031914.707659.png,1305031914.697129,1305031914.707659,0.01052999496459961,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
27,images/0027.png,depth/0027.png,rgb/1305031914.865128.png,depth/1305031914.876190.png,1305031914.865128,1305031914.87619,0.011061906814575195,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
28,images/0028.png,depth/0028.png,rgb/1305031914.997078.png,depth/1305031915.007678.png,1305031914.997078,1305031915.007678,0.010600090026855469,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
29,images/0029.png,depth/0029.png,rgb/1305031915.165021.png,depth/1305031915.173454.png,1305031915.165021,1305031915.173454,0.008433103561401367,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
30,images/0030.png,depth/0030.png,rgb/1305031915.333207.png,depth/1305031915.341488.png,1305031915.333207,1305031915.341488,0.00828099250793457,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
31,images/0031.png,depth/0031.png,rgb/1305031915.464920.png,depth/1305031915.474257.png,1305031915.46492,1305031915.474257,0.00933694839477539,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
32,images/0032.png,depth/0032.png,rgb/1305031915.633062.png,depth/1305031915.644456.png,1305031915.633062,1305031915.644456,0.011394023895263672,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
33,images/0033.png,depth/0033.png,rgb/1305031915.765010.png,depth/1305031915.776046.png,1305031915.76501,1305031915.776046,0.011035919189453125,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
34,images/0034.png,depth/0034.png,rgb/1305031915.933056.png,depth/1305031915.944991.png,1305031915.933056,1305031915.944991,0.011934995651245117,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
35,images/0035.png,depth/0035.png,rgb/1305031916.065060.png,depth/1305031916.075852.png,1305031916.06506,1305031916.075852,0.010792016983032227,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
36,images/0036.png,depth/0036.png,rgb/1305031916.233050.png,depth/1305031916.244817.png,1305031916.23305,1305031916.244817,0.011766910552978516,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
37,images/0037.png,depth/0037.png,rgb/1305031916.365121.png,depth/1305031916.375943.png,1305031916.365121,1305031916.375943,0.010822057723999023,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
38,images/0038.png,depth/0038.png,rgb/1305031916.533266.png,depth/1305031916.542416.png,1305031916.533266,1305031916.542416,0.009150028228759766,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
39,images/0039.png,depth/0039.png,rgb/1305031916.701048.png,depth/1305031916.711186.png,1305031916.701048,1305031916.711186,0.01013803482055664,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
40,images/0040.png,depth/0040.png,rgb/1305031916.833266.png,depth/1305031916.842413.png,1305031916.833266,1305031916.842413,0.009146928787231445,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
41,images/0041.png,depth/0041.png,rgb/1305031917.001132.png,depth/1305031917.013257.png,1305031917.001132,1305031917.013257,0.012125015258789062,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
42,images/0042.png,depth/0042.png,rgb/1305031917.133106.png,depth/1305031917.144721.png,1305031917.133106,1305031917.144721,0.01161503791809082,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
43,images/0043.png,depth/0043.png,rgb/1305031917.301107.png,depth/1305031917.311009.png,1305031917.301107,1305031917.311009,0.009902000427246094,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
44,images/0044.png,depth/0044.png,rgb/1305031917.433141.png,depth/1305031917.442191.png,1305031917.433141,1305031917.442191,0.00904989242553711,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
45,images/0045.png,depth/0045.png,rgb/1305031917.601069.png,depth/1305031917.611278.png,1305031917.601069,1305031917.611278,0.010209083557128906,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
46,images/0046.png,depth/0046.png,rgb/1305031917.733003.png,depth/1305031917.743645.png,1305031917.733003,1305031917.743645,0.010642051696777344,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
47,images/0047.png,depth/0047.png,rgb/1305031917.901060.png,depth/1305031917.907881.png,1305031917.90106,1305031917.907881,0.0068209171295166016,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
48,images/0048.png,depth/0048.png,rgb/1305031918.033144.png,depth/1305031918.044049.png,1305031918.033144,1305031918.044049,0.010905027389526367,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
49,images/0049.png,depth/0049.png,rgb/1305031918.201086.png,depth/1305031918.214208.png,1305031918.201086,1305031918.214208,0.013121843338012695,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
50,images/0050.png,depth/0050.png,rgb/1305031918.365072.png,depth/1305031918.379884.png,1305031918.365072,1305031918.379884,0.014811992645263672,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
51,images/0051.png,depth/0051.png,rgb/1305031918.501125.png,depth/1305031918.513488.png,1305031918.501125,1305031918.513488,0.012362957000732422,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
52,images/0052.png,depth/0052.png,rgb/1305031918.665112.png,depth/1305031918.681778.png,1305031918.665112,1305031918.681778,0.016665935516357422,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
53,images/0053.png,depth/0053.png,rgb/1305031918.801097.png,depth/1305031918.814538.png,1305031918.801097,1305031918.814538,0.013441085815429688,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
54,images/0054.png,depth/0054.png,rgb/1305031918.965058.png,depth/1305031918.980882.png,1305031918.965058,1305031918.980882,0.015823841094970703,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
55,images/0055.png,depth/0055.png,rgb/1305031919.101028.png,depth/1305031919.113268.png,1305031919.101028,1305031919.113268,0.012239933013916016,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
56,images/0056.png,depth/0056.png,rgb/1305031919.265125.png,depth/1305031919.248053.png,1305031919.265125,1305031919.248053,0.017071962356567383,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
57,images/0057.png,depth/0057.png,rgb/1305031919.401124.png,depth/1305031919.413966.png,1305031919.401124,1305031919.413966,0.012841939926147461,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
58,images/0058.png,depth/0058.png,rgb/1305031919.565165.png,depth/1305031919.580925.png,1305031919.565165,1305031919.580925,0.015759944915771484,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
59,images/0059.png,depth/0059.png,rgb/1305031919.733117.png,depth/1305031919.747809.png,1305031919.733117,1305031919.747809,0.014691829681396484,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
60,images/0060.png,depth/0060.png,rgb/1305031919.865180.png,depth/1305031919.880464.png,1305031919.86518,1305031919.880464,0.015284061431884766,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
61,images/0061.png,depth/0061.png,rgb/1305031920.033118.png,depth/1305031920.048127.png,1305031920.033118,1305031920.048127,0.015008926391601562,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
62,images/0062.png,depth/0062.png,rgb/1305031920.165140.png,depth/1305031920.180544.png,1305031920.16514,1305031920.180544,0.015403985977172852,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
63,images/0063.png,depth/0063.png,rgb/1305031920.333124.png,depth/1305031920.316524.png,1305031920.333124,1305031920.316524,0.01659989356994629,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
64,images/0064.png,depth/0064.png,rgb/1305031920.465148.png,depth/1305031920.481785.png,1305031920.465148,1305031920.481785,0.016637086868286133,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
65,images/0065.png,depth/0065.png,rgb/1305031920.633105.png,depth/1305031920.617995.png,1305031920.633105,1305031920.617995,0.015110015869140625,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
66,images/0066.png,depth/0066.png,rgb/1305031920.765152.png,depth/1305031920.780346.png,1305031920.765152,1305031920.780346,0.015193939208984375,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
67,images/0067.png,depth/0067.png,rgb/1305031920.933077.png,depth/1305031920.947777.png,1305031920.933077,1305031920.947777,0.014699935913085938,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
68,images/0068.png,depth/0068.png,rgb/1305031921.101105.png,depth/1305031921.116426.png,1305031921.101105,1305031921.116426,0.015321016311645508,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
69,images/0069.png,depth/0069.png,rgb/1305031921.233189.png,depth/1305031921.247511.png,1305031921.233189,1305031921.247511,0.01432180404663086,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
70,images/0070.png,depth/0070.png,rgb/1305031921.401108.png,depth/1305031921.417533.png,1305031921.401108,1305031921.417533,0.016424894332885742,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
71,images/0071.png,depth/0071.png,rgb/1305031921.533099.png,depth/1305031921.547693.png,1305031921.533099,1305031921.547693,0.014594078063964844,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
72,images/0072.png,depth/0072.png,rgb/1305031921.701068.png,depth/1305031921.717161.png,1305031921.701068,1305031921.717161,0.016093015670776367,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
73,images/0073.png,depth/0073.png,rgb/1305031921.833122.png,depth/1305031921.847815.png,1305031921.833122,1305031921.847815,0.014693021774291992,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
74,images/0074.png,depth/0074.png,rgb/1305031922.001101.png,depth/1305031922.017509.png,1305031922.001101,1305031922.017509,0.01640796661376953,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
75,images/0075.png,depth/0075.png,rgb/1305031922.133245.png,depth/1305031922.117449.png,1305031922.133245,1305031922.117449,0.01579594612121582,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
76,images/0076.png,depth/0076.png,rgb/1305031922.301137.png,depth/1305031922.315988.png,1305031922.301137,1305031922.315988,0.014851093292236328,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
77,images/0077.png,depth/0077.png,rgb/1305031922.433086.png,depth/1305031922.449565.png,1305031922.433086,1305031922.449565,0.016479015350341797,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
78,images/0078.png,depth/0078.png,rgb/1305031922.601111.png,depth/1305031922.616826.png,1305031922.601111,1305031922.616826,0.01571512222290039,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
79,images/0079.png,depth/0079.png,rgb/1305031922.765373.png,depth/1305031922.752032.png,1305031922.765373,1305031922.752032,0.013340950012207031,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
80,images/0080.png,depth/0080.png,rgb/1305031922.901109.png,depth/1305031922.916045.png,1305031922.901109,1305031922.916045,0.014935970306396484,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
81,images/0081.png,depth/0081.png,rgb/1305031923.065085.png,depth/1305031923.051643.png,1305031923.065085,1305031923.051643,0.013442039489746094,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
82,images/0082.png,depth/0082.png,rgb/1305031923.201181.png,depth/1305031923.215945.png,1305031923.201181,1305031923.215945,0.014764070510864258,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
83,images/0083.png,depth/0083.png,rgb/1305031923.365230.png,depth/1305031923.351741.png,1305031923.36523,1305031923.351741,0.013489007949829102,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
84,images/0084.png,depth/0084.png,rgb/1305031923.501145.png,depth/1305031923.517826.png,1305031923.501145,1305031923.517826,0.016681194305419922,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
85,images/0085.png,depth/0085.png,rgb/1305031923.665141.png,depth/1305031923.651604.png,1305031923.665141,1305031923.651604,0.013537168502807617,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
86,images/0086.png,depth/0086.png,rgb/1305031923.801150.png,depth/1305031923.784138.png,1305031923.80115,1305031923.784138,0.01701211929321289,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
87,images/0087.png,depth/0087.png,rgb/1305031923.965198.png,depth/1305031923.952341.png,1305031923.965198,1305031923.952341,0.01285696029663086,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
88,images/0088.png,depth/0088.png,rgb/1305031924.133285.png,depth/1305031924.120309.png,1305031924.133285,1305031924.120309,0.012975931167602539,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
89,images/0089.png,depth/0089.png,rgb/1305031924.265335.png,depth/1305031924.251933.png,1305031924.265335,1305031924.251933,0.013401985168457031,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
90,images/0090.png,depth/0090.png,rgb/1305031924.433069.png,depth/1305031924.419225.png,1305031924.433069,1305031924.419225,0.013844013214111328,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
91,images/0091.png,depth/0091.png,rgb/1305031924.565264.png,depth/1305031924.552273.png,1305031924.565264,1305031924.552273,0.012990951538085938,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
92,images/0092.png,depth/0092.png,rgb/1305031924.733166.png,depth/1305031924.719995.png,1305031924.733166,1305031924.719995,0.013170957565307617,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
93,images/0093.png,depth/0093.png,rgb/1305031924.865165.png,depth/1305031924.851149.png,1305031924.865165,1305031924.851149,0.014015913009643555,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
94,images/0094.png,depth/0094.png,rgb/1305031925.033148.png,depth/1305031925.019418.png,1305031925.033148,1305031925.019418,0.013730049133300781,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
95,images/0095.png,depth/0095.png,rgb/1305031925.169080.png,depth/1305031925.186995.png,1305031925.16908,1305031925.186995,0.017915010452270508,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
96,images/0096.png,depth/0096.png,rgb/1305031925.333142.png,depth/1305031925.318360.png,1305031925.333142,1305031925.31836,0.014781951904296875,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
97,images/0097.png,depth/0097.png,rgb/1305031925.501267.png,depth/1305031925.487976.png,1305031925.501267,1305031925.487976,0.013290882110595703,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
98,images/0098.png,depth/0098.png,rgb/1305031925.633430.png,depth/1305031925.620389.png,1305031925.63343,1305031925.620389,0.013041019439697266,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
99,images/0099.png,depth/0099.png,rgb/1305031925.801208.png,depth/1305031925.788128.png,1305031925.801208,1305031925.788128,0.013080120086669922,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
100,images/0100.png,depth/0100.png,rgb/1305031925.933170.png,depth/1305031925.917070.png,1305031925.93317,1305031925.91707,0.016100168228149414,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
101,images/0101.png,depth/0101.png,rgb/1305031926.101106.png,depth/1305031926.087671.png,1305031926.101106,1305031926.087671,0.013434886932373047,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
102,images/0102.png,depth/0102.png,rgb/1305031926.233134.png,depth/1305031926.219471.png,1305031926.233134,1305031926.219471,0.013663053512573242,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
103,images/0103.png,depth/0103.png,rgb/1305031926.401166.png,depth/1305031926.387186.png,1305031926.401166,1305031926.387186,0.013979911804199219,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
104,images/0104.png,depth/0104.png,rgb/1305031926.533176.png,depth/1305031926.519488.png,1305031926.533176,1305031926.519488,0.013687849044799805,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
105,images/0105.png,depth/0105.png,rgb/1305031926.701042.png,depth/1305031926.686940.png,1305031926.701042,1305031926.68694,0.014101982116699219,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
106,images/0106.png,depth/0106.png,rgb/1305031926.833209.png,depth/1305031926.817567.png,1305031926.833209,1305031926.817567,0.01564192771911621,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
107,images/0107.png,depth/0107.png,rgb/1305031927.001575.png,depth/1305031926.988250.png,1305031927.001575,1305031926.98825,0.013324975967407227,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
108,images/0108.png,depth/0108.png,rgb/1305031927.169161.png,depth/1305031927.156388.png,1305031927.169161,1305031927.156388,0.01277303695678711,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
109,images/0109.png,depth/0109.png,rgb/1305031927.301135.png,depth/1305031927.288179.png,1305031927.301135,1305031927.288179,0.01295614242553711,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
110,images/0110.png,depth/0110.png,rgb/1305031927.469105.png,depth/1305031927.455842.png,1305031927.469105,1305031927.455842,0.01326298713684082,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
111,images/0111.png,depth/0111.png,rgb/1305031927.601132.png,depth/1305031927.587778.png,1305031927.601132,1305031927.587778,0.013353824615478516,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
112,images/0112.png,depth/0112.png,rgb/1305031927.769158.png,depth/1305031927.755615.png,1305031927.769158,1305031927.755615,0.013542890548706055,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
113,images/0113.png,depth/0113.png,rgb/1305031927.901130.png,depth/1305031927.887591.png,1305031927.90113,1305031927.887591,0.01353907585144043,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
114,images/0114.png,depth/0114.png,rgb/1305031928.069125.png,depth/1305031928.055649.png,1305031928.069125,1305031928.055649,0.013475894927978516,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
115,images/0115.png,depth/0115.png,rgb/1305031928.201096.png,depth/1305031928.185349.png,1305031928.201096,1305031928.185349,0.0157470703125,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
116,images/0116.png,depth/0116.png,rgb/1305031928.369520.png,depth/1305031928.356445.png,1305031928.36952,1305031928.356445,0.013074874877929688,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
117,images/0117.png,depth/0117.png,rgb/1305031928.533982.png,depth/1305031928.524415.png,1305031928.533982,1305031928.524415,0.009567022323608398,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
118,images/0118.png,depth/0118.png,rgb/1305031928.669146.png,depth/1305031928.656233.png,1305031928.669146,1305031928.656233,0.012912988662719727,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
119,images/0119.png,depth/0119.png,rgb/1305031928.833193.png,depth/1305031928.823577.png,1305031928.833193,1305031928.823577,0.00961613655090332,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
120,images/0120.png,depth/0120.png,rgb/1305031928.969097.png,depth/1305031928.955544.png,1305031928.969097,1305031928.955544,0.01355290412902832,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
121,images/0121.png,depth/0121.png,rgb/1305031929.133202.png,depth/1305031929.123397.png,1305031929.133202,1305031929.123397,0.009804964065551758,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
122,images/0122.png,depth/0122.png,rgb/1305031929.269214.png,depth/1305031929.256040.png,1305031929.269214,1305031929.25604,0.013173818588256836,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
123,images/0123.png,depth/0123.png,rgb/1305031929.433239.png,depth/1305031929.423543.png,1305031929.433239,1305031929.423543,0.009696006774902344,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
124,images/0124.png,depth/0124.png,rgb/1305031929.569172.png,depth/1305031929.555525.png,1305031929.569172,1305031929.555525,0.013646841049194336,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
125,images/0125.png,depth/0125.png,rgb/1305031929.733617.png,depth/1305031929.722904.png,1305031929.733617,1305031929.722904,0.01071310043334961,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
126,images/0126.png,depth/0126.png,rgb/1305031929.901292.png,depth/1305031929.892100.png,1305031929.901292,1305031929.8921,0.00919198989868164,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
127,images/0127.png,depth/0127.png,rgb/1305031930.033650.png,depth/1305031930.024129.png,1305031930.03365,1305031930.024129,0.009521007537841797,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
128,images/0128.png,depth/0128.png,rgb/1305031930.201148.png,depth/1305031930.191333.png,1305031930.201148,1305031930.191333,0.009814977645874023,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
129,images/0129.png,depth/0129.png,rgb/1305031930.333138.png,depth/1305031930.324425.png,1305031930.333138,1305031930.324425,0.008713006973266602,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
130,images/0130.png,depth/0130.png,rgb/1305031930.501044.png,depth/1305031930.491893.png,1305031930.501044,1305031930.491893,0.009150981903076172,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
131,images/0131.png,depth/0131.png,rgb/1305031930.633126.png,depth/1305031930.620257.png,1305031930.633126,1305031930.620257,0.012869119644165039,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
132,images/0132.png,depth/0132.png,rgb/1305031930.801055.png,depth/1305031930.791524.png,1305031930.801055,1305031930.791524,0.009531021118164062,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
133,images/0133.png,depth/0133.png,rgb/1305031930.933330.png,depth/1305031930.923290.png,1305031930.93333,1305031930.92329,0.010040044784545898,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
134,images/0134.png,depth/0134.png,rgb/1305031931.100819.png,depth/1305031931.091660.png,1305031931.100819,1305031931.09166,0.009159088134765625,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
135,images/0135.png,depth/0135.png,rgb/1305031931.233053.png,depth/1305031931.226834.png,1305031931.233053,1305031931.226834,0.006218910217285156,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
136,images/0136.png,depth/0136.png,rgb/1305031931.401337.png,depth/1305031931.391729.png,1305031931.401337,1305031931.391729,0.009607791900634766,True,True,True,True,historical_nearest_timestamp_no_reassociation,0.02
