frame_index,frame_id,location_id,source_candidate_id,location_hash,source_navmesh_position,camera_world_position,base_yaw_deg,yaw_slot,yaw_offset_deg,final_yaw_deg,quaternion_xyzw,camera_to_world,split,independent_valid_hit_fraction,independent_front_facing_fraction,habitat_rgb_nonzero_fraction,habitat_depth_positive_fraction,qualification_status,scene_id,mesh_sha256,navmesh_sha256,protocol_contract_sha256,selected_registry_sha256,planned_output_identity
10,frame_0010,location_003,candidate_0936,7bb6ee812b6eec55dca8be4d0bfed259152636e2a43f507044f225396f7eb2de,"[-0.7150417566299438,1.4252347946166992,0.22988463938236237]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",199.24707924800262,1,-60,139.24707924800262,"[0.0,0.9374251190991806,0.0,0.3481869412856937]","[[-0.7575317078362258,0.0,0.6527983698070416,-0.7150417566299438],[0.0,1.0,-0.0,2.925234794616699],[-0.6527983698070416,0.0,-0.7575317078362258,0.22988463938236237],[0.0,0.0,0.0,1.0]]",train,0.12745869394177814,0.12745869394177814,0.12130750868055555,0.121376953125,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0010
11,frame_0011,location_003,candidate_0936,7bb6ee812b6eec55dca8be4d0bfed259152636e2a43f507044f225396f7eb2de,"[-0.7150417566299438,1.4252347946166992,0.22988463938236237]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",199.24707924800262,2,60,259.2470792480026,"[0.0,-0.7702512959690021,0.0,0.6377404966426962]","[[-0.18657411788385433,0.0,-0.9824408880619036,-0.7150417566299438],[0.0,1.0,-0.0,2.925234794616699],[0.9824408880619036,-0.0,-0.18657411788385433,0.22988463938236237],[0.0,0.0,0.0,1.0]]",train,0.7419354838709677,0.7419354838709677,0.7491731770833333,0.7491861979166666,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0011
12,frame_0012,location_004,candidate_0568,4a58fbadb75255597aa65e2431153d35253fadd1e80c279848d91f4f9dda482a,"[3.0712084770202637,1.4252347946166992,3.9374516010284424]","[3.0712084770202637,2.925234794616699,3.9374516010284424]",29.30957034960476,0,0,29.30957034960476,"[0.0,0.2529945486526217,0.0,0.9674677040356728]","[[0.8719875167041125,0.0,0.48952811023698656,3.0712084770202637],[0.0,1.0,-0.0,2.925234794616699],[-0.48952811023698656,0.0,0.8719875167041125,3.9374516010284424],[0.0,0.0,0.0,1.0]]",train,0.6357199055861527,0.6357199055861527,0.6425065104166666,0.6425065104166666,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0012
13,frame_0013,location_004,candidate_0568,4a58fbadb75255597aa65e2431153d35253fadd1e80c279848d91f4f9dda482a,"[3.0712084770202637,1.4252347946166992,3.9374516010284424]","[3.0712084770202637,2.925234794616699,3.9374516010284424]",29.30957034960476,1,-60,329.30957034960477,"[0.0,-0.2646341458656877,-0.0,0.9643488833622083]","[[0.8599375376838759,0.0,-0.5103992861301753,3.0712084770202637],[-0.0,1.0,-0.0,2.925234794616699],[0.5103992861301753,0.0,0.8599375376838759,3.9374516010284424],[0.0,0.0,0.0,1.0]]",train,0.3918174665617624,0.3918174665617624,0.39387369791666665,0.39387369791666665,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0013
14,frame_0014,location_004,candidate_0568,4a58fbadb75255597aa65e2431153d35253fadd1e80c279848d91f4f9dda482a,"[3.0712084770202637,1.4252347946166992,3.9374516010284424]","[3.0712084770202637,2.925234794616699,3.9374516010284424]",29.30957034960476,2,60,89.30957034960475,"[0.0,0.702833558169985,0.0,0.7113543347095864]","[[0.012049979020236743,0.0,0.9999273963671622,3.0712084770202637],[0.0,1.0,-0.0,2.925234794616699],[-0.9999273963671622,0.0,0.012049979020236743,3.9374516010284424],[0.0,0.0,0.0,1.0]]",train,0.20298977183320221,0.20298977183320221,0.19815104166666667,0.19815104166666667,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0014
15,frame_0015,location_005,candidate_0373,3023efbd04d8db216229e966e5caf9cf32b0f8bd20de940eed03689bbb580c71,"[1.108504295349121,-1.374765157699585,1.834372639656067]","[1.108504295349121,0.12523484230041504,1.834372639656067]",44.9634874019668,0,0,44.9634874019668,"[0.0,0.3823890348736298,0.0,0.9240014209991313]","[[0.7075572520168278,0.0,0.7066560231954406,1.108504295349121],[0.0,1.0,-0.0,0.12523484230041504],[-0.7066560231954406,0.0,0.7075572520168278,1.834372639656067],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0015
16,frame_0016,location_005,candidate_0373,3023efbd04d8db216229e966e5caf9cf32b0f8bd20de940eed03689bbb580c71,"[1.108504295349121,-1.374765157699585,1.834372639656067]","[1.108504295349121,0.12523484230041504,1.834372639656067]",44.9634874019668,1,-60,344.9634874019668,"[0.0,-0.13084209217038884,-0.0,0.9914032211549827]","[[0.9657606938329509,0.0,-0.25943454328076127,1.108504295349121],[-0.0,1.0,-0.0,0.12523484230041504],[0.25943454328076127,0.0,0.9657606938329509,1.834372639656067],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0016
17,frame_0017,location_005,candidate_0373,3023efbd04d8db216229e966e5caf9cf32b0f8bd20de940eed03689bbb580c71,"[1.108504295349121,-1.374765157699585,1.834372639656067]","[1.108504295349121,0.12523484230041504,1.834372639656067]",44.9634874019668,2,60,104.9634874019668,"[0.0,0.7931593288287427,0.0,0.6090141862813528]","[[-0.25820344181612326,0.0,0.9660905664762015,1.108504295349121],[0.0,1.0,-0.0,0.12523484230041504],[-0.9660905664762015,0.0,-0.25820344181612326,1.834372639656067],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,1.0,1.0,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0017
18,frame_0018,location_006,candidate_0090,0bfb1bcbf33eaf40b739981d9b446b293456e038aec6aa59c9b9d406e9155ba5,"[1.5419844388961792,-1.374765157699585,-1.6618530750274658]","[1.5419844388961792,0.12523484230041504,-1.6618530750274658]",138.17679492240617,0,0,138.17679492240617,"[0.0,0.9341322148289484,0.0,0.3569271707488287]","[[-0.745205989562473,0.0,0.6668343370884672,1.5419844388961792],[0.0,1.0,-0.0,0.12523484230041504],[-0.6668343370884672,0.0,-0.745205989562473,-1.6618530750274658],[0.0,0.0,0.0,1.0]]",train,0.96066089693155,0.96066089693155,0.9708203125,0.9708203125,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0018
19,frame_0019,location_006,candidate_0090,0bfb1bcbf33eaf40b739981d9b446b293456e038aec6aa59c9b9d406e9155ba5,"[1.5419844388961792,-1.374765157699585,-1.6618530750274658]","[1.5419844388961792,0.12523484230041504,-1.6618530750274658]",138.17679492240617,1,-60,78.17679492240617,"[0.0,0.6305186431608777,0.0,0.7761741045838658]","[[0.20489248125313173,0.0,0.9787844865576565,1.5419844388961792],[0.0,1.0,-0.0,0.12523484230041504],[-0.9787844865576565,0.0,0.20489248125313173,-1.6618530750274658],[0.0,0.0,0.0,1.0]]",train,0.35169158143194335,0.35169158143194335,0.3497493489583333,0.3497493489583333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0019
20,frame_0020,location_006,candidate_0090,0bfb1bcbf33eaf40b739981d9b446b293456e038aec6aa59c9b9d406e9155ba5,"[1.5419844388961792,-1.374765157699585,-1.6618530750274658]","[1.5419844388961792,0.12523484230041504,-1.6618530750274658]",138.17679492240617,2,60,198.17679492240617,"[0.0,0.9874458139097063,-0.0,-0.15795811024508252]","[[-0.9500984708156047,0.0,-0.31195014946918925,1.5419844388961792],[0.0,1.0,-0.0,0.12523484230041504],[0.31195014946918925,-0.0,-0.9500984708156047,-1.6618530750274658],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,0.999951171875,0.999951171875,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0020
21,frame_0021,location_007,candidate_0833,6d6f534d40f2eec213392f3d34de3ac8f604d183cb1b8d72d8fb4062392d0034,"[-2.144124984741211,1.4252347946166992,3.397672176361084]","[-2.144124984741211,2.925234794616699,3.397672176361084]",300.82008990801137,0,0,300.82008990801137,"[0.0,-0.49378942129883163,-0.0,0.8695815128056512]","[[0.51234401482673,0.0,-0.8587803039609301,-2.144124984741211],[-0.0,1.0,-0.0,2.925234794616699],[0.8587803039609301,0.0,0.51234401482673,3.397672176361084],[0.0,0.0,0.0,1.0]]",train,0.47993705743509046,0.47993705743509046,0.484287109375,0.484287109375,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0021
22,frame_0022,location_007,candidate_0833,6d6f534d40f2eec213392f3d34de3ac8f604d183cb1b8d72d8fb4062392d0034,"[-2.144124984741211,1.4252347946166992,3.397672176361084]","[-2.144124984741211,2.925234794616699,3.397672176361084]",300.82008990801137,1,-60,240.82008990801137,"[0.0,-0.8624249393676304,0.0,0.5061849701015815]","[[-0.4875535520865222,0.0,-0.8730930842973245,-2.144124984741211],[0.0,1.0,-0.0,2.925234794616699],[0.8730930842973245,-0.0,-0.4875535520865222,3.397672176361084],[0.0,0.0,0.0,1.0]]",train,0.16286388670338317,0.16286388670338317,0.16343424479166666,0.16343424479166666,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0022
23,frame_0023,location_007,candidate_0833,6d6f534d40f2eec213392f3d34de3ac8f604d183cb1b8d72d8fb4062392d0034,"[-2.144124984741211,1.4252347946166992,3.397672176361084]","[-2.144124984741211,2.925234794616699,3.397672176361084]",300.82008990801137,2,60,0.8200899080113686,"[0.0,0.007156573438020929,0.0,0.999974391400413]","[[0.9998975669132525,0.0,0.014312780336394678,-2.144124984741211],[0.0,1.0,-0.0,2.925234794616699],[-0.014312780336394678,0.0,0.9998975669132525,3.397672176361084],[0.0,0.0,0.0,1.0]]",train,0.2179386309992132,0.2179386309992132,0.2136328125,0.2136328125,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0023
24,frame_0024,location_008,candidate_0338,2a8e1fe1b1aefff2c69269344eab7b934c5804f990e8a053300b1f43aeb1e0ff,"[2.3806357383728027,1.4252347946166992,-0.5213585495948792]","[2.3806357383728027,2.925234794616699,-0.5213585495948792]",114.98175506475341,0,0,114.98175506475341,"[0.0,0.8433058878399384,0.0,0.5374338838726986]","[[-0.4223296409310134,0.0,0.906442317189065,2.3806357383728027],[0.0,1.0,-0.0,2.925234794616699],[-0.906442317189065,0.0,-0.4223296409310134,-0.5213585495948792],[0.0,0.0,0.0,1.0]]",train,1.0,1.0,0.9999934895833333,0.9999934895833333,INDEPENDENT_AND_HABITAT_TRIPLET_QUALIFIED,apartment_0,274677d9b7caa413230363b68f4aa472e5cc1afe87e422a489fa1b7d844c6182,32296d6457d3855ffe172cf1970364559def5dd15892e149b44d0bc7c6b7e938,ddd147f908537165c40a34b412cd21c3cbfb5a0615871375d02adecbbfaec6f7,84edb118f01fe1460ff64be4b6ef838f23ed4520740af9f457041b438a7b9f5a,pre_render_not_published/0024
