evidence_class,environment,state_id,projection,result,not_a_method_variant
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0aa90e8ccad37e81b2195c3905fc747f18f8a522c71c0a833d9de3fd767be83d,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0aa90e8ccad37e81b2195c3905fc747f18f8a522c71c0a833d9de3fd767be83d,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0aa90e8ccad37e81b2195c3905fc747f18f8a522c71c0a833d9de3fd767be83d,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0b121c60bd31b77c8f5575eed58adc1e7a55ae858050bc9c9fc9b9092c4cf0b7,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0de405729582eada3fa4a67b8dd7c0875a9d081e2d784efb7c5911dc17987035,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,0fa0f752868922b62e138a9eb25a2f6a37be9f274c001aca0097a1b03104fffa,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,12582840ae60f713f54a96de02be975353cdfd7834eb8cd93d4f79ba458c5aa3,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,L4_TERMINAL_MEMBERSHIP_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,L5_FIRST_FAILURE_LOCALIZATION_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,L1_NO_TERMINAL_MEMBERSHIP,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,L2_NO_ZERO_HOLD,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
E2_SHADOW_DIAGNOSTIC,E1_REPLICA_GT_FINE,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,L3_BRAKING_SEGMENT_ONLY,NO_DECISION_CHANGE_OBSERVED_IN_ATOMIC_PROJECTION,True
