state_id,position_m,velocity_m_per_s,goal_m,source_type
23f0dac8d0c4419fabe72fe8bd16a78578dff11bd3fc7ea902d150d8bc559180,"[0.11738588576946545,0.27264698820758426,-0.04578769472535034]","[0.0,0.0,0.0]","[0.2626141142305346,-0.25264698820758424,0.005787694725350349]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
25bdd19e0bcad2d8602beb00eaed98987a680ee9680a7684954bbb94d30373dd,"[0.15121920657052978,-0.25972634291255414,0.03938928651285595]","[0.0,0.0,0.0]","[0.22878079342947027,0.27972634291255416,-0.07938928651285593]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
2859245f10dc9a36f488006d6b3a9f0b086e8c3d8387a1291b31397398426d48,"[0.18567652485501493,-0.262465699791131,-0.010519916241599196]","[0.0,0.0,0.0]","[0.1943234751449851,0.282465699791131,-0.029480083758400603]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
2a6e0b58bfe92ad72daf3c714eef9573f9da560f21916207dede755ccdd781e6,"[-0.07580461692627344,0.07003462018433237,-0.06774571043184986]","[0.0,0.0,0.0]","[0.4558046169262734,-0.050034620184332405,0.027745710431849983]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
2b0b590ab4adecd3318c841a72cd7f65cefb5a9388dacb2ad78b599d5ad3e2ff,"[0.0537500000000001,-0.22599192253125958,-0.07196152422706656]","[0.0,0.0,0.0]","[0.32624999999999993,0.2459919225312596,0.03196152422706665]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
3455bbc3de6510b87c536116f7264c760e699e5e7ce30b25bc08aed275d77d30,"[0.46030768649639175,0.04449644359884668,0.037294134486644426]","[0.0,0.0,0.0]","[-0.08030768649639175,-0.02449644359884664,-0.07729413448664442]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
350fa0cf87caea055258036d0f7ddb4c1fe3813b48d059607c7b1a600355b24b,"[-0.024199468317409573,-0.15844832374511494,0.002299747339619688]","[0.0,0.0,0.0]","[0.4041994683174096,0.17844832374511493,-0.04229974733961988]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
3952d8b454065b493247d60f9b31d53cd21213152da7436fcdd0520f705986b8,"[0.2872514953837851,0.2645552919222416,-0.049171804166028135]","[0.0,0.0,0.0]","[0.09274850461621488,-0.24455529192224157,0.009171804166028145]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
3fa1332cd6bade6068e94c00bff40ec3bd39930948ec4111e225cc4718f28f93,"[0.2709108022769549,-0.2502108607935101,-0.027595547214424834]","[0.0,0.0,0.0]","[0.10908919772304489,0.2702108607935101,-0.012404452785575372]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
41a1bd2b4546d99fc1a1a82eb134d29ef3b21ef28fe735d5a248c88397d5de4b,"[-0.03445186843962944,-0.144523812902605,-0.03506887923086478]","[0.0,0.0,0.0]","[0.41445186843962945,0.16452381290260507,-0.004931120769135005]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
45ab4d11c93de51478bccccd88df14b4b634e960d5333e430fcf6852e61ad46e,"[0.4625,0.009999999999999934,-0.020000000000000146]","[0.0,0.0,0.0]","[-0.08250000000000002,0.0100000000000001,-0.02000000000000006]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
463da07e21ef7084dc4580afc86de4cad9c8e877d74080463755376a9bef9179,"[0.06899184806492659,-0.23415830349438907,-0.07963030786767523]","[0.0,0.0,0.0]","[0.3110081519350735,0.25415830349438906,0.03963030786767521]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
46f64b570c94c97a8d74ff2ad0851b8a191b7618fffeffdd5023153e4339e6b9,"[0.42812395525151636,-0.12248861058737777,0.03604887161590645]","[0.0,0.0,0.0]","[-0.04812395525151639,0.1424886105873778,-0.07604887161590652]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
4cb58df0c263f046cf8998c98a64aeb9ad0ba4f16fef56e76224c59e891decf6,"[0.31869386787555604,0.2501960415394661,-0.07872814677288671]","[0.0,0.0,0.0]","[0.06130613212444383,-0.23019604153946605,0.038728146772886704]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
541ec35e349f0ad2d640c7637f313b5af93ae02d082787adabb882bbca8762e9,"[-0.03445186843962941,0.16452381290260507,-0.00493112076913536]","[0.0,0.0,0.0]","[0.41445186843962933,-0.1445238129026052,-0.03506887923086463]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
54904dafb1f3a67cc66c5fa8f061c7cc3a64818c1e25cafb42245b19429adca3,"[0.02497136025498578,0.22684510154465173,-0.0332186319671926]","[0.0,0.0,0.0]","[0.3550286397450143,-0.20684510154465166,-0.006781368032807409]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
5645d90fb9888c047509157d4d7a81c7b95fb1d55cb051e063927ca84a3a1f13,"[-0.013084562536643168,0.1916945526406895,-0.07098352579697088]","[0.0,0.0,0.0]","[0.39308456253664315,-0.1716945526406895,0.030983525796970886]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
58b7b3f3e38aa197e96b25c9b838a1ca39d6547ad9cf82bba83d46335b5ff975,"[0.20296607206196976,0.2821913499273697,0.00749359130364461]","[0.0,0.0,0.0]","[0.1770339279380301,-0.2621913499273697,-0.04749359130364461]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
5ad11e1d505cd616fc0a26370e18e2a1ed7065d00f6d25976b3ea6aac8e98dd8,"[0.3480655078581515,0.2319719469337165,-0.02570336259825097]","[0.0,0.0,0.0]","[0.03193449214184846,-0.21197194693371646,-0.014296637401749038]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
5cfedae645f34c91766b920776ca0c1161ca03245bcb6e36470e2cb6357ac60c,"[-0.0812660989011656,0.03590277180038971,-0.06887455712302012]","[0.0,0.0,0.0]","[0.4612660989011656,-0.01590277180038975,0.028874557123020003]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
5fb7ba160b8c5d8bb64ea3afde8a74137b1e39b35221466d582b51e2bfe19a99,"[0.44889437958440764,-0.07502911395283773,-0.018096323990115862]","[0.0,0.0,0.0]","[-0.06889437958440758,0.09502911395283799,-0.021903676009883934]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
5fd23181c460874e718610fb5299a5e0b267fa2e07bae8e2b1dabc9adadea0a2,"[0.30320059104301406,0.2578747187341063,-0.0745779197212711]","[0.0,0.0,0.0]","[0.07679940895698596,-0.2378747187341063,0.0345779197212711]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
62af2a6f4be5381ebfe775e0b3f3dade5cc3bff17dcb97ffa9a0552425514128,"[0.46195136933858855,-0.007283018106413833,-0.05557447574327826]","[0.0,0.0,0.0]","[-0.08195136933858854,0.02728301810641387,0.015574475743278093]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
6422b0dd0f9d75a0f58a5a6655baff1db664418c72ad423321e0d507c30c8c7b,"[0.39874711074992153,0.18515962363958197,0.018567256581192352]","[0.0,0.0,0.0]","[-0.018747110749921525,-0.16515962363958195,-0.0585672565811923]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
64238f78882950a8ddc88aab802c705e1cf72e4c9f81dbfd85eb0577f8149bf1,"[0.46195136933858855,0.02728301810641383,0.015574475743278426]","[0.0,0.0,0.0]","[-0.08195136933858854,-0.00728301810641385,-0.05557447574327842]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
6509a7a427df36186a756703339051dc2ebb2cb382b8337382dcdd9f45e6a0f6,"[0.43604748168310425,0.12711911354429928,-0.07783052951359652]","[0.0,0.0,0.0]","[-0.05604748168310428,-0.10711911354429927,0.03783052951359653]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
65b0a830bdb9f25cfc55b4eac47a96f4943103b18f4fbe395f7c3401c6c60522,"[0.13419018295223553,0.27672366659352726,-0.07288720180685487]","[0.0,0.0,0.0]","[0.24580981704776456,-0.2567236665935272,0.03288720180685488]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
67ee79245098e81cbe45f65923302b855285dc8cee864d18b762061bed98610c,"[0.15121920657052978,0.27972634291255416,-0.07938928651285597]","[0.0,0.0,0.0]","[0.22878079342947014,-0.2597263429125542,0.03938928651285596]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
688c99491da3a1461595120631679c95973e4f90389253553b0f78894b59c226,"[0.08472095324862243,0.26134154514349844,0.02407550251945206]","[0.0,0.0,0.0]","[0.2952790467513775,-0.24134154514349848,-0.06407550251945206]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
698da0408366b11e7cc5a70f23aa65c8ec34f01a9d7637f2cf6326cb0658d62d,"[0.039056782596484874,-0.21687528538797518,-0.044055832124396795]","[0.0,0.0,0.0]","[0.3409432174035152,0.23687528538797517,0.004055832124396981]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
6aab37f77f5f9c33e9be0694d6ddb422aaf8471bb30ecfe7bac48a72a83de22f,"[-0.07146183530995054,0.08677212173928958,-0.03690395341048581]","[0.0,0.0,0.0]","[0.45146183530995054,-0.06677212173928962,-0.003096046589514196]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
6e3b5dd3ae665ccd91637029d4631009a11342e65ea9dc588767b0adfd1227fc,"[0.4281239552515164,0.14248861058737775,-0.0760488716159064]","[0.0,0.0,0.0]","[-0.04812395525151644,-0.12248861058737769,0.03604887161590642]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
6e7e0278297312e9b1d0529ecf17dce43d5d2571e830c97c5d25db5d81eaa7fd,"[0.30320059104301417,-0.23787471873410623,0.03457791972127121]","[0.0,0.0,0.0]","[0.07679940895698587,0.2578747187341062,-0.0745779197212713]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
751777678f00f37cb2c1b6b566278d1b3bb2c06b0cc2607db25f9d184af86ae9,"[0.3480655078581515,-0.21197194693371652,-0.014296637401749097]","[0.0,0.0,0.0]","[0.0319344921418486,0.23197194693371656,-0.0257033625982507]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
7668223bf8a6fbf98a2137cc5d372e8662e43d69b07793a3367ce5ef02e3d237,"[-0.05220765975846664,0.13486672717071937,0.03993204035098047]","[0.0,0.0,0.0]","[0.43220765975846664,-0.11486672717071941,-0.07993204035098048]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
797ceb3e21e3e52071d0cc03b2aa2a08c7d7b961d6369a87975de8ce8f711d49,"[0.4429802617468798,-0.09127801916743919,0.017089539173236096]","[0.0,0.0,0.0]","[-0.06298026174687993,0.11127801916743899,-0.057089539173235934]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
7b72fab67566a6c991c62e0a13d9e989f3657c1b30bdad3379b42f5cfb6ef108,"[0.3987471107499215,-0.16515962363958203,-0.058567256581192426]","[0.0,0.0,0.0]","[-0.01874711074992161,0.1851596236395819,0.018567256581192595]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
7c5398f4db1c487dab72eb609ffbdfcf76b74999c13739437a0769b2d35a4e8b,"[-0.013084562536643196,-0.17169455264068945,0.030983525796970692]","[0.0,0.0,0.0]","[0.39308456253664326,0.19169455264068944,-0.0709835257969708]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
803756b879fb83744b28ed5e6e452069a28c939e376d11ab6037b8175f84d119,"[0.05374999999999994,0.24599192253125954,0.031961524227066204]","[0.0,0.0,0.0]","[0.32625000000000004,-0.22599192253125952,-0.0719615242270662]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
83cdb26b5370d0fcf994402dfd09b252d71c6e23c5beddcae1c03485ecee87a5,"[-0.06606623916416005,-0.08320048905624472,-0.040521208599540226]","[0.0,0.0,0.0]","[0.4460662391641601,0.10320048905624456,0.0005212085995404195]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
83efa63cb6d1af6b26b41c453cda37749d047dec2f6ed06d795a9cf98ad2a1be,"[0.3186938678755561,-0.2301960415394661,0.038728146772886746]","[0.0,0.0,0.0]","[0.06130613212444394,0.2501960415394661,-0.0787281467728867]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
8ad08340c293040823b9137b2f05229ad3aee1cc7ad148d08323b9a6382c0891,"[0.38721752538363163,0.19804653062887556,0.038308694099412496]","[0.0,0.0,0.0]","[-0.007217525383631684,-0.1780465306288755,-0.0783086940994125]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
8c196d5b3a3e63e9483c52542ec2161079726061780d437a380f0499c72ff62a,"[-0.0011519068999725768,0.2042091617007401,-0.07981128655711654]","[0.0,0.0,0.0]","[0.3811519068999726,-0.18420916170074011,0.03981128655711655]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
8c3af14989ff05726bc7577f8b54575d168e8284ad99ee8830821d7146298384,"[0.22020340947302552,0.2808209815656918,0.03375962645748018]","[0.0,0.0,0.0]","[0.15979659052697445,-0.2608209815656918,-0.07375962645748017]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
9033477337fa1843670bbf7ba0376194a9e375446cd989db75ae39a842940e70,"[0.06899184806492654,0.25415830349438906,0.03963030786767524]","[0.0,0.0,0.0]","[0.3110081519350733,-0.2341583034943891,-0.07963030786767523]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
9081b76c9e23ab74a973950eb3e79f20158e07fc1845dcfce795381264850155,"[0.38721752538363163,-0.17804653062887554,-0.07830869409941253]","[0.0,0.0,0.0]","[-0.007217525383631435,0.19804653062887576,0.038308694099412496]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
99be7c6fba87b9d1807821cb550f57937324338ce6ba53f250d5386b2c709687,"[0.4537660211305071,0.07843782650684408,0.014023591831766252]","[0.0,0.0,0.0]","[-0.07376602113050712,-0.05843782650684403,-0.05402359183176628]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
9dcfe25ff9448359939c88bdc62d5e9e47ba284d5864390b0b69a09cfdecb408,"[-0.08236280779941796,0.018645861878223438,-0.03872200674190913]","[0.0,0.0,0.0]","[0.46236280779941796,0.0013541381217765294,-0.001277993258090665]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
9fdde340d5e6327f85186fd37d99046cc345bebac016348a8f70e560dcf28687,"[0.20296607206196982,-0.2621913499273697,-0.04749359130364447]","[0.0,0.0,0.0]","[0.17703392793803024,0.2821913499273697,0.007493591303644659]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
a00fd35101770a16fd6ecb2db460784048f4918104b4b6b3b353bd70fc7ae2d6,"[0.01155044999990984,0.2159417590115354,-0.0653449744612555]","[0.0,0.0,0.0]","[0.3684495500000903,-0.19594175901153535,0.02534497446125551]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
a2eaf635ad381e9c86d2edf28198c64c39cdde3d12d61b51fc09d905149dbd23,"[0.08472095324862243,-0.24134154514349843,-0.06407550251945215]","[0.0,0.0,0.0]","[0.2952790467513776,0.26134154514349844,0.024075502519452018]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
a8fb2715c2731d8dac62059c5a320245c8f23b6414be17377073faecb69fd29b,"[0.11738588576946556,-0.25264698820758424,0.005787694725350595]","[0.0,0.0,0.0]","[0.2626141142305345,0.27264698820758426,-0.045787694725350395]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
ae3a4d6e2df62912cde3a53e61cec736ebd65d2b4dbcf300914587a20c3daeda,"[-0.08236280779941796,0.0013541381217765085,-0.001277993258090606]","[0.0,0.0,0.0]","[0.46236280779941796,0.018645861878223577,-0.03872200674190959]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
b3127e019d7c55c8b6bd9f34a44a01bfd69f9237d668cd6b7ef9a0905b832630,"[0.2709108022769549,0.27021086079351014,-0.012404452785575101]","[0.0,0.0,0.0]","[0.10908919772304498,-0.2502108607935101,-0.027595547214424893]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
b73965378c6b7997e6645a549cc6e721e998e8a28215e9b0dbfc8d140aaa132c,"[0.10087397999600259,0.26751272309974716,-0.008644925338375369]","[0.0,0.0,0.0]","[0.2791260200039974,-0.2475127230997472,-0.03135507466162463]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
bb08cc0e11d4c32c819d935ad761eeb87ee0742c28bc41331d9507a47942230c,"[0.33366893992386193,-0.22155017966124269,0.020006140030977507]","[0.0,0.0,0.0]","[0.04633106007613813,0.24155017966124273,-0.060006140030977664]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
bb299e9da5fce0aabf409da31ea1c36c2140feee439c85df535e84306ef8eaf1,"[-0.059639554650238985,0.11925357089830221,0.029954191278086222]","[0.0,0.0,0.0]","[0.4396395546502391,-0.09925357089830214,-0.06995419127808623]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
bc558ea37005c8e50769580ad9c083cb5ff7fae8144a37478f765aa643b1314a,"[0.25424430992631897,0.2748186523681651,0.02140474068892673]","[0.0,0.0,0.0]","[0.12575569007368115,-0.25481865236816514,-0.06140474068892672]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
be41268cdcb6bcd2d3c77003c46b178d361eb2c2e805262238217aa75cfed77e,"[-0.04380048010653123,-0.12997708920375325,-0.06656878785750547]","[0.0,0.0,0.0]","[0.4238004801065312,0.14997708920375336,0.026568787857505338]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
be88e6d34f75a826818a36de44ca2f099ccb0739f77575c515e8bd372344299a,"[0.024971360254985836,-0.20684510154465174,-0.006781368032807466]","[0.0,0.0,0.0]","[0.3550286397450142,0.22684510154465176,-0.03321863196719275]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c16bfbe29d69a18fa2272caa0d3a97e7611fb980b404a121be98341597248b48,"[0.16840438675652505,-0.2616429264469043,0.02276165028273199]","[0.0,0.0,0.0]","[0.21159561324347498,0.2816429264469043,-0.06276165028273184]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c2b6ddb3862e53b35356083dd700b0b63397d9bc2a1eb0210b441bee9befff73,"[0.3748938146493186,-0.19017624060917776,-0.07534125764627496]","[0.0,0.0,0.0]","[0.005106185350681275,0.21017624060917767,0.035341257646275034]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c643cdbfb61ceaec9270c516f222d34e01dd0dadbc7ea6503b97399cd197d7e1,"[-0.07907709716431743,-0.0330553804027379,0.0399924476604325]","[0.0,0.0,0.0]","[0.45907709716431744,0.05305538040273786,-0.0799924476604325]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c6929bc5b321c552e1f24c8586998af12a05de77784462ce961c00d703e0e092,"[0.4625,0.01,-0.02]","[0.0,0.0,0.0]","[-0.08250000000000002,0.010000000000000033,-0.019999999999999993]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c6fae842861556dc1fb52d0305043d0b82ac3be2c863fe8eb196b4b8f7753923,"[-0.001151906899972549,-0.18420916170074014,0.03981128655711652]","[0.0,0.0,0.0]","[0.3811519068999727,0.20420916170074005,-0.07981128655711651]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c71a3527d2d4a6e6e3d1a7ba856df6c1f1bec7d410daf54614818ab58a8e2171,"[0.4094361451772135,0.17156741066738954,-0.016194564820606158]","[0.0,0.0,0.0]","[-0.02943614517721352,-0.1515674106673895,-0.023805435179393833]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c7ef8c2e7a399723696be56aa43ba0f632878756eaf236429d217f7a8aa4fcf9,"[0.33366893992386193,0.2415501796612427,-0.06000614003097747]","[0.0,0.0,0.0]","[0.04633106007613799,-0.22155017966124263,0.020006140030977466]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c7f1c4138bbd74b51d2d3b66f2cad154c38f62eba3c255652aa73cd51ee919f3,"[0.4192415876964969,0.15732462275665035,-0.05243844904733584]","[0.0,0.0,0.0]","[-0.03924158769649688,-0.13732462275665033,0.012438449047335851]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
c90e98e33ec2f1a56e33a6b81f39474a67600b0a0f4dec10807eb726e271336d,"[0.46030768649639175,-0.024496443598846618,-0.07729413448664439]","[0.0,0.0,0.0]","[-0.08030768649639175,0.04449644359884665,0.037294134486644454]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
cafe714d080d4a38adaea4daaf6482755aaf6b7597026ec673f489a013143ec1,"[0.13419018295223556,-0.25672366659352724,0.03288720180685491]","[0.0,0.0,0.0]","[0.24580981704776445,0.27672366659352726,-0.0728872018068548]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
d0459487580384d8de3f685351298d3ea1e177a5e57dd80b999e9420fe2995a4,"[0.10087397999600253,-0.24751272309974715,-0.03135507466162478]","[0.0,0.0,0.0]","[0.2791260200039975,0.26751272309974716,-0.008644925338375008]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
d154a9e708bcecc38d084abeb8f2d965f05a089854ce9184464610354682d52f,"[0.4429802617468798,0.11127801916743926,-0.05708953917323631]","[0.0,0.0,0.0]","[-0.06298026174687982,-0.09127801916743922,0.01708953917323631]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
d400e0e39986a5dee174d75e6462e0f482212dcf149ab014781361a8e834ddd8,"[0.03905678259648496,0.23687528538797523,0.004055832124396929]","[0.0,0.0,0.0]","[0.340943217403515,-0.2168752853879752,-0.04405583212439694]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
d7f191f71923e65603e32f78c484b80994e640d722ac7f7301e44874c8fbd995,"[0.36182560178053236,0.22149991151950377,0.010820643494404345]","[0.0,0.0,0.0]","[0.018174398219467647,-0.20149991151950378,-0.05082064349440435]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
d98fe32fca09915bc391f108a9f36969b59b43fb12f749abde991d20b064c093,"[0.4094361451772135,-0.15156741066738946,-0.02380543517939388]","[0.0,0.0,0.0]","[-0.02943614517721352,0.1715674106673895,-0.016194564820606324]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
e113f9cef791b38ba00a95660451012d8343d95c7f146f48282fbe86ed51c122,"[0.18567652485501482,0.282465699791131,-0.029480083758401082]","[0.0,0.0,0.0]","[0.1943234751449852,-0.262465699791131,-0.010519916241598927]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
e4b3645dcc182d855ae81955ed338e6426955bca789e5a79238ebd387f47f7dc,"[-0.06606623916416005,0.10320048905624477,0.0005212085995401627]","[0.0,0.0,0.0]","[0.44606623916416005,-0.0832004890562447,-0.04052120859954017]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
e4ef225a8ce2b26d0e9ede5087fa8d052b050241a70eb637bfb4bce814a824e9,"[0.44889437958440764,0.09502911395283774,-0.021903676009884045]","[0.0,0.0,0.0]","[-0.06889437958440764,-0.07502911395283775,-0.018096323990115962]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
e56b063a6a9c54ae9a445d72c31399d1ddb7aee22441086688954bab3e426260,"[0.37489381464931854,0.21017624060917786,0.035341257646274854]","[0.0,0.0,0.0]","[0.005106185350681469,-0.19017624060917782,-0.07534125764627485]",OFFICIAL_NATIVE_TRIAL_INITIAL_STATE
