state_id,position_m,velocity_m_per_s,goal_m,source_type
151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,"[2.308898091316223,2.925234794616699,-0.6090812385082245]","[0.007198203245529906,0.0,0.09974059288993646]","[2.357872724533081,2.925234794616699,0.06952685117721558]",ROUTE_EDGE
16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,"[-0.6565583944320679,2.925234794616699,0.6086075305938721]","[0.02259266141793124,0.0,0.010703814743105437]","[0.41627371311187744,2.925234794616699,1.1168874502182007]",ROUTE_NODE
18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,"[0.31934700906276703,0.12523484230041504,2.3388333916664124]","[-0.0421281044069876,0.0,0.026929961364137757]","[-0.46981027722358704,0.12523484230041504,2.843294143676758]",ROUTE_EDGE
18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,"[2.320279598236084,2.925234794616699,-0.9045239388942719]","[-0.0,0.0,-0.0]","[2.2599234580993652,2.925234794616699,-1.2876893281936646]",ROUTE_EDGE
1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,"[4.0898131132125854,0.12523484230041504,-0.12253284454345703]","[-0.0,0.0,-0.0]","[4.043975830078125,0.12523484230041504,-0.3924940228462219]",ROUTE_EDGE
1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,"[3.4841988682746887,0.12523484230041504,-0.8104178346693516]","[-0.0,0.0,-0.0]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,"[2.9139232635498047,2.925234794616699,2.24300479888916]","[0.0,0.0,0.0]","[3.7096052169799805,2.925234794616699,2.671212673187256]",ROUTE_EDGE
1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,"[1.5419844388961792,0.12523484230041504,-1.6618530750274658]","[0.03845248766450819,0.0,-0.03195944605919893]","[2.052314043045044,0.12523484230041504,-2.0860090255737305]",ROUTE_NODE
1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,"[2.910740852355957,0.12523484230041504,2.9560306072235107]","[0.0551694953054434,0.0,-0.0834045969221281]","[3.23270320892334,0.12523484230041504,2.4692916870117188]",ROUTE_NODE
1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,"[2.333385407924652,2.925234794616699,-0.26977719366550446]","[0.0,0.0,0.0]","[2.357872724533081,2.925234794616699,0.06952685117721558]",ROUTE_EDGE
1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,"[0.09646345674991608,2.925234794616699,1.377356767654419]","[-0.0,0.0,-0.0]","[-0.5429940223693848,2.925234794616699,0.9926732778549194]",ROUTE_NODE
1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,"[2.369254231452942,2.925234794616699,-0.2259158492088318]","[-0.0019247506951354156,0.0,0.04996293961289283]","[2.357872724533081,2.925234794616699,0.06952685117721558]",ROUTE_EDGE
204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,"[-0.32530006766319275,2.925234794616699,0.8025947138667107]","[0.03766342255007598,0.0,-0.03288565951618469]","[0.3277817964553833,2.925234794616699,0.23235902190208435]",ROUTE_EDGE
21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,"[-0.12014234066009521,2.925234794616699,0.8627474904060364]","[0.06777798425379372,0.0,0.03211144422931631]","[0.41627371311187744,2.925234794616699,1.1168874502182007]",ROUTE_EDGE
2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,"[1.1486784219741821,0.12523484230041504,0.6198881715536118]","[-0.049950578730930714,0.0,0.002222540088523214]","[0.6400046348571777,0.12523484230041504,0.6425215005874634]",ROUTE_EDGE
22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,"[1.108504295349121,0.12523484230041504,1.834372639656067]","[-0.013621382980980057,0.0,0.020963251791777604]","[0.366214394569397,0.12523484230041504,2.9767537117004395]",ROUTE_NODE
22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,"[0.9492912963032722,0.12523484230041504,1.9389313161373138]","[-0.08358669000643555,0.0,0.054893216828384606]","[0.4716522991657257,0.12523484230041504,2.2526073455810547]",ROUTE_EDGE
235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,"[-0.06336015462875366,2.925234794616699,1.05478036403656]","[0.0,0.0,0.0]","[0.41627371311187744,2.925234794616699,1.1168874502182007]",ROUTE_EDGE
241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,"[0.5582714676856995,2.925234794616699,0.7475411891937256]","[-0.008971257235919778,0.0,0.023334878264241216]","[0.41627371311187744,2.925234794616699,1.1168874502182007]",ROUTE_EDGE
274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,"[1.1943452209234238,2.925234794616699,1.6375038027763367]","[0.08432512005956123,0.0,0.05375196858665349]","[1.8084056377410889,2.925234794616699,2.028928756713867]",ROUTE_EDGE
274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,"[-1.8436552584171295,0.19184303283691406,4.425761699676514]","[-0.014432477148188821,0.003535609628508187,0.047740999863029765]","[-1.9342875480651855,0.21404576301574707,4.725563049316406]",ROUTE_EDGE
284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,"[-0.2606537900865078,2.925234794616699,0.04324399679899216]","[-0.09250076461483249,0.0,0.03799484893602494]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",ROUTE_EDGE
29702195a427c3d65a779f114fa21f600b79230903124132242ea0e0ff96c145,"[-0.4121164456009865,2.925234794616699,0.10545754432678223]","[-0.046250382307416245,0.0,0.01899742446801247]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",ROUTE_EDGE
2a7752537df742a3101b8637ff7674291cb37d0327b12780632a5498d04aaaa2,"[0.12709197402000427,0.12523484230041504,2.1068240106105804]","[-0.0,0.0,0.0]","[-0.20004546642303467,0.12523484230041504,2.197641134262085]",ROUTE_EDGE
2aa83be94e2eec221dc8350049349c668020f0343eef7270ad6cec9eb0355b9d,"[-1.6056526899337769,2.925234794616699,2.8998583555221558]","[0.036714251035234055,0.0,-0.03394206491835485]","[-1.0671803951263428,2.925234794616699,2.4020445346832275]",ROUTE_EDGE
2cc3321a1b80b9ddf1373cbeb1b7aeeeda1d16896d422ab67107ee95ada3d0c6,"[0.11008784174919128,2.925234794616699,0.4224375858902931]","[0.07532684510015196,0.0,-0.06577131903236938]","[0.3277817964553833,2.925234794616699,0.23235902190208435]",ROUTE_EDGE
2d377b75bfb770dbd1e51a6df68421d4d7258c6b3a17c7c0674ad0b108631129,"[1.0406432151794434,0.12523484230041504,2.865189552307129]","[0.0016422534441574593,0.0,-0.024946001756296604]","[1.108504295349121,0.12523484230041504,1.834372639656067]",ROUTE_NODE
2f4ac4a2d90f2e482e616dc56028afc4d0e33bc32bd1b294ee61be67c9b5470b,"[3.3434863686561584,0.12523484230041504,-0.947558268904686]","[-0.03918839969760175,0.0,-0.03105268634339077]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
335f65bf9144071002dc3f1013ea047f3d60ee67790941294ebc8fe671ab8410,"[3.777464270591736,2.925234794616699,2.8924810886383057]","[-0.044463800367106454,0.0,0.022868547328461945]","[3.5384974479675293,2.925234794616699,3.0153861045837402]",ROUTE_EDGE
33fb1aa673c9e34836e4fa921353c35316f525bc61d20a670c981bfc6c512c77,"[0.08308446407318115,0.12523484230041504,2.587197422981262]","[0.029396106567399678,0.0,0.04044587641129911]","[0.366214394569397,0.12523484230041504,2.9767537117004395]",ROUTE_EDGE
360514be785617468ec5f627d1ee4169ca692bfb93ef970672b784a7d3800be1,"[3.2491410970687866,0.12523484230041504,-0.14526287093758583]","[-0.010466962306168252,0.0,-0.07426602655374294]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
3836c97635fd76445ce91a4f0f6b0675cc79bebdded4c011eb13febf75e48b89,"[4.16314572095871,0.12523484230041504,0.5528327226638794]","[0.010765163551979755,0.0,0.022563493827400194]","[4.227324962615967,0.12523484230041504,0.6873506903648376]",ROUTE_EDGE
384f698221bfd95abf7809647f9af059593692e01323c99be12688aa8a7369f7,"[-0.38488030433654785,2.925234794616699,0.32851992174983025]","[-0.0,0.0,-0.0]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",ROUTE_EDGE
3897a95d3397d8f814095b3e53a31ba2896de2f87d8f9bc5c88bc5b8fdbc8f86,"[0.9226513504981995,2.925234794616699,2.289044201374054]","[0.0108980136966049,0.0,0.09940439274734598]","[0.9695367813110352,2.925234794616699,2.7167017459869385]",ROUTE_EDGE
3a00121189d4237a83cc0b825ec3fedae43705d0b0fc620e0f5b4df73d3a2742,"[0.6213413774967194,2.925234794616699,1.7406535744667053]","[0.0,0.0,-0.0]","[0.9896584153175354,2.925234794616699,1.5070288181304932]",ROUTE_EDGE
3a070c6e900eab3adcf9eedd1f543aa20f9be30d28c7ef938a1808ef98cadcd3,"[3.259033441543579,2.925234794616699,1.7459735870361328]","[0.016125269555849878,0.0,0.0732459943051576]","[3.5384974479675293,2.925234794616699,3.0153861045837402]",ROUTE_NODE
3bc29522101f21d9eb27c4ef0870ea39eb11002cd4da0cbfafd8a38c2fd35fc8,"[1.1943452209234238,2.925234794616699,1.6375038027763367]","[0.0,0.0,0.0]","[1.8084056377410889,2.925234794616699,2.028928756713867]",ROUTE_EDGE
3cfeae91ed6572004e76d6fba726a35a3d6a8d48d5e131e809993e781fd277d2,"[0.6400046348571777,0.12523484230041504,0.6425215005874634]","[0.0,0.0,-0.0]","[0.8656949996948242,0.12523484230041504,0.29479125142097473]",ROUTE_NODE
3f0ae49f67739aa508d7b7891f8200f17489303e36e3b7c1d1ffb62ab00f4eba,"[-0.22326528280973434,2.925234794616699,1.1850150227546692]","[-0.0,0.0,-0.0]","[-0.5429940223693848,2.925234794616699,0.9926732778549194]",ROUTE_EDGE
404e9b51e12d42dec15caa60d2944c759ab091696e5cbd240fbd1b243a0f23a4,"[4.101984977722168,2.925234794616699,2.597489356994629]","[0.0,0.0,-0.0]","[4.4943647384643555,2.925234794616699,2.523766040802002]",ROUTE_EDGE
42943f603fd47daaed71c6e166d227c4ac377b64eedf9c8d8b8a7efe6190ef68,"[0.3037278577685356,0.12523484230041504,2.2388657927513123]","[-0.04983342519843512,0.0,-0.004077956962986644]","[-0.20004546642303467,0.12523484230041504,2.197641134262085]",ROUTE_EDGE
4694bc0fd3a181d43e8c59b70fa5deb320ff3149609d2f0d8311e53f55524087,"[-0.08246448636054993,0.12523484230041504,-1.1438867300748825]","[0.04623065854414681,0.0,0.019045372418897605]","[0.49911826848983765,0.12523484230041504,-0.9042955040931702]",ROUTE_EDGE
47f0d8ed5c98e5cea69960c1b30c6b805296461e7fefa41c3076864bee586811,"[3.48431932926178,2.925234794616699,2.2085931301116943]","[-0.021891178109425424,0.0,-0.04495304573642829]","[3.259033441543579,2.925234794616699,1.7459735870361328]",ROUTE_EDGE
4968625f8301a7ef3715d6f4012b6d33fd7bb683a2bc2578f313758d161b2dfc,"[0.31934700906276703,0.12523484230041504,2.3388333916664124]","[-0.0842562088139752,0.0,0.053859922728275514]","[-0.46981027722358704,0.12523484230041504,2.843294143676758]",ROUTE_EDGE
4a968f7dcc3e71b95ea76a55192207200b337eeb266a25462313c3ff6480c6de,"[0.41627371311187744,2.925234794616699,1.1168874502182007]","[-0.058153024420470746,0.0,0.04736270421705387]","[0.09646345674991608,2.925234794616699,1.377356767654419]",ROUTE_NODE
4b44ab7beec09f1b6a0aff7840602db3f3f9d73069041b72969a90ad68611fc9,"[3.3434863686561584,0.12523484230041504,-0.947558268904686]","[-0.05878259954640262,0.0,-0.04657902951508615]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
4c2be3320444871cbcf00b92e0fb3794473e4e7a631f60dfff9465b99f5e9713,"[0.4783189035952091,2.925234794616699,0.8126585185527802]","[-0.028008105593740874,0.0,0.041419150414389976]","[0.09646345674991608,2.925234794616699,1.377356767654419]",ROUTE_EDGE
4c41478b3e9caa74ffcf553fadb10fa68354176bb1fcacf585d52e5711ac1f85,"[3.5402989387512207,0.12523484230041504,-0.49165043234825134]","[-0.0,0.0,-0.0]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
4f4a6a5b04b729af1e44ecb497e8ea16bdb3041fc7a8503783fc23d38f201709,"[0.13580341637134552,0.12523484230041504,2.22512423992157]","[-0.0,0.0,-0.0]","[-0.20004546642303467,0.12523484230041504,2.197641134262085]",ROUTE_EDGE
4f8493fd890064bef32029677a254723ccba9383aed01981ce69df51b517af7b,"[3.59696227312088,2.925234794616699,2.439902901649475]","[-0.0,0.0,-0.0]","[3.259033441543579,2.925234794616699,1.7459735870361328]",ROUTE_EDGE
50ce4559a50824bcadf22821b09817828f463d54ece9b16aaf9efa4994601f5d,"[2.4034393429756165,2.925234794616699,1.7975910902023315]","[-0.09981851326143684,0.0,0.006021993878804432]","[2.118241310119629,2.925234794616699,1.8147969245910645]",ROUTE_EDGE
5110700a12f95f83c0f24d90602ab082baf6e173da9057e0db77cc11520be466,"[0.5479177981615067,2.925234794616699,1.084840103983879]","[0.048581191739082354,0.0,-0.011826572166545826]","[0.9428500533103943,2.925234794616699,0.9886980652809143]",ROUTE_EDGE
5219b56e1e79adce342af442e4e7a5693f889d9991e47685bf9c9faa4454ccfb,"[1.108504295349121,0.12523484230041504,1.834372639656067]","[0.0723670802340145,0.0,0.019697860249369897]","[2.1686153411865234,0.12523484230041504,2.1229281425476074]",ROUTE_NODE
535eefa47566f65f0636b29eff2b662375408e555381e27cd6ca5a38251412f2,"[2.156952202320099,0.12523484230041504,3.1182790994644165]","[0.0008787607661509967,0.0,-0.0749948516867383]","[2.1686153411865234,0.12523484230041504,2.1229281425476074]",ROUTE_EDGE
5762860bef840504acefb56765f6bd7c8fb9d747c47fac0cd70de13aef864464,"[-0.06340091302990913,2.925234794616699,1.281185895204544]","[-0.04284479175282345,0.0,-0.0257744800075034]","[-0.5429940223693848,2.925234794616699,0.9926732778549194]",ROUTE_EDGE
5955840c212b4074ad46d065de442f1d835a0cd5be2975bee15ed83cf50eb0d0,"[-0.4094833433628082,0.12523484230041504,-0.4179464280605316]","[0.06612316508283175,0.0,-0.035393884209402315]","[0.49911826848983765,0.12523484230041504,-0.9042955040931702]",ROUTE_NODE
5a458c889e9d40d98b421cd4b08dac9b9c062d421015930e2a72016a66d311c9,"[0.7029660642147064,2.925234794616699,1.311958134174347]","[0.04133828547522371,0.0,0.02812732041928112]","[0.9896584153175354,2.925234794616699,1.5070288181304932]",ROUTE_EDGE
5aed8f1b0f82a40e77ab8f41bc83e06dde14f92d201c13930e879ab07102c28c,"[1.9985645115375519,0.12523484230041504,3.410148501396179]","[-0.0,0.0,-0.0]","[1.5350645780563354,0.12523484230041504,3.290405750274658]",ROUTE_EDGE
5baaf5a73c3b984563b7592dd57b5f940e5f4924f53695780ae5439abd53df08,"[3.156373620033264,0.12523484230041504,-0.8034740798175335]","[-0.0,0.0,-0.0]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
5c56537b879c342ad41dab6c2dc65d895e2cf9d9dbd2bf29d824a0ee182230b0,"[0.8757659196853638,2.925234794616699,1.8613866567611694]","[0.002724503424151225,0.0,0.024851098186836496]","[0.9695367813110352,2.925234794616699,2.7167017459869385]",ROUTE_NODE
5c878ecdda7b012dd24e54485b144f94e11c39db316a9d4d0e26143328a740bd,"[-2.1930789947509766,0.2470024824142456,0.7537014484405518]","[0.07423901132048187,-0.00645556581675907,0.008479084157080687]","[-1.1937029361724854,0.16010022163391113,0.867843508720398]",ROUTE_NODE
60607231e268a66923b08bc18e21f9f0b92bc304ef4b0fbab956fcbd7a29f8ce,"[3.7614248991012573,0.12523484230041504,0.4355967119336128]","[-0.0,0.0,-0.0]","[3.295524835586548,0.12523484230041504,0.183842733502388]",ROUTE_EDGE
60de3754fe99ad2f0c31d03c6b4cc57fac8271539b2aeb0b3800386855b65316,"[0.4783189035952091,2.925234794616699,0.8126585185527802]","[-0.05601621118748175,0.0,0.08283830082877995]","[0.09646345674991608,2.925234794616699,1.377356767654419]",ROUTE_EDGE
60edb15eac223899d8fb646483b0681cded2f432cd0971f36adeabbc60dbeebd,"[3.295524835586548,0.12523484230041504,0.183842733502388]","[0.03358684740022023,0.0,-0.03703948814055507]","[3.6364846229553223,0.12523484230041504,-0.19216683506965637]",ROUTE_NODE
638c9b05c8cb67a9f24eaf37d7695722d4e1127a0642c9ba72149bff6dd24bc6,"[3.471485197544098,0.12523484230041504,-0.9791279584169388]","[0.06903744719750807,0.0,0.029305816563462015]","[4.555971145629883,0.12523484230041504,-0.5187727808952332]",ROUTE_EDGE
64b4963271f6a989f3d3206d05cd8abe55b3556b39ca9d82425aff9d781b55e6,"[0.8757659196853638,2.925234794616699,1.8613866567611694]","[0.00544900684830245,0.0,0.04970219637367299]","[0.9695367813110352,2.925234794616699,2.7167017459869385]",ROUTE_NODE
64fdfa10687ac4d7c596a8b9e6b47f14488049f0dbaef5ca38788596ae485e84,"[2.284410774707794,2.925234794616699,-0.9483852833509445]","[0.003599101622764953,0.0,0.04987029644496823]","[2.357872724533081,2.925234794616699,0.06952685117721558]",ROUTE_EDGE
65b0231a2034e83f6481eb28084cf52acaff3f3f7d3ac06186c577fa0144c67c,"[1.9965499639511108,2.925234794616699,0.502536416053772]","[-0.0,0.0,-0.0]","[1.6860692501068115,2.925234794616699,0.07839435338973999]",ROUTE_NODE
6744df98e967559ee47ca4363ff88ff22f355dceb39ca6bd10b666aa66c16d86,"[0.3510337546467781,2.925234794616699,1.0008912682533264]","[-0.04201215839061131,0.0,0.06212872562158495]","[0.09646345674991608,2.925234794616699,1.377356767654419]",ROUTE_EDGE
698fb32b7adeab8475d7f2fd439e4a45fd4ecae17975c41d70bc092ef46f6a6f,"[1.460372656583786,2.925234794616699,1.8009184300899506]","[-0.041823677944125386,0.0,-0.02740036429002506]","[0.41627371311187744,2.925234794616699,1.1168874502182007]",ROUTE_EDGE
6b3fd059ec979411b2865df21ceb893657cdd43d62abb65642a44f09ff0906eb,"[-1.7527187913656235,2.925234794616699,3.286505103111267]","[-0.024048833998358537,0.0,0.006830342840545753]","[-2.144124984741211,2.925234794616699,3.397672176361084]",ROUTE_EDGE
6e12f66332b7dea58c36ca96dab7fa3c9fa51c7308be51c262b0d8af7e1bc1ca,"[0.41893334686756134,0.12523484230041504,2.614680528640747]","[-0.014408373443842649,0.0,0.09895654993330544]","[0.366214394569397,0.12523484230041504,2.9767537117004395]",ROUTE_EDGE
6f3667e0d18e4e0699456e2118b78c4efb5674a79d3c988580c3826416b2c5d2,"[0.44023364037275314,2.925234794616699,0.7440296337008476]","[-0.02921752540161416,0.0,-0.040575068815789234]","[-0.10919113457202911,2.925234794616699,-0.018969550728797913]",ROUTE_EDGE
755381ed6670f7e512b6c62c246b8068ea08eca9273a2c5d83e137db9395da5d,"[2.320279598236084,2.925234794616699,-0.9045239388942719]","[-0.0077800606817293935,0.0,-0.04939099772011706]","[2.2599234580993652,2.925234794616699,-1.2876893281936646]",ROUTE_EDGE
772d20f6978d45c31f53f9f6b62e09c3b086ea2cbdc957d938b2aef52746854b,"[1.0915390253067017,0.12523484230041504,2.0920768678188324]","[0.0016422534441574593,0.0,-0.024946001756296604]","[1.108504295349121,0.12523484230041504,1.834372639656067]",ROUTE_EDGE
788b4d57f92623c65b14341200992ffaef996177a43ef2913ecd32eb3c62f8e6,"[2.3504576683044434,2.925234794616699,-0.7129412442445755]","[-0.01167009102259409,0.0,-0.07408649658017559]","[2.2599234580993652,2.925234794616699,-1.2876893281936646]",ROUTE_EDGE
7de36db92b65e8b5a55842fe785c077c2dcc36bc063b6c78a4d3e8e3b97295a7,"[3.7096052169799805,2.925234794616699,2.671212673187256]","[-0.04378235621885085,0.0,-0.08990609147285658]","[3.259033441543579,2.925234794616699,1.7459735870361328]",ROUTE_NODE
81bd8b30708aafa4bc9934effa7973b325db701a2035093a09d36376fa07301f,"[0.11526064574718475,0.12523484230041504,0.11228753626346588]","[0.0,0.0,0.0]","[0.6400046348571777,0.12523484230041504,0.6425215005874634]",ROUTE_EDGE
84021e8bbe632e99563456bdc99a262f1b67a19baf2c0351be31740d5d1d9672,"[0.2719678655266762,0.12523484230041504,-0.7827082350850105]","[0.044082110055221176,0.0,-0.02359592280626821]","[0.49911826848983765,0.12523484230041504,-0.9042955040931702]",ROUTE_EDGE
84a0a576fc67cde3ffe6200ac6a834baf6997ae0a4aedddc478e735065956ec4,"[2.109839677810669,2.925234794616699,-1.080878496170044]","[-0.0,0.0,0.0]","[1.9597558975219727,2.925234794616699,-0.8740676641464233]",ROUTE_EDGE
84da14cbb6a85f57891e737098cd6bbaa527730c78df060706962b92f2e41077,"[-0.19149096310138702,2.925234794616699,2.893928349018097]","[-0.07414119575576818,0.0,0.011317380081311302]","[-0.5785002112388611,2.925234794616699,2.9530038833618164]",ROUTE_EDGE
86eefb69d0150d1c44331941c164e72984e4ec120cc98752b31c9366d71461c7,"[-0.054718852043151855,2.925234794616699,0.4271552041172981]","[-0.07186167411890038,0.0,-0.021468576870136563]","[-0.7150417566299438,2.925234794616699,0.22988463938236237]",ROUTE_EDGE
87bd0b6a1b0a63bc11ad1030f9b2234c654101ded7bc5e69e15037304e805218,"[1.6695668399333954,0.12523484230041504,-1.767892062664032]","[0.07690497532901638,0.0,-0.06391889211839787]","[2.052314043045044,0.12523484230041504,-2.0860090255737305]",ROUTE_EDGE
88087befaa968419af5898ae1e9756dcc729c5bf8bcc2111dab2d9440d699bdf,"[1.6147271692752838,2.925234794616699,2.9490696787834167]","[-0.005149360530336764,0.0,0.02446393439593497]","[1.5501676797866821,2.925234794616699,3.2557833194732666]",ROUTE_EDGE
8b78e6cdf5bcaf0a606078743c6a1617245b8dda376be2c9b360456d7aa5c150,"[2.703218936920166,0.12523484230041504,-2.114829361438751]","[0.04995105988186692,0.0,-0.002211699952106]","[2.92018723487854,0.12523484230041504,-2.124436140060425]",ROUTE_EDGE
8cc12b133e65bd951a13af6caf997eb0b7f67c04bad5ded6097777f7f8435a4f,"[-0.07523163408041,0.12523484230041504,2.591063767671585]","[-0.0421281044069876,0.0,0.026929961364137757]","[-0.46981027722358704,0.12523484230041504,2.843294143676758]",ROUTE_EDGE
8ce653829b112a02c4a96a9006348675cb389dc74c3e7f383926ce153620b0e2,"[3.48431932926178,2.925234794616699,2.2085931301116943]","[-0.010945589054712712,0.0,-0.022476522868214145]","[3.259033441543579,2.925234794616699,1.7459735870361328]",ROUTE_EDGE
8e504196defd2c5ea1aec7490652787a66f7aefbb06c6d9fe6871d505c4ca55c,"[3.295534610748291,0.12523484230041504,-1.0322876870632172]","[-0.04398556873780626,0.0,-0.023775402053629303]","[3.109989881515503,0.12523484230041504,-1.1325796842575073]",ROUTE_EDGE
93362caa2883f77e4fca88ba1ae09af837a1445d92f6739edfaab6c44259cbe4,"[0.5479177981615067,2.925234794616699,1.084840103983879]","[0.07287178760862352,0.0,-0.017739858249818736]","[0.9428500533103943,2.925234794616699,0.9886980652809143]",ROUTE_EDGE
9bf128bb6bcad00e343981de7391b5d60e6d4d6ff29a8a07617a76803ac99282,"[1.114694505929947,2.925234794616699,2.8514721393585205]","[-0.0,0.0,-0.0]","[0.9695367813110352,2.925234794616699,2.7167017459869385]",ROUTE_EDGE
9c75d9c390ceba06164709eb47179480623514a41935f545bf2cf3693a6d5112,"[3.8870771527290344,0.12523484230041504,0.06391740590333939]","[-0.0,0.0,-0.0]","[3.6364846229553223,0.12523484230041504,-0.19216683506965637]",ROUTE_EDGE
9e3be875581b0cfffa451e9283682b85d00672662d29e6d4707adcc6449d1fc1,"[3.7614248991012573,0.12523484230041504,0.4355967119336128]","[-0.021994319353764072,0.0,-0.011884860797024062]","[3.295524835586548,0.12523484230041504,0.183842733502388]",ROUTE_EDGE
9fb2c4c8330aecc71d499269313b5a9886a43e4b62c7ad3cb26e84322c8a97e3,"[3.063954710960388,0.12523484230041504,-2.1170905232429504]","[0.09986972654072113,0.0,0.005102716990151785]","[3.4952571392059326,0.12523484230041504,-2.0950536727905273]",ROUTE_EDGE
a0537d3c50a7cd859dfb5711004012012b1630d10d5d4032f4c5aef8d2ba0239,"[-0.4683029316365719,2.925234794616699,0.8007948398590088]","[-0.034988075879934154,0.0,-0.0357188262155963]","[-0.6565583944320679,2.925234794616699,0.6086075305938721]",ROUTE_EDGE
