environment,state_id,represented_nearest_obstacle_proxy_m,reference_clearance_m,route_curvature,velocity_magnitude,one_step_displacement_m,one_step_displacement_over_reference_clearance,stopping_horizon,stopping_distance_proxy_m,stopping_distance_over_reference_clearance,local_gaussian_count,scale_statistics,covariance_anisotropy,opacity_statistics,active_primitive_count,unknown,map_reference_disagreement,goal_distance_m,route_trial_phase,map_type,reference_tier,any_incremental_activation
E1_REPLICA_GT_FINE,151a1a74a34a8851dacc7ea099d5f017965f7b711052f65f6c97d24e6b7fb8b0,0.5213648278296411,0.5456779970358058,NOT_EVALUABLE,0.1,0.005000000000000001,0.009162912976445184,20,0.005000000000000001,0.009162912976445184,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.6803730256890319,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,16fe88262694ace7502b8af046b32807208de36081c7b9899ad12e38ab16a196,0.5298858016113994,0.5503467430113631,NOT_EVALUABLE,0.025,0.0012500000000000002,0.002271295353108306,5,0.0012500000000000002,0.002271295353108306,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,1.1871466664530113,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,18437ce3de5c711fae787001a565271d8ecfeeca74866ca2d0b6528537d04b1a,0.3460103270403769,0.37274710271771794,NOT_EVALUABLE,0.05,0.0025000000000000005,0.006706960246699101,9,0.0025000000000000005,0.006706960246699101,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.9366161822313801,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,18dedde110ff0022e2bbafe7e5de5fd783c0177fca853e229ad9b409122e5feb,0.3895503226391618,0.41809315598028424,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.3878899060418541,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1ab9bff8b0aedb780f43ffc4b307d88a410cad36aa000e68784a86e995618db8,0.5981907305939725,0.620286200611137,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.2738249336999206,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1b47d079ce1fdb039c02ee650d45faf683d1f0c02d701e68e9ce04f3f02032b4,0.4105658701217623,0.4338423140832032,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4937819590683705,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1c0b9b0faf9393a40d91912a7ecd9116c9d392161ea9fbf6bdf3ae85e0a4a305,0.5802545597286431,0.6052278481613278,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.9035882660954347,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1cb740911c602d0d9f80ff7185098eb639040f83b9c62124196e3a616f6c0daa,0.15468536426356003,0.17890097714916253,NOT_EVALUABLE,0.05000000000000001,0.0025000000000000005,0.013974210984412745,8,0.0025000000000000005,0.013974210984412745,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.6635846406107831,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1e3a8db5cf56d8657520e12aa8a311440dd3d323f43e579c810f2f48f60b1f71,0.20428592813444063,0.23222442990526657,NOT_EVALUABLE,0.1,0.005000000000000001,0.021530895789214324,17,0.005000000000000001,0.021530895789214324,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.583587641657501,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1f0c533c1236c8c97be6c7a76973ba2546749a4ca9297e8e5b7ffb80d7f1bc84,0.6886332551698937,0.7149503733668018,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.34018651284451595,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1f5ecb8605c1df18e88b1c245ab84bafd839d6122148ab528c2b7deab1dc9b6b,0.5682799602034803,0.5855965207431605,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7462487888941145,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,1f9cbbe192ea4ef9acc65f459259fd452230124102140cbb868bbdd6fae03712,0.7056908262908499,0.7310132574249625,NOT_EVALUABLE,0.05,0.0025000000000000005,0.0034199106166780046,10,0.0025000000000000005,0.0034199106166780046,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.2956618472362753,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,0.4836600603064677,0.5121542100831146,NOT_EVALUABLE,0.05,0.0025000000000000005,0.004881342280861637,8,0.0025000000000000005,0.004881342280861637,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.8669975003602781,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,0.4711108916083096,0.49560823244750557,NOT_EVALUABLE,0.07500000000000001,0.0037500000000000007,0.007566460269396751,14,0.0037500000000000007,0.007566460269396751,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.5935733332265056,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,0.43271853556672585,0.454696186489907,NOT_EVALUABLE,0.05,0.0025000000000000005,0.005498176748081202,10,0.0025000000000000005,0.005498176748081202,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.5091770706572617,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,0.1574778402177374,0.18173771501655317,NOT_EVALUABLE,0.025,0.0012500000000000002,0.0068780439981109415,5,0.0012500000000000002,0.0068780439981109415,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,1.3623614830744528,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,0.147588055540204,0.1666598450246401,NOT_EVALUABLE,0.09999999999999999,0.005,0.030001227945824424,17,0.005,0.030001227945824424,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.5714294908684288,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,0.5228393717776723,0.5506341622531978,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4836382297108149,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,0.4895175501075355,0.5072877533986478,NOT_EVALUABLE,0.025,0.0012500000000000002,0.002464084716466037,5,0.0012500000000000002,0.002464084716466037,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.3957019368625419,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,0.33127500628321616,0.34921120609836304,NOT_EVALUABLE,0.1,0.005000000000000001,0.014317982678344065,17,0.005000000000000001,0.014317982678344065,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7282058020005625,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,1.0690974976101086,1.0974698853629425,NOT_EVALUABLE,0.05,0.0025000000000000005,0.002277966833844584,10,0.0025000000000000005,0.002277966833844584,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.31398729655854596,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,0.5096057804361876,0.5341666274716697,NOT_EVALUABLE,0.1,0.005000000000000001,0.009360375101803198,19,0.005000000000000001,0.009360375101803198,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4912261735732453,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,29702195a427c3d65a779f114fa21f600b79230903124132242ea0e0ff96c145,0.5326683777082314,0.561447668146366,NOT_EVALUABLE,0.05,0.0025000000000000005,0.004452774749699852,10,0.0025000000000000005,0.004452774749699852,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.32748411571549685,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2a7752537df742a3101b8637ff7674291cb37d0327b12780632a5498d04aaaa2,0.22419090376118023,0.25374647585528426,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.3395094326936374,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2aa83be94e2eec221dc8350049349c668020f0343eef7270ad6cec9eb0355b9d,0.7154122424995454,0.7411057648128535,NOT_EVALUABLE,0.05,0.0025000000000000005,0.0033733376782345077,8,0.0025000000000000005,0.0033733376782345077,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7333287206249574,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2cc3321a1b80b9ddf1373cbeb1b7aeeeda1d16896d422ab67107ee95ada3d0c6,0.4227749019467401,0.44946308151394876,NOT_EVALUABLE,0.1,0.005000000000000001,0.011124384194488796,16,0.005000000000000001,0.011124384194488796,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.28899916678675935,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2d377b75bfb770dbd1e51a6df68421d4d7258c6b3a17c7c0674ad0b108631129,0.7697295271981677,0.7962713804967696,NOT_EVALUABLE,0.02500000000000001,0.0012500000000000005,0.0015698165608063967,5,0.0012500000000000005,0.0015698165608063967,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,1.033048224241861,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,2f4ac4a2d90f2e482e616dc56028afc4d0e33bc32bd1b294ee61be67c9b5470b,0.30273124710352395,0.32963299315155586,NOT_EVALUABLE,0.05000000000000001,0.0025000000000000005,0.007584192274256271,8,0.0025000000000000005,0.007584192274256271,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.2979153128763064,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,335f65bf9144071002dc3f1013ea047f3d60ee67790941294ebc8fe671ab8410,1.4239779280824074,1.4465151301581027,NOT_EVALUABLE,0.05,0.0025000000000000005,0.0017282916354471542,9,0.0025000000000000005,0.0017282916354471542,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.26872064539156,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,33fb1aa673c9e34836e4fa921353c35316f525bc61d20a670c981bfc6c512c77,0.6167974845774739,0.6430114558131453,NOT_EVALUABLE,0.05,0.0025000000000000005,0.0038879556147853192,9,0.0025000000000000005,0.0038879556147853192,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4815772623613484,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,360514be785617468ec5f627d1ee4169ca692bfb93ef970672b784a7d3800be1,0.5304208658761544,0.5570657404102622,NOT_EVALUABLE,0.07499999999999998,0.0037499999999999994,0.006731700996794807,15,0.0037499999999999994,0.006731700996794807,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.9970744960403717,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3836c97635fd76445ce91a4f0f6b0675cc79bebdded4c011eb13febf75e48b89,0.39983031590236184,0.4259241692357951,NOT_EVALUABLE,0.025,0.0012500000000000002,0.0029347947129715244,5,0.0012500000000000002,0.0029347947129715244,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.1490438146790958,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,384f698221bfd95abf7809647f9af059593692e01323c99be12688aa8a7369f7,0.48462439072739283,0.5133658337078257,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.34458018443926014,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3897a95d3397d8f814095b3e53a31ba2896de2f87d8f9bc5c88bc5b8fdbc8f86,0.3131456271452534,0.33631249970196786,NOT_EVALUABLE,0.09999999999999999,0.005,0.014867125082864542,20,0.005,0.014867125082864542,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4302199659323432,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3a00121189d4237a83cc0b825ec3fedae43705d0b0fc620e0f5b4df73d3a2742,0.46236164109881667,0.48964256492148006,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4361627759475296,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3a070c6e900eab3adcf9eedd1f543aa20f9be30d28c7ef938a1808ef98cadcd3,0.6915890920335477,0.7187654104655103,NOT_EVALUABLE,0.075,0.00375,0.005217279442497521,15,0.00375,0.005217279442497521,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,1.2998108595457574,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3bc29522101f21d9eb27c4ef0870ea39eb11002cd4da0cbfafd8a38c2fd35fc8,0.33127500628321616,0.34921120609836304,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7282058020005625,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3cfeae91ed6572004e76d6fba726a35a3d6a8d48d5e131e809993e781fd277d2,0.4301950087866837,0.44309187199390515,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.4145509220420795,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,3f0ae49f67739aa508d7b7891f8200f17489303e36e3b7c1d1ffb62ab00f4eba,0.5476289204197331,0.5744225350631951,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.37312439444705725,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,404e9b51e12d42dec15caa60d2944c759ab091696e5cbd240fbd1b243a0f23a4,1.5953584825069458,1.613428141689733,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.39924554348237173,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,42943f603fd47daaed71c6e166d227c4ac377b64eedf9c8d8b8a7efe6190ef68,0.26465474741128114,0.29054425709284865,NOT_EVALUABLE,0.05,0.0025000000000000005,0.008604541094753356,10,0.0025000000000000005,0.008604541094753356,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.5054572530240103,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4694bc0fd3a181d43e8c59b70fa5deb320ff3149609d2f0d8311e53f55524087,0.288822620803857,0.30444504209855816,NOT_EVALUABLE,0.05,0.0025000000000000005,0.008211662711822628,10,0.0025000000000000005,0.008211662711822628,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.6290011576354896,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,47f0d8ed5c98e5cea69960c1b30c6b805296461e7fefa41c3076864bee586811,1.1303878129968534,1.154865328416263,NOT_EVALUABLE,0.05,0.0025000000000000005,0.002164754572230861,9,0.0025000000000000005,0.002164754572230861,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.5145586194404084,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4968625f8301a7ef3715d6f4012b6d33fd7bb683a2bc2578f313758d161b2dfc,0.3460103270403769,0.37274710271771794,NOT_EVALUABLE,0.1,0.005000000000000001,0.013413920493398202,17,0.005000000000000001,0.013413920493398202,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.9366161822313801,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4a968f7dcc3e71b95ea76a55192207200b337eeb266a25462313c3ff6480c6de,0.4597675676378661,0.4881940809108006,NOT_EVALUABLE,0.075,0.00375,0.007681371296030059,12,0.00375,0.007681371296030059,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.41245953183311557,0.0,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4b44ab7beec09f1b6a0aff7840602db3f3f9d73069041b72969a90ad68611fc9,0.30273124710352395,0.32963299315155586,NOT_EVALUABLE,0.075,0.00375,0.011376288411384404,12,0.00375,0.011376288411384404,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.2979153128763064,0.75,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4c2be3320444871cbcf00b92e0fb3794473e4e7a631f60dfff9465b99f5e9713,0.4786303607569955,0.49143691778380744,NOT_EVALUABLE,0.05,0.0025000000000000005,0.005087122903330186,9,0.0025000000000000005,0.005087122903330186,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.6816873879014301,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4c41478b3e9caa74ffcf553fadb10fa68354176bb1fcacf585d52e5711ac1f85,0.4804317338729754,0.5015897176392197,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7719819885800774,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4f4a6a5b04b729af1e44ecb497e8ea16bdb3041fc7a8503783fc23d38f201709,0.29609913296142754,0.3255137292972823,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.3369715020160069,0.5,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
E1_REPLICA_GT_FINE,4f8493fd890064bef32029677a254723ccba9383aed01981ce69df51b517af7b,1.24477196235799,1.2725882891634566,NOT_EVALUABLE,0.0,0.0,0.0,0,0.0,0.0,,ENVIRONMENT_LEVEL_ONLY,NOT_EVALUATED,NOT_EVALUATED,,False,False,0.7718379291606127,0.25,GT-derived isotropic spheres,TIER_R3_REFERENCE_COMPLETE,False
